S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,11,3311471,DURGABATI PRADHAN,17-Dec-2025 03:40 PM,Rejected-Finance,L2,16-Jan-2026 06:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,12,3298631,JAYASMITA RAY,12-Dec-2025 07:46 PM,Rejected-Finance,L2,16-Jan-2026 06:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,13,3311767,Lalita Mohanty,17-Dec-2025 04:54 PM,Rejected-Finance,L2,16-Jan-2026 06:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,14,3311362,NIHAR RANJAN SAHOO,17-Dec-2025 03:57 PM,Rejected-Finance,L2,16-Jan-2026 06:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,15,3311201,PRABIR MALIK,17-Dec-2025 02:26 PM,Rejected-Finance,L2,16-Jan-2026 06:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,16,3309561,PURNENDU ROUTRAY,16-Dec-2025 09:21 PM,Rejected-Finance,L2,16-Jan-2026 06:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,17,3302047,RAJESH KUMAR PARIDA,16-Dec-2025 07:44 AM,Rejected-Finance,L2,16-Jan-2026 06:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,18,3311548,RASHMI RANJAN SWAIN,17-Dec-2025 04:04 PM,Rejected-Finance,L2,16-Jan-2026 06:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,19,3306914,RATIRANJAN PAIKRAY,16-Dec-2025 12:31 PM,Rejected-AOC,Not Selected through Lottery,11-Feb-2026 05:01 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,20,3311086,SANGRAM MALLICK,17-Dec-2025 02:26 PM,Rejected-AOC,Not Selected through Lottery,11-Feb-2026 05:01 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,21,3311503,SARAJU PATI,17-Dec-2025 03:46 PM,Rejected-Finance,L2,16-Jan-2026 06:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,22,3310712,SATYASUNDAR PARIDA,17-Dec-2025 01:04 PM,Rejected-Finance,L2,16-Jan-2026 06:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,23,3310881,SHIVAJYOTI CIVCON PRIVATE LIMITED,17-Dec-2025 02:39 PM,Accepted-AOC,Selected through Lottery,11-Feb-2026 05:01 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,24,3310060,SIVA SAMBHU ENGINEERING,17-Dec-2025 01:12 PM,Rejected-Finance,L2,16-Jan-2026 06:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,25,3310693,SOMAJIT LENKA,17-Dec-2025 12:50 PM,Rejected-Finance,L2,16-Jan-2026 06:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,26,3309574,SOURAV MINAKETAN,17-Dec-2025 10:44 AM,Rejected-Finance,L2,16-Jan-2026 06:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,27,3300674,sumanta kumar mohanty,15-Dec-2025 06:32 PM,Rejected-Finance,L2,16-Jan-2026 06:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,28,3303705,SUNIL KUMAR MOHANTY,15-Dec-2025 02:10 PM,Rejected-Finance,L2,16-Jan-2026 06:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,29,3306498,SUVENDU KHUNTIA,16-Dec-2025 12:48 PM,Rejected-Finance,L2,16-Jan-2026 06:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,30,3308294,SWAPNA BIJAYINI MOHANTY,16-Dec-2025 03:44 PM,Rejected-Finance,L2,16-Jan-2026 06:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,31,3309432,TULU RANJAN MOHANTY,16-Dec-2025 07:56 PM,Rejected-Finance,L2,16-Jan-2026 06:03 PM,,,,,,,,,,,,,,,,,,,,AOC
