Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
Finance,twobidders are participated,Suryamani Pattajoshi,05-Mar-2025 12:14 PM,finance_530087.pdf,BOQ Comparative Chart,1.0,2843011.0,PARSURAM BIDHAR PROP-RAMESWARDEV SUPPLIER,INR,"423,818",Municipal Bodies||Jatni Municipal Council,2025_ORULB_110517_10,EO/JMC/082/2024-25,Repair of Road and Drain with slabat Khuntia Babu lane in W. No-05,1,2843159,ARABINDA MARTHA,03-Mar-2025 11:36 AM,Rejected-Finance,Lottery,03-Feb-2026 01:16 PM,03-Feb-2026,"INR 423,818",30.0,Anuradha Pradhan,03-Feb-2026 01:20 PM,1045.pdf (1192.00 KB),chairperson,Internal,,Anuradha Pradhan,03-Feb-2026 01:08 PM,techsummary_530087.pdf (1191.57 KB),chairperson,Internal,,Anuradha Pradhan,03-Feb-2026 01:16 PM,finsummary_530087.pdf (1191.57 KB),AOC,Municipal Bodies||Jatni Municipal Council,EO/JMC/082/2024-25,2025_ORULB_110517_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Repair of Road and Drain with slabat Khuntia Babu lane in W. No-05,Repair of Road and Drain with slabat Khuntia Babu lane in W. No-05,Please refer Tender documents. ,NA ,"4,23,722",Civil Works - Others,NA ,Tender,30.0,NA ,"EXECUTIVE OFFICER,JATNI MUNICIPALITY",752050.0,NA ,NA ,NA ,"EXECUTIVE OFFICER,JATNI MUNICIPALITY",No ,No,17-Feb-2025 11:00 AM,04-Mar-2025 11:00 AM,17-Feb-2025 11:00 AM,03-Mar-2025 05:00 PM,NA ,NA ,17-Feb-2025 11:00 AM,03-Mar-2025 05:00 PM,"EXECUTIVE OFFICER,JATNI MUNICIPALITY","EXECUTIVE OFFICER,JATNI MUNICIPALITY","4,237",Yes,percentage,1.0%,Nil,Nil,"2,000",0.0,Nil,Nil,No,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GST,EPF ,Affidavits and all Other document as per DTCN.",AOC
,,,,,,,,,,,,,,,2,2843011,PARSURAM BIDHAR PROP-RAMESWARDEV SUPPLIER,03-Mar-2025 08:06 AM,Accepted-AOC,work order issued,03-Feb-2026 01:20 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,boq,AOC
