Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
10-Feb-2026,"INR 5,171,779",120.0,Rabindranath Sethi,10-Feb-2026 12:25 PM,Nuniadhipa.pdf (358.00 KB),1,3297714,ABHIJEET MANDAL,12-Dec-2025 04:47 PM,Rejected-Finance,Rejected,05-Feb-2026 04:03 PM,1.0,3296548.0,RABINDRA KUMAR NAYAK,INR,"5,171,779","CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Balangir",2025_CEMIB_122431_18,05/BGR/2025-26,Construction of Nuniadhipa Check Dam in Balangir Block of Balangir District under the scheme MATY 3.0 for the year 2025-26,Finance,RN SETHI,Rabindranath Sethi,05-Feb-2026 03:58 PM,finance_568936.pdf,BOQ Comparative Chart,RN SETHI,Internal,,Rabindranath Sethi,19-Dec-2025 12:18 PM,19-Dec-2025 12:25 PM,techsummary_568936.pdf (299.41 KB),Technical,RN SETHI,Rabindranath Sethi,19-Dec-2025 12:11 PM,technical_568936.pdf,RN SETHI,Internal,,Rabindranath Sethi,05-Feb-2026 04:03 PM,finsummary_568936.pdf (347.02 KB),AOC,1.0,ICICI BANK,Construction of Nuniadhipa Check Dam in Balangir Block of Balangir District under the scheme MATY 3.0 for the year 2025-26,Construction of Nuniadhipa Check Dam in Balangir Block of Balangir District under the scheme MATY 3.0 for the year 2025-26,Please refer Tender documents. ,NA ,"51,55,703",Civil Works - Water Works,NA ,Tender,90.0,120.0,Balangir,767001.0,NA ,NA ,NA ,"O/o the SE, M.I. Division,Balangir",No ,No,"51,600",Yes,fixed,,Nil,Nil,"SE, M.I. Division,Balangir","O/o the SE, M.I. Division,Balangir","CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Balangir",05/BGR/2025-26,2025_CEMIB_122431_18,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Valid RC, valid GST, Valid PAN, Affidavit, NRC, Tender Cost, EMD, any other documents as per DTCN","10,000",0.0,Nil,Nil,No,03-Dec-2025 10:00 AM,15-Dec-2025 10:00 AM,03-Dec-2025 10:00 AM,12-Dec-2025 05:00 PM,NA ,NA ,03-Dec-2025 10:00 AM,12-Dec-2025 05:00 PM,19-Dec-2025 12:25 PM,AOC
,,,,,,2,3295206,ABHIJIT PANIGRAHI,11-Dec-2025 04:57 PM,Rejected-Finance,Rejected,05-Feb-2026 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC
,,,,,,3,3297105,ABHINASH NAG,12-Dec-2025 12:13 PM,Rejected-Finance,Rejected,05-Feb-2026 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3298173,ABHISEK PANIGRAHI,12-Dec-2025 04:26 PM,Rejected-Finance,Rejected,05-Feb-2026 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3292931,ANKIT MAJHI,10-Dec-2025 12:51 PM,Rejected-Finance,Rejected,05-Feb-2026 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3297772,BASUDEV DANDASENA,12-Dec-2025 02:27 PM,Rejected-Finance,Rejected,05-Feb-2026 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3295711,Bhawani Sankar Harpal,11-Dec-2025 07:01 PM,Rejected-Finance,Rejected,05-Feb-2026 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3296354,BIJAYA KUMBHAR,12-Dec-2025 01:43 PM,Rejected-Finance,Rejected,05-Feb-2026 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3291635,BISWA RANJAN PUJARI,11-Dec-2025 01:46 PM,Rejected-Finance,Rejected,05-Feb-2026 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3293809,DEEPANJALI BEHERA,11-Dec-2025 06:04 PM,Rejected-Finance,Rejected,05-Feb-2026 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
