Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
18-Feb-2026,"INR 1,440,527",60.0,Soubhagya Kumar Das,18-Feb-2026 12:58 PM,Tcn11SL11.pdf (631.00 KB),1,3359853,BASANTA KUMAR PATRA,19-Jan-2026 03:30 PM,Rejected-AOC,Not Qualified,18-Feb-2026 12:58 PM,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2026_CERWI_124439_11,11SERW BLS 2025-26,PWD road to Juriapatana Road,1.0,3356353.0,KAMALESH KUMAR DASH,INR,"1,440,527",Finance,Document downloaded,Soubhagya Kumar Das,20-Jan-2026 04:17 PM,finance_575203.pdf,BOQ Comparative Chart,Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,18-Feb-2026 12:55 PM,finsummary_575203.pdf (630.57 KB),Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,18-Feb-2026 12:51 PM,techsummary_575203.pdf (630.57 KB),AOC,1.0,ICICI BANK,"SE RW Division, Balasore","O/o the SE RURAL WORKS DIVISION, BALASORE","6,000",0.0,Nil,Nil,No,12-Jan-2026 11:00 AM,20-Jan-2026 11:00 AM,12-Jan-2026 11:00 AM,19-Jan-2026 05:00 PM,12-Jan-2026 11:00 AM ,19-Jan-2026 01:00 PM ,12-Jan-2026 11:00 AM,19-Jan-2026 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"P. cost, EMD, RC, PAN, valid GSTIN, Affidavit, No relation certificate and other as per DTCN",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,11SERW BLS 2025-26,2026_CERWI_124439_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"16,945",Yes,percentage,1.0%,Nil,Nil,PWD road to Juriapatana Road,PWD road to Juriapatana Road,Please refer tender documents ,NA ,"16,94,539",Civil Works - Roads,NA ,Tender,90.0,60.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, BALASORE",No ,No,AOC
,,,,,,2,3355726,BHASKAR CHANDRA DASH,19-Jan-2026 12:08 PM,Rejected-AOC,Not Qualified,18-Feb-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3357763,BHIKARI DALAEI,17-Jan-2026 10:59 AM,Rejected-AOC,Not Qualified,18-Feb-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3356353,KAMALESH KUMAR DASH,17-Jan-2026 06:10 PM,Accepted-AOC,Qualified,18-Feb-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3355751,LAXMANA SINGHA,17-Jan-2026 06:47 PM,Rejected-AOC,Not Qualified,18-Feb-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3358827,MAA JAGADHATRI LCCS LTD,18-Jan-2026 08:34 PM,Rejected-AOC,Not Qualified,18-Feb-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3352901,MADHURI BHOL,16-Jan-2026 08:43 AM,Rejected-AOC,Not Qualified,18-Feb-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3358553,MAUSUMI BEHERA,18-Jan-2026 08:15 PM,Rejected-AOC,Not Qualified,18-Feb-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3359460,NILAMBAR MOHAPATRA,19-Jan-2026 01:27 PM,Rejected-AOC,Not Qualified,18-Feb-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3360041,PRADEEPTI CHAND,19-Jan-2026 04:47 PM,Rejected-AOC,Not Qualified,18-Feb-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
