S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,3386557.0,M/s Shree Sai Electrical,INR,"966,165",Technical,The Cover I Technical Bids of the participated bidders are opened.,Suman Kumar Malik,13-Feb-2026 11:30 AM,technical_577758.pdf,Odisha Hydro Power Corporation Ltd||Chiplima H.E. Project Chiplima,2026_OHPCL_125083_1,CHEP-55/2025-26,Renovation of Compound Wall around Main Store and Voith Store,"Er. B. Ramasankar Subudhi, Unit Head, CHEP, Chiplima",Internal,"Er. Bhikari Charan Mallick, Divisional Head (I/C), Utility Division, Mr. Suman Kumar Malik, Finance Wing Head, Er. Bibhu Prasad Gantayat, Technical Wing Head",Suman Kumar Malik,24-Feb-2026 11:57 AM,finsummary_577758.pdf (1228.50 KB),"Er. B. Ramasankar Subudhi, Unit Head, CHEP, Chiplima",Internal,"Er. Niranjan Mahapatra, Divisional Head, Utility Division, Mr. Suman Kumar Malik, Finance Wing Head, Er. Bibhu Prasad Gantayat, Technical Wing Head",Suman Kumar Malik,13-Feb-2026 05:09 PM,17-Feb-2026 11:30 AM,techsummary_577758.pdf (1145.68 KB),Finance,The Cover II Financial Bids of the technically qualified bidders are opened.,Suman Kumar Malik,17-Feb-2026 04:35 PM,finance_577758.pdf,BOQ Comparative Chart,25-Feb-2026,"INR 966,165",45.0,Suman Kumar Malik,26-Feb-2026 11:20 AM,845.pdf (23424.00 KB),"Work Order is awarded to M/s Shree Sai Electrical, Hirakud",1,3384398,Amarendra Kumar Panda,07-Feb-2026 08:56 AM,Rejected-Finance,Not Selected in Transparent Lottery System,24-Feb-2026 11:57 AM,AOC,30-Jan-2026 11:00 AM,10-Feb-2026 11:30 AM,30-Jan-2026 11:00 AM,09-Feb-2026 05:00 PM,30-Jan-2026 11:00 AM ,05-Feb-2026 05:00 PM ,30-Jan-2026 11:00 AM,09-Feb-2026 05:00 PM,17-Feb-2026 11:30 AM,1.0,ICICI BANK,"Unit Head, CHEP, Chiplima","O/o the General Manager (El.), At/PO-Chiplima, Via-C.A. Chiplima, Dist.-Sambalpur-768025","11,370",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cover I Technical Bid,"6,000","1,080",Nil,Nil,No,Odisha Hydro Power Corporation Ltd||Chiplima H.E. Project Chiplima,CHEP-55/2025-26,2026_OHPCL_125083_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Renovation of Compound Wall around Main Store and Voith Store,Renovation of Compound Wall around Main Store and Voith Store at Chiplima Power House,As per DTCN ,NA ,"11,36,531",Civil Works - Others,NA ,Tender,120.0,45.0,Main Store and Voith Store at Chiplima Power House,768025.0,NA ,NA ,NA ,"O/o the General Manager (El.), CHEP, Chiplima",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3385971,ASHOK KUMAR SWAIN,08-Feb-2026 12:54 PM,Rejected-Technical,Technically Not Qualified,13-Feb-2026 05:09 PM,AOC,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,2.0,Finance,.xls,Cover II Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3386557,M/s Shree Sai Electrical,09-Feb-2026 10:54 AM,Accepted-AOC,Selected in Transparent Lottery System,26-Feb-2026 11:21 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3386507,SANJAY KUMAR PUJARI,09-Feb-2026 11:00 AM,Rejected-Finance,Not Selected in Transparent Lottery System,24-Feb-2026 11:57 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3388258,SHIV PRASAD SINGH,09-Feb-2026 04:50 PM,Rejected-Finance,Not Selected in Transparent Lottery System,24-Feb-2026 11:57 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
