Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Subrat Kumar Patnaik,Internal,,Nandini Devi,06-Jan-2026 12:29 PM,techsummary_571171.pdf (225.02 KB),14-Feb-2026,"INR 3,634,807",90.0,SUBRAT PATNAIK,14-Feb-2026 12:41 PM,AOC_6.pdf (170.00 KB),Award to the Lottery Winner,1,3319392,Akash Dalai,22-Dec-2025 12:48 PM,Rejected-AOC,Lottery Looser,14-Feb-2026 12:41 PM,Finance,Twentythree bids downloaded successfully.,CHANDINI KUMARI BASANTY,23-Dec-2025 01:38 PM,,BOQ Comparative Chart,1.0,3319761.0,Chiranjibi Muni,INR,"3,634,807","CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Chikiti Irrigation Divn Berhampur",2025_CEBMB_122990_6,e-BEID-02/2025-26,Restoration of Argunapalli sub Minor in between RD 00 - 600m of Jayamangal Irrigation System.,Subrat Kumar Patnaik,Internal,,Nandini Devi,30-Jan-2026 12:12 PM,finsummary_571171.pdf (225.02 KB),AOC,"S.E., Berhampur Irr. Division, Berhampur","S.E., Berhampur Irr. Division, Courtpeta, Berhampur",1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost, EMD, Registration Certificate, GSTIN, PAN, Other documents as per DTCN","CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Chikiti Irrigation Divn Berhampur",e-BEID-02/2025-26,2025_CEBMB_122990_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Restoration of Argunapalli sub Minor in between RD 00 - 600m of Jayamangal Irrigation System.,Restoration of Canal,Please refer Tender documents. ,NA ,"42,76,000",Civil Works - Canal,NA ,Tender,90.0,90.0,Berhampur,760004.0,NA ,NA ,NA ,"O/o S.E., Berhampur Irr. Division, Berhampur",No ,No,"6,000",0.0,Nil,Nil,No,12-Dec-2025 10:00 AM,23-Dec-2025 11:00 AM,12-Dec-2025 10:00 AM,22-Dec-2025 05:30 PM,12-Dec-2025 10:00 AM ,18-Dec-2025 03:30 PM ,12-Dec-2025 10:00 AM,22-Dec-2025 05:30 PM,"42,800",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,2,3323336,ASHISH KUMAR MOHAPATRA,22-Dec-2025 05:04 PM,Rejected-AOC,Lottery Looser,14-Feb-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3319761,Chiranjibi Muni,20-Dec-2025 07:18 PM,Accepted-AOC,Lottery Winner,14-Feb-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3320192,DIPIKA PRADHAN,21-Dec-2025 10:51 AM,Rejected-AOC,Lottery Looser,14-Feb-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3320566,KAJAL KUMARI BEHERA,21-Dec-2025 03:37 PM,Rejected-AOC,Lottery Looser,14-Feb-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3322978,MANAS RANJAN SAHU,22-Dec-2025 03:44 PM,Rejected-AOC,Lottery Looser,14-Feb-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3319689,Manoj Kumar Nayak,20-Dec-2025 06:00 PM,Rejected-AOC,Lottery Looser,14-Feb-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3322464,Mithun Kumar Sahu,22-Dec-2025 01:56 PM,Rejected-AOC,Lottery Looser,14-Feb-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3322595,M Krishna Murty Reddy,22-Dec-2025 02:19 PM,Rejected-AOC,Lottery Looser,14-Feb-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3321361,Neelakantha Swain,22-Dec-2025 08:35 AM,Rejected-AOC,Lottery Looser,14-Feb-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
