S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,11,3322604,DEEPAK KUMAR SETHI,22-Dec-2025 02:18 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,12,3308015,DIGAMBAR NAYAK,20-Dec-2025 09:21 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,13,3320205,DIPIKA PRADHAN,22-Dec-2025 01:58 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,14,3313595,GANESH SAHU,18-Dec-2025 12:31 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,15,3311988,KANHU CHARAN NAHAK,17-Dec-2025 06:38 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,16,3318734,KANHU CHARAN SETHY,20-Dec-2025 01:44 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,17,3321566,K PRATAP CHANDRA MOHAPATRA,22-Dec-2025 10:37 AM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,18,3321627,KRUSHNA CHANDRA SAHU,22-Dec-2025 05:06 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,19,3318675,LAXMI KUMARI BEHERA,20-Dec-2025 08:52 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,20,3322628,Lingaraja Behera,22-Dec-2025 02:57 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,21,3308804,MUKESH SAHU,16-Dec-2025 05:05 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,22,3321358,Neelakantha Swain,22-Dec-2025 08:40 AM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,23,3319556,PABITRA KUMAR PALO,22-Dec-2025 11:11 AM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,24,3321489,PABITRA PATTANAYAK,22-Dec-2025 10:00 AM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,25,3315233,Prabhat Kumar Sabat,18-Dec-2025 07:40 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,26,3318885,Pratap Chandra Pradhan,20-Dec-2025 11:50 AM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,27,3319303,PRDEEP KUMAR PRADHAN,20-Dec-2025 02:25 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,28,3305218,Pritam Nahak,16-Dec-2025 06:16 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,29,3308864,RABINARAYAN GOUDA,16-Dec-2025 05:04 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,30,3303491,RAJESH KUMAR BARAL,15-Dec-2025 01:44 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,31,3308808,RAKESH KUMAR SAHU,16-Dec-2025 05:11 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,32,3320836,RAMA CHANDRA ADHIKARI,21-Dec-2025 06:26 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,33,3320390,RAMA CHANDRA BEHERA,21-Dec-2025 01:03 PM,Accepted-AOC,Lottery Winner,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,34,3309188,Ranjan Basantia,17-Dec-2025 12:47 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,35,3316326,RANJAN KUMAR SAHU,19-Dec-2025 02:25 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,36,3319603,RASHMITA PALA,21-Dec-2025 03:55 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,37,3316303,Rashmita Panda,19-Dec-2025 11:56 AM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,38,3319293,R KIRAN REDDY,20-Dec-2025 02:12 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,39,3319142,R SUNIL REDDY,20-Dec-2025 01:18 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,40,3318424,Sasmita Nayak,20-Dec-2025 09:56 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,41,3322890,SATYAVAMA PRADHAN,22-Dec-2025 03:30 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,42,3320240,Shyam Sundar Sahu,21-Dec-2025 02:02 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,43,3320476,SOUDAMINI ACHARYA,22-Dec-2025 10:33 AM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,44,3319857,SURAJ KUMAR JENA,22-Dec-2025 10:23 AM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,45,3320635,TRILOCHAN MOHAPATRA,21-Dec-2025 05:26 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
