S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,Renovation of one no culvert with protection to drainage channel at RD 7.00 km on LFB of River Rushikulya near village Ch.Nuagam.,Renovation of culvert,Please refer Tender documents. ,NA ,"33,94,000",Civil Works - Others,NA ,Tender,90.0,90.0,Berhampur,760004.0,NA ,NA ,NA ,"O/o S.E., Berhampur Irr. Division, Berhampur",No ,No,"34,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost, EMD, Registration Certificate, GSTIN, PAN, Other documents as per DTCN","CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Chikiti Irrigation Divn Berhampur",e-BEID-02/2025-26,2025_CEBMB_122990_23,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,12-Dec-2025 10:00 AM,23-Dec-2025 11:00 AM,12-Dec-2025 10:00 AM,22-Dec-2025 05:30 PM,12-Dec-2025 10:00 AM ,18-Dec-2025 03:30 PM ,12-Dec-2025 10:00 AM,22-Dec-2025 05:30 PM,"S.E., Berhampur Irr. Division, Berhampur","S.E., Berhampur Irr. Division, Courtpeta, Berhampur",AOC,Subrat Kumar Patnaik,Internal,,Nandini Devi,20-Jan-2026 02:24 PM,finsummary_571456.pdf (239.74 KB),Subrat Kumar patnaik,Internal,,Nandini Devi,07-Jan-2026 12:21 PM,techsummary_571456.pdf (239.74 KB),14-Feb-2026,"INR 2,885,218",90.0,SUBRAT PATNAIK,17-Feb-2026 02:28 PM,AOC_23.pdf (170.00 KB),Award to the Lottery Winner,1,3307511,AMIT KUMAR RAUTA,20-Dec-2025 01:38 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Chikiti Irrigation Divn Berhampur",2025_CEBMB_122990_23,e-BEID-02/2025-26,Renovation of one no culvert with protection to drainage channel at RD 7.00 km on LFB of River Rushikulya near village Ch.Nuagam.,1.0,3320390.0,RAMA CHANDRA BEHERA,INR,"2,885,218",Finance,Forty Five bids downloaded successfully.,SUBRAT PATNAIK,24-Dec-2025 03:49 PM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,3321567,Ashok Kumar Behera,22-Dec-2025 10:38 AM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,3317843,BATCHU KRISHNA PATRA,19-Dec-2025 04:57 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,3315203,Bhagaban Parida,19-Dec-2025 07:12 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,3319492,B.Kamal Kiran Rao,20-Dec-2025 04:35 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,3321901,B RAKESH PATRA,22-Dec-2025 12:23 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,3321912,Chinmaya Kumar Rana,22-Dec-2025 12:31 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,3311477,Debaraj Gouda,19-Dec-2025 01:18 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,3303068,Debasis Mahapatro,15-Dec-2025 01:20 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,3319284,DEEPAK KUMAR MOHAPATRA,20-Dec-2025 02:07 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:28 PM,,,,,,,,,,,,,,,,AOC
