Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Tender Stage
02-Feb-2026,"INR 43,951,344.294",450.0,Sunil Kumar Behera,03-Feb-2026 08:39 PM,AOC.pdf (577.00 KB),WORK ORDER,S.K. Behera,Internal,"S. K. JENA, A. S. SWAIN",Sunil Kumar Behera,16-Jan-2026 01:19 PM,finsummary_557180.pdf (234.50 KB),Finance,Financial Proceeding,Sunil Kumar Behera,16-Jan-2026 01:15 PM,finance_557180.pdf,BOQ Comparative Chart,1,3172501,ARYA PRAKASH CHAMPATIRAY,01-Nov-2025 04:01 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSTEM,16-Jan-2026 01:19 PM,Technical,List of Bidders,Sunil Kumar Behera,12-Jan-2026 12:49 PM,technical_557180.pdf,Odisha Tourism Devl. Corp.,2025_OTDC_119830_1,BP I/20/2025-26 Dt. 03.10.2025,Development of Jayadev Pitha Kenduli Part B,1.0,3177747.0,ASWINI SENAPATI,INR,"43,951,344.294",S.K. Behera,Internal,"S. K. JENA, A. S. SWAIN, D. MALLIK",Sunil Kumar Behera,12-Jan-2026 12:55 PM,12-Jan-2026 01:00 PM,techsummary_557180.pdf (12014.80 KB),1.0,Development of Jayadev Pitha Kenduli Part B,REVOKE,18-Dec-2025 08:18 PM,Revoke.pdf ,75.22,Technical Opening,AOC,"5,17,014",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,DTCN,20-Oct-2025 09:00 AM,04-Nov-2025 11:30 AM,20-Oct-2025 09:00 AM,03-Nov-2025 05:00 PM,NA ,NA ,20-Oct-2025 09:00 AM,03-Nov-2025 05:00 PM,12-Jan-2026 01:00 PM,Odisha Tourism Devl. Corp.,BP I/20/2025-26 Dt. 03.10.2025,2025_OTDC_119830_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Development of Jayadev Pitha Kenduli Part B,Development of Jayadev Pitha Kenduli Part B,As per DTCN ,NA ,"5,17,01,381",Civil Works - Others,NA ,Tender,180.0,450.0,"Kenduli, Bhubaneswar",752060.0,NA ,NA ,NA ,"Superintending Engineer, O.T.D.C. Ltd., Bhubaneswa",No ,No,"10,000","1,800",Nil,Nil,No,1.0,ICICI BANK,"Superintending Engineer, O.T.D.C. Ltd., Bhubaneswa","O/o the Superintending Engineer, O.T.D.C. Ltd., Bhubaneswa",AOC
,,,,,,,,,,,,,,,,,,,2,3177414,ASISH KUMAR MOHANTY,03-Nov-2025 03:37 PM,Rejected-Technical,Not fulfilled eligibility criteria,12-Jan-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC
,,,,,,,,,,,,,,,,,,,3,3177747,ASWINI SENAPATI,03-Nov-2025 03:41 PM,Accepted-AOC,SUCESSFUL BIDDER,03-Feb-2026 08:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3176151,DAD CONSTRUCTION PRIVATE LIMITED,03-Nov-2025 04:07 PM,Rejected-Technical,Not Fulfilled eligibility criteria,12-Jan-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3178101,Nitish Biswal,03-Nov-2025 04:29 PM,Rejected-Technical,Not Fulfilled eligibility criteria,12-Jan-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3169323,PRASANA KUMAR SAHOO,31-Oct-2025 11:39 AM,Rejected-AOC,UNSUCESSFUL BIDDER,03-Feb-2026 08:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3172718,SANDEEP NAYAK,03-Nov-2025 02:05 PM,Rejected-Technical,Not Fulfilled eligibility criteria,12-Jan-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3174516,SHREENIBAS PRADHAN,03-Nov-2025 03:26 PM,Rejected-Technical,Not Fulfilled eligibility criteria,12-Jan-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3177157,SMRUTI RANJAN BAL,03-Nov-2025 01:09 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSTEM,16-Jan-2026 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3176309,TRUPTI RANJAN DASH,03-Nov-2025 11:14 AM,Rejected-Technical,Not Fulfilled eligibility criteria,12-Jan-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
