Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"AFFIDAVIT, REGISTRATION CERTIFICATE, PAN CARD, GSTIN AND OTHER DOCUMENT AS PER DTCN","S.E. M.I. Division, Deogarh","O/o S.E. M.I. Division, Deogarh","6,000",0.0,Nil,Nil,No,Construction of Masinta Check Dam over Local Nalla Near village Masinta in Barkote Block of Deogarh District under Maty Scheme,Construction of Masinta Check Dam over Local Nalla Near village Masinta in Barkote Block of Deogarh District under Maty Scheme,C AND D CLASS CONTRACTOR ,NA ,"19,97,190",Civil Works - Others,CHECK DAM ,Tender,90.0,120.0,Deogarh,768119.0,NA ,NA ,NA ,"O/o S.E. M.I. Division, Deogarh",No ,No,1.0,ICICI BANK,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE M.I. Division Keonjhar","SE,MID,DGR /05 / 2025-26",2025_CEMIB_123671_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,26-Dec-2025 10:00 AM,06-Jan-2026 11:00 AM,26-Dec-2025 10:00 AM,05-Jan-2026 05:00 PM,26-Dec-2025 10:00 AM ,05-Jan-2026 05:00 PM ,26-Dec-2025 10:00 AM,05-Jan-2026 05:00 PM,"19,980",Yes,fixed,,Nil,Nil,AOC,"SE MI Division, Keonjhar",Internal,,Rashmi Rekha Chattar,27-Feb-2026 07:29 PM,finsummary_572888.pdf (567.49 KB),"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE M.I. Division Keonjhar",2025_CEMIB_123671_1,"SE,MID,DGR /05 / 2025-26",Construction of Masinta Check Dam over Local Nalla Near village Masinta in Barkote Block of Deogarh District under Maty Scheme,1.0,3344081.0,LALIT MITRA,INR,"1,697,810.91",Finance,15 nos of file,Dharitri Patel,15-Jan-2026 03:28 PM,finance_572888.pdf,BOQ Comparative Chart,27-Feb-2026,"INR 1,697,810.91",120.0,Rashmi Rekha Chattar,27-Feb-2026 07:33 PM,Masinta.pdf (567.00 KB),1,3345437,ANIL KUMAR SAHU,05-Jan-2026 03:23 PM,Rejected-AOC,Dis Qualified,27-Feb-2026 07:33 PM,"SE MI Division, Deogarh",Internal,,Rashmi Rekha Chattar,27-Feb-2026 07:24 PM,techsummary_572888.pdf (567.49 KB),AOC
,,.xls,BILL OF QNTY,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3343443,BHAGABANA PRADHAN,03-Jan-2026 03:26 PM,Rejected-AOC,Dis Qualified,27-Feb-2026 07:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3341398,KHAGESWAR SAHU,31-Dec-2025 04:27 PM,Rejected-AOC,Dis Qualified,27-Feb-2026 07:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3344081,LALIT MITRA,04-Jan-2026 05:06 PM,Accepted-AOC,Qualified,27-Feb-2026 07:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3342992,LINANJALI PRADHAN,03-Jan-2026 07:46 AM,Rejected-AOC,Dis Qualified,27-Feb-2026 07:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3341412,Lokanath sahu,31-Dec-2025 04:39 PM,Rejected-AOC,Dis Qualified,27-Feb-2026 07:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3343260,Manoj Kumar Patel,04-Jan-2026 01:39 PM,Rejected-AOC,Dis Qualified,27-Feb-2026 07:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3345285,RANJIT KUMAR PRADHAN,05-Jan-2026 02:16 PM,Rejected-AOC,Dis Qualified,27-Feb-2026 07:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3345657,RASHMI BISWAL,05-Jan-2026 04:41 PM,Rejected-AOC,Dis Qualified,27-Feb-2026 07:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3344983,Rupananda Sahu,05-Jan-2026 12:56 PM,Rejected-AOC,Dis Qualified,27-Feb-2026 07:33 PM,,,,,,,AOC
