Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"10,000",0.0,Nil,Nil,No,"88,620",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,TCN,1.0,ICICI BANK,Improvement to Canal Embankment road from RD 1860 mtr. to RD 4010 mtr. of left main canal of Hatianalla MIP in Laikera block of Jharsuguda district under CAPEX road scheme 2025-26.,Improvement to Canal Embankment road from RD 1860 mtr. to RD 4010 mtr. of left main canal of Hatianalla MIP in Laikera block of Jharsuguda district under CAPEX road scheme 2025-26.,Please refer Tender documents. ,NA ,"88,62,000",Civil Works - Others,NA ,Tender,90.0,90.0,Jharsuguda,768202.0,NA ,NA ,NA ,Jharsuguda,No ,No,Superintending Engineer,"O/o the Superintending Engineer,M.I. Division, Jharsuguda",10-Dec-2025 10:00 AM,19-Dec-2025 10:00 AM,10-Dec-2025 10:00 AM,18-Dec-2025 05:30 PM,10-Dec-2025 10:00 AM ,17-Dec-2025 05:30 PM ,10-Dec-2025 10:00 AM,18-Dec-2025 05:30 PM,20-Dec-2025 01:15 PM,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||EE M.I. Division Jharsuguda",TCN-10/2025-26,2025_CEMIB_122802_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Technical,all documents are furnished,DEBADATTA DAS,20-Dec-2025 01:07 PM,,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||EE M.I. Division Jharsuguda",2025_CEMIB_122802_4,TCN-10/2025-26,Improvement to Canal Embankment road from RD 1860 mtr. to RD 4010 mtr. of left main canal of Hatianalla MIP in Laikera block of Jharsuguda district under CAPEX road scheme 2025-26.,superintending engineer,Internal,,DEBADATTA DAS,02-Feb-2026 12:48 PM,finsummary_570759.pdf (1366.70 KB),1.0,3309489.0,RAJESH KUMAR MISHRA,INR,"7,533,221",1,3310632,KAMALJIT PATEL,17-Dec-2025 12:25 PM,Rejected-AOC,rejected,02-Feb-2026 12:59 PM,02-Feb-2026,"INR 7,533,221",90.0,DEBADATTA DAS,02-Feb-2026 12:59 PM,WO.pdf (1121.00 KB),superintending engineer,Internal,,DEBADATTA DAS,20-Dec-2025 01:12 PM,20-Dec-2025 01:15 PM,techsummary_570759.pdf (764.20 KB),Finance,all documents are furnished,DEBADATTA DAS,02-Feb-2026 12:46 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,2.0,Finance,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3312674,NEHA BHATTACHARYA,17-Dec-2025 09:28 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,20-Dec-2025 01:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3311004,POULASTI PATEL,17-Dec-2025 01:59 PM,Rejected-AOC,rejected,02-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3309489,RAJESH KUMAR MISHRA,17-Dec-2025 02:21 PM,Accepted-AOC,accepted,02-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,AOC
