S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
1.0,3357865.0,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",INR,"490,459.46",Finance,Accepted for further evaluation process,DASARATHA HEMBRAM,20-Jan-2026 01:34 PM,finance_574746.pdf,BOQ Comparative Chart,"Er. Dasaratha Hembram ,Superintending Engineer",Internal,,DASARATHA HEMBRAM,12-Feb-2026 01:11 PM,finsummary_574746.pdf (559.99 KB),"Chief Engineer Mech - WR Bhubaneswar||SE, Mechanical, MIP, Hirakud||EE, Stores and Mech Divn, Hirakud",2026_CEMWR_124286_1,SE/MDH/24(02)/2025-26,"Fabrication, Supply and Erection of 2Nos. Scouring Sluice Gates and its accessories of Ghuguriberna Check Dam in Kirmira Block under Minor Irrigation Division, Jharsuguda for the Year 2025-26","Er. Dasaratha Hembram ,Superintending Engineer",Internal,"Dasaratha Hembram,SEM, Abhaya Panigrahi AEEM,Ravi Singh,DA,S Kerketta JEM",DASARATHA HEMBRAM,20-Jan-2026 02:08 PM,techsummary_574746.pdf (560.00 KB),12-Feb-2026,"INR 490,459.46",30.0,DASARATHA HEMBRAM,12-Feb-2026 03:12 PM,TCN2.pdf (2195.00 KB),1,3354552,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",14-Jan-2026 10:02 PM,Rejected-AOC,Not Qualify in lottery process,12-Feb-2026 03:12 PM,AOC,"O/o Superintending Engineer Mech Divn,Hirakud","O/o Superintending Engineer Mech Divn,Hirakud","Chief Engineer Mech - WR Bhubaneswar||SE, Mechanical, MIP, Hirakud||EE, Stores and Mech Divn, Hirakud",SE/MDH/24(02)/2025-26,2026_CEMWR_124286_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GST,PAN,EPF,ESI AND ALL OTHER DOCUMENTS AS PER DTCN","Fabrication, Supply and Erection of 2Nos. Scouring Sluice Gates and its accessories of Ghuguriberna Check Dam in Kirmira Block under Minor Irrigation Division, Jharsuguda for the Year 2025-26","Fabrication, Supply and Erection of 2Nos. Scouring Sluice Gates and its accessories of Ghuguriberna Check Dam in Kirmira Block under Minor Irrigation Division, Jharsuguda for the Year 2025-26",Please refer Tender documents. ,NA ,"5,76,944",Mechanical Works,NA ,Tender,90.0,NA ,Kirmira,768220.0,NA ,NA ,NA ,"O/o Superintending Engineer Mech Divn,Hirakud",No ,No,"4,000",0.0,Nil,Nil,No,"5,800",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,08-Jan-2026 10:00 AM,19-Jan-2026 11:00 AM,08-Jan-2026 10:00 AM,17-Jan-2026 05:30 PM,08-Jan-2026 10:00 AM ,17-Jan-2026 05:30 PM ,08-Jan-2026 10:00 AM,17-Jan-2026 05:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3353302,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,17-Jan-2026 09:52 AM,Rejected-AOC,Not Qualify in lottery process,12-Feb-2026 03:12 PM,AOC,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3353296,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,17-Jan-2026 09:49 AM,Rejected-AOC,Not Qualify in lottery process,12-Feb-2026 03:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3357912,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,16-Jan-2026 08:53 PM,Rejected-AOC,Not Qualify in lottery process,12-Feb-2026 03:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3357865,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",16-Jan-2026 07:47 PM,Accepted-AOC,1st lowest bidder in lottery process,12-Feb-2026 03:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3353307,SPS INDUSTRY,16-Jan-2026 11:30 AM,Rejected-AOC,Not Qualify in lottery process,12-Feb-2026 03:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3353311,SUSHIL KUMAR DAS,16-Jan-2026 11:25 AM,Rejected-AOC,Not Qualify in lottery process,12-Feb-2026 03:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
