Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
20-Sep-2025 11:00 AM,08-Oct-2025 12:30 PM,20-Sep-2025 11:00 AM,04-Oct-2025 05:00 PM,20-Sep-2025 11:00 AM ,25-Sep-2025 05:00 PM ,20-Sep-2025 11:00 AM,04-Oct-2025 05:00 PM,17-Nov-2025 11:30 AM,1.0,ICICI BANK,Construction of Underground Sewerage System for Town Planning Scheme (TP-4) under Jurisdiction of Bhubaneswar Development Authority (BDA) including Operation and Maintenance for a Period of Five Years,Construction of Underground Sewerage System for Town Planning Scheme (TP-4) under Jurisdiction of Bhubaneswar Development Authority (BDA) including Operation and Maintenance for a Period of Five Years,Please refer Tender documents. ,NA ,"46,14,40,000",Civil Works - Water Works,NA ,Tender,120.0,547.0,Bhubaneswar,751007.0,NA ,NA ,NA ,Bhubaneswar,No ,No,"11,800",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits as per DTCN","46,14,000",Yes,fixed,,Nil,Nil,Managing Director,"The Managing Director, WATCO Ground Floor, Unnati Bhawan, Satyanagar, Bhubaneswar-751007, Odisha, India (0674) 2571444",WATCO Bhubaneswar,WATCO (W)-18(02)/2025-26 Dtd.15.09.2025,2025_WATCO_118152_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,WATCO Bhubaneswar,2025_WATCO_118152_1,WATCO (W)-18(02)/2025-26 Dtd.15.09.2025,Construction of Underground Sewerage System for Town Planning Scheme (TP-4) under Jurisdiction of Bhubaneswar Development Authority (BDA) including Operation and Maintenance for a Period of Five Years,Technical,Seven no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Debabrata Mohanty,08-Oct-2025 01:21 PM,,Managing Director,Internal,,JAYALAXMI BISWAL,17-Feb-2026 01:00 PM,finsummary_552864.pdf (694.96 KB),1.0,3109481.0,AYYAPPA INFRA PROJECTS PVT LTD,INR,"392,270,121",1,3109481,AYYAPPA INFRA PROJECTS PVT LTD,04-Oct-2025 04:25 PM,Accepted-AOC,Lowest bidder in Lottery,17-Feb-2026 01:07 PM,17-Feb-2026,"INR 392,270,121",547.0,JAYALAXMI BISWAL,17-Feb-2026 01:07 PM,AOC.pdf (451.00 KB),Managing Director,Internal,,JAYALAXMI BISWAL,14-Nov-2025 06:04 PM,17-Nov-2025 11:30 AM,techsummary_552864.pdf (3067.76 KB),Finance,Five no financial bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Debabrata Mohanty,17-Nov-2025 12:18 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3108941,EAGLE INFRA INDIA LTD,04-Oct-2025 04:25 PM,Rejected-AOC,Not a lowest bidder,17-Feb-2026 01:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3105223,Genius Infra Engineering Pvt. Ltd.,04-Oct-2025 02:54 PM,Rejected-AOC,Not a lowest bidder,17-Feb-2026 01:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3106723,LNA Infraprojects Pvt Ltd,04-Oct-2025 11:12 AM,Rejected-AOC,Not a lowest bidder,17-Feb-2026 01:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3106273,MOKVIS ENGINEERING PVT LTD,02-Oct-2025 10:26 PM,Rejected-Technical,Technically disqualified,14-Nov-2025 06:04 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3104808,S.N.L. & CO.,04-Oct-2025 04:34 PM,Rejected-Technical,Technically disqualified,14-Nov-2025 06:04 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3104652,Universal MEP Projects & Engineering Services Limited,04-Oct-2025 01:57 PM,Rejected-AOC,Not a lowest bidder,17-Feb-2026 01:07 PM,,,,,,,,,,,,,,,,,,,,AOC
