Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
EIC Civil cum Roads Odisha,Internal,,Pradipta Kumar Nayak,25-Nov-2025 07:14 PM,29-Nov-2025 11:00 AM,techsummary_552064.pdf (357.71 KB),Finance,Opening,Pradipta Kumar Nayak,29-Nov-2025 01:09 PM,,BOQ Comparative Chart,1,3100370,ACP CONSTRUCTION,25-Sep-2025 04:10 PM,Rejected-AOC,L1 bidder,12-Feb-2026 02:16 PM,12-Feb-2026,"INR 424,971,742",699.0,Pradipta Kumar Nayak,12-Feb-2026 02:16 PM,SNKUBM6085_Work_Order.pdf (1051.00 KB),2141 P1 of 2025-26/ CE,1.0,3083426.0,M S H M CONSTRUCTION,INR,"424,971,742",Technical,Opening,Bijaya Laxmi Panda,26-Sep-2025 12:54 PM,,EIC-CIVIL,2025_EICCL_117887_3,CE-ROADS-I-12/2025-26,Improvement of Sergarh- Nilagiri-Kaptipada- Udala- Baripada- Medinpur Border road (SH-19) from 60/000 km to 85/000 km in the district of Mayurbhanj under State Plan,CE Roads-I Odisha,Internal,,Pradipta Kumar Nayak,12-Feb-2026 02:10 PM,finsummary_552064.pdf (1050.82 KB),AOC,1.0,ICICI BANK,10-Sep-2025 06:30 PM,26-Sep-2025 11:30 AM,10-Sep-2025 06:30 PM,25-Sep-2025 05:30 PM,NA ,NA ,10-Sep-2025 06:30 PM,25-Sep-2025 05:30 PM,29-Nov-2025 11:00 AM,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost and EMD, GSTIN, PAN, RC and Affidavit",EIC-CIVIL,CE-ROADS-I-12/2025-26,2025_EICCL_117887_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Chief Engineer, Roads-I, Odisha","O/o the E.I.C (Civil-Cum-Roads), Odisha, Nirman Soudha, New Building, Unit-V, Bhubaneswar","49,99,000",Yes,fixed,,Nil,Nil,Improvement of Sergarh- Nilagiri-Kaptipada- Udala- Baripada- Medinpur Border road (SH-19) from 60/000 km to 85/000 km in the district of Mayurbhanj under State Plan,Improvement of Sergarh- Nilagiri-Kaptipada- Udala- Baripada- Medinpur Border road (SH-19) from 60/000 km to 85/000 km in the district of Mayurbhanj under State Plan,Please refer Tender documents. ,NA ,"49,99,07,943",Civil Works - Roads,NA ,Tender,90.0,699.0,Mayurbhanj Division,751001.0,NA ,NA ,NA ,"O/o the E.I.C (Civil-Cum-Roads), Odisha",No ,No,AOC
,,,,,,,,,,,,,2,3095784,B.C.BHUYAN CONSTRUCTION PVT LTD,24-Sep-2025 04:38 PM,Rejected-AOC,L1 bidder,12-Feb-2026 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,Machineries and work experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3093964,B DAS AND ASSOCIATES PRIVATE LIMITED,25-Sep-2025 01:56 PM,Rejected-AOC,L1 bidder,12-Feb-2026 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3097367,BKD INFRASTRUCTURE PRIVATE LIMITED,25-Sep-2025 04:26 PM,Rejected-AOC,L1 bidder,12-Feb-2026 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3094189,IRON TRAINGLE LIMITED,25-Sep-2025 12:46 PM,Rejected-AOC,L1 bidder,12-Feb-2026 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3081655,MACKINTOSH BURN LIMITED,23-Sep-2025 03:42 PM,Rejected-AOC,L1 bidder,12-Feb-2026 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3098146,MESSERS BIRAJA CONSTRUCTION,24-Sep-2025 05:56 PM,Rejected-AOC,L1 bidder,12-Feb-2026 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3097559,M/S BIG BUILD INFRASTRUCTURE & CO,25-Sep-2025 12:29 PM,Rejected-AOC,L1 bidder,12-Feb-2026 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3083426,M S H M CONSTRUCTION,18-Sep-2025 10:22 AM,Accepted-AOC,Selected as L1 bidder,12-Feb-2026 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3098040,M/S KAMALAKANTA PANDA,24-Sep-2025 07:47 PM,Rejected-AOC,L1 bidder,12-Feb-2026 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,3092341,M/S SANTOSH KUMAR KHANDELWAL,25-Sep-2025 04:02 PM,Rejected-AOC,L1 bidder,12-Feb-2026 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,12,3094954,M/s Sri Durga Condev Private Limited,25-Sep-2025 04:56 PM,Rejected-AOC,L1 bidder,12-Feb-2026 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,13,3087683,NABA KUMAR BHUNIA,24-Sep-2025 09:06 PM,Rejected-AOC,L1 bidder,12-Feb-2026 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,14,3100208,Pruthwiraj Patra,25-Sep-2025 02:23 PM,Rejected-AOC,L1 bidder,12-Feb-2026 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,15,3096606,Rakesh Agarwalla,24-Sep-2025 09:45 PM,Rejected-AOC,L1 bidder,12-Feb-2026 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,16,3099667,ROUT INFRASTRUCTURE PRIVATE LIMITED,25-Sep-2025 01:43 PM,Rejected-AOC,L1 bidder,12-Feb-2026 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,17,3090756,SATENDRA PRASAD,25-Sep-2025 09:58 AM,Rejected-AOC,L1 bidder,12-Feb-2026 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,18,3096221,SBB CONSTRUCTIONS PVT LTD,25-Sep-2025 07:45 AM,Rejected-AOC,L1 bidder,12-Feb-2026 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,19,3098462,Shivam Condev Private Limited,25-Sep-2025 10:28 AM,Rejected-AOC,L1 bidder,12-Feb-2026 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,20,3099802,Sri Sanjay Kumar Agrawalla,25-Sep-2025 03:58 PM,Rejected-AOC,L1 bidder,12-Feb-2026 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
