Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Stage
Finance,bid opened,Debarsi Naik,13-Jan-2026 07:55 PM,finance_574586.pdf,BOQ Comparative Chart,1.0,3351280.0,NARESH BEHERA,INR,"3,709,157",CE RW I||RWCIRCLE-SAMBALPUR||RW Division Kuchinda,2026_CERWI_124226_1,Online Tender-11 RWD Kuchinda 2025-26,Periodical Renewal work of five years completed PMGSY Post DLP Road NH-6 to Haldibahal under State Budget in the District of Sambalpur for the year 2025-26.,Superintending Engineer,Internal,"Divisional Accounts Officer, JE Estimator",Debarsi Naik,20-Jan-2026 06:42 PM,finsummary_574586.pdf (1204.43 KB),Superintending Engineer,Internal,"Divisional Accounts Officer, JE Estimator",Debarsi Naik,20-Jan-2026 06:36 PM,techsummary_574586.pdf (396.39 KB),1,3350438,GURSIMRAN SALUJA,10-Jan-2026 05:48 PM,Rejected-AOC,Reject,17-Feb-2026 01:09 PM,31-Jan-2026,"INR 3,709,157",60.0,Debarsi Naik,17-Feb-2026 01:09 PM,img856.pdf (265.00 KB),AOC,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Tender Paper, GSTIN, PAN, RC, Licence, Affidavit, etc. as per DTCN",Periodical Renewal work of five years completed PMGSY Post DLP Road NH-6 to Haldibahal under State Budget in the District of Sambalpur for the year 2025-26.,Periodical Renewal work of five years completed PMGSY Post DLP Road NH-6 to Haldibahal under State Budget in the District of Sambalpur for the year 2025-26.,NA ,NA ,"43,63,201",Civil Works - Roads,NA ,Tender,90.0,60.0,Kuchinda,768222.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, KUCHINDA",No ,No,CE RW I||RWCIRCLE-SAMBALPUR||RW Division Kuchinda,Online Tender-11 RWD Kuchinda 2025-26,2026_CERWI_124226_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,05-Jan-2026 06:00 PM,13-Jan-2026 11:00 AM,05-Jan-2026 06:00 PM,12-Jan-2026 05:00 PM,05-Jan-2026 06:00 PM ,09-Jan-2026 05:00 PM ,05-Jan-2026 06:00 PM,12-Jan-2026 05:00 PM,"6,000",0.0,Nil,Nil,No,"43,632",Yes,percentage,1.0%,Nil,Nil,1,ICICI BANK,Superintending Engineer,"Rural Works Division, Kuchinda",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3351280,NARESH BEHERA,12-Jan-2026 11:36 AM,Accepted-AOC,Accept through Transparent Lottery System,17-Feb-2026 01:09 PM,,,,,,,,AOC,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,AOC
