Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Superintending Engineer,Internal,"Superintending Engineer, Assistant Executive Engineer (Estimator), Divisional Accounts Officer and Assistant Engineer (Estimator)",JAGANNATH MALLIK,15-Jan-2026 03:40 PM,16-Jan-2026 11:00 AM,techsummary_572787.pdf (1325.49 KB),Finance,"The Financial bid has been opened for the tender ID 2025_CEMIB_123638_2. 29 Nos. of bidders found for the work. After verification of all financial Bids, qualified bidders moved to further tender process.",JAGANNATH MALLIK,16-Jan-2026 03:38 PM,finance_572787.pdf,BOQ Comparative Chart,19-Feb-2026,"INR 6,964,797.39",90.0,JAGANNATH MALLIK,19-Feb-2026 08:20 PM,karanjanalla.PDF (161.00 KB),Successful bidder in the Transparent Lottery. Deposited APSD and EMD and ISD Amounts,1,3346736,AJIT KUMAR BEHERA,06-Jan-2026 03:53 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:20 PM,1.0,3346613.0,CH SUBASH CHANDRA PATRO,INR,"6,964,797.39","CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Rayagada",2025_CEMIB_123638_2,SEMIDRGD-05/2025-26,Construction of Canal lining of Main Canal from RD3270m to 4320m and Right Branch Canal of Main Canal from RD435m to 1477.40m of Karanjanalla MIP in Muniguda Block of Rayagada District under Special Central Assistance to State (CAPEX Lining) 2025-26,Technical,"The Technical bid has been opened for the tender ID 2025_CEMIB_123638_2. 29 Nos. of bidders found for the work. After verification of all Technical Bids, qualified bidders moved to further tender process.",JAGANNATH MALLIK,11-Jan-2026 01:23 PM,,Superintending Engineer,Internal,"Superintending Engineer, Asst. Executive Engineer (Estimator), Divisional Accounts Officer and Assistant Engineer (Estimator)",JAGANNATH MALLIK,19-Feb-2026 04:30 PM,finsummary_572787.pdf (1059.70 KB),AOC,"S.E, M.I Division, Rayagada","O/o S.E, M.I Division, Rayagada","10,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Rayagada",SEMIDRGD-05/2025-26,2025_CEMIB_123638_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,DTCN,23-Dec-2025 10:00 AM,07-Jan-2026 11:00 AM,23-Dec-2025 10:00 AM,06-Jan-2026 05:00 PM,23-Dec-2025 10:00 AM ,06-Jan-2026 05:00 PM ,23-Dec-2025 10:00 AM,06-Jan-2026 05:00 PM,16-Jan-2026 11:00 AM,1.0,ICICI BANK,"82,000",Yes,fixed,,Nil,Nil,Construction of Canal lining of Main Canal from RD3270m to 4320m and Right Branch Canal of Main Canal from RD435m to 1477.40m of Karanjanalla MIP in Muniguda Block of Rayagada District under Special Central Assistance to State (CAPEX Lining) 2025-26,Construction of Canal lining of Main Canal from RD3270m to 4320m and Right Branch Canal of Main Canal from RD435m to 1477.40m of Karanjanalla MIP in Muniguda Block of Rayagada District under Special Central Assistance to State (CAPEX Lining) 2025-26,Please refer Tender documents. ,NA ,"81,92,915",Civil Works - Others,NA ,Tender,90.0,90.0,Rayagada,765001.0,NA ,NA ,NA ,"O/o S.E, M.I Division, Rayagada",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,2,3346836,Akhyaya Kumar Sahu,06-Jan-2026 03:51 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:20 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIT,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,3346634,AMIT KUMAR AGRAWAL,06-Jan-2026 04:14 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:20 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,RC PAN GSTIN Affidavit regarding Authenticity No Relation and litigation debarring certificate etc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3342304,ARUN KUMAR NAYAK,04-Jan-2026 06:19 AM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:20 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3346623,ASWINI KUMAR SAHU,06-Jan-2026 03:44 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:20 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3346619,BADAL KUMAR MADALA,06-Jan-2026 01:45 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:20 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3346252,CHANDRA SEKHAR SAHUKAR,06-Jan-2026 10:12 AM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:20 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3339231,CHINMAY NAYAK,30-Dec-2025 09:10 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:20 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3346613,CH SUBASH CHANDRA PATRO,06-Jan-2026 03:36 PM,Accepted-AOC,Successful bidder in the Transparent Lottery. Deposited APSD and EMD and ISD Amounts,19-Feb-2026 08:20 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3346387,GITANJALI PADHAN,06-Jan-2026 03:14 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:20 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
