Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
EXECUTIVE OFFICER NAC DASPALLA,NAC OFFICE DASPALLA,1.0,Fee/PreQual/Technical/Finance,.xls,boq,Municipal Bodies||Daspalla NAC,NAC-Daspalla/02/2025-26,2025_ORULB_121286_44,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Boundary Wall at Madana Mohan Jew Community Hall in Ward No.16 of NAC Daspalla,Construction of Boundary Wall at Madana Mohan Jew Community Hall in Ward No.16 of NAC Daspalla,Please refer Tender documents. ,NA ,"5,50,848",Civil Works - Roads,NA ,Tender,180.0,90.0,DASPALLA,752084.0,NA ,NA ,NA ,NAC OFFICE DASPALLA,No ,No,"5,508",Yes,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,21-Nov-2025 09:00 AM,05-Dec-2025 11:00 AM,21-Nov-2025 11:00 AM,03-Dec-2025 05:00 PM,NA ,NA ,21-Nov-2025 11:00 AM,03-Dec-2025 05:00 PM,AOC,"Chairperson,Daspalla NAC",Internal,,AVINASH MOHANTY,02-Feb-2026 03:40 PM,finsummary_565109.pdf (1671.69 KB),"Chairperson,Daspalla NAC",Internal,,AVINASH MOHANTY,02-Feb-2026 11:03 AM,techsummary_565109.pdf (1671.69 KB),11-Feb-2026,"INR 468,276",90.0,AVINASH MOHANTY,16-Feb-2026 03:35 PM,44WORK49.pdf (570.00 KB),1,3273733,CHITTA RANJAN MOHANTY,03-Dec-2025 03:17 PM,Rejected-AOC,as per lottery,16-Feb-2026 03:36 PM,Municipal Bodies||Daspalla NAC,2025_ORULB_121286_44,NAC-Daspalla/02/2025-26,Construction of Boundary Wall at Madana Mohan Jew Community Hall in Ward No.16 of NAC Daspalla,1.0,3267987.0,SAKTI PRASAD BEHERA,INR,"468,276",Finance,ok,AVINASH MOHANTY,01-Feb-2026 12:48 PM,,BOQ Comparative Chart,AOC
,,,,.pdf,All tender Documents.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3268789,DUHKHA BEHERA,03-Dec-2025 04:57 PM,Rejected-AOC,as per lottery,16-Feb-2026 03:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3274689,DUKHISHYAMA MOHANTY,03-Dec-2025 01:35 PM,Rejected-AOC,as per lottery,16-Feb-2026 03:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3274218,FIROZ KHAN,03-Dec-2025 01:51 PM,Rejected-AOC,as per lottery,16-Feb-2026 03:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3273763,KALYANI BEHERA,03-Dec-2025 04:15 PM,Rejected-AOC,as per lottery,16-Feb-2026 03:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3273885,MAKABULU KHAN,03-Dec-2025 01:47 PM,Rejected-AOC,as per lottery,16-Feb-2026 03:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3273409,PRAKASH MOHAPATRA,03-Dec-2025 03:03 AM,Rejected-AOC,as per lottery,16-Feb-2026 03:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3273453,RAJESH KUMAR PRADHAN,03-Dec-2025 12:38 PM,Rejected-AOC,as per lottery,16-Feb-2026 03:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3267987,SAKTI PRASAD BEHERA,03-Dec-2025 02:27 PM,Accepted-AOC,as per lottery,16-Feb-2026 03:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3273069,SAROJ KUMAR SAHOO,03-Dec-2025 07:13 AM,Rejected-AOC,as per lottery,16-Feb-2026 03:36 PM,,,,,,,,,,,,,,,,AOC
