Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
"S.E.R.W.Division-II,Balasore",Internal,,Amir Kumar Sethy,18-Feb-2026 06:29 PM,techsummary_559340.pdf (213.32 KB),19-Feb-2026,"INR 2,493,860.1",180.0,Amir Kumar Sethy,19-Feb-2026 04:22 PM,3dbagudiAOC.pdf (421.00 KB),1,3192066,Ajaya Kanta Mishra,07-Nov-2025 08:23 AM,Rejected-AOC,Rejected,19-Feb-2026 04:22 PM,1.0,3186495.0,SMITA SANDHYA MALLICK,INR,"2,493,860.1",Finance,All documents are download and go to next process,Sujata Behera,12-Dec-2025 12:23 PM,,BOQ Comparative Chart,"S.E.R.W.Division-II,Balasore",Internal,,Amir Kumar Sethy,19-Feb-2026 01:24 PM,finsummary_559340.pdf (418.92 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2025_CERWI_120225_3,E-TCN No.07 of 2025-26,New Construction of 1 no D Type Qtr at Bagudi PHC under Soro Block in the District of Balasore for the year 2025-26,AOC,New Construction of 1 no D Type Qtr at Bagudi PHC under Soro Block in the District of Balasore for the year 2025-26,New Construction of 1 no D Type Qtr at Bagudi PHC under Soro Block in the District of Balasore for the year 2025-26,Please refer Tender documents. ,NA ,"29,33,608",Civil Works - Buildings,NA ,Tender,90.0,180.0,Balasore,756001.0,NA ,NA ,NA ,"Office of the S.E,R.W.Division-II, Balasore",No ,No,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,E-TCN No.07 of 2025-26,2025_CERWI_120225_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"S.E,R.W.Division-II,Balasore","Office of the S.E,R.W.Division-II, Balasore",1.0,Fee/PreQual/Technical/Finance,.pdf,"T.P Cost, EMD Online, RC, PAN, Valid GSTIN, Affidavit, No relation certificate and other as per DTCN",1.0,ICICI BANK,28-Oct-2025 05:00 PM,10-Nov-2025 11:00 AM,28-Oct-2025 05:00 PM,07-Nov-2025 05:00 PM,28-Oct-2025 05:00 PM ,07-Nov-2025 03:00 PM ,28-Oct-2025 05:00 PM,07-Nov-2025 05:00 PM,"29,336",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,2,3190853,ARADHYA CONSTRUCTIONS (PROP.BIJAY KUMAR BEHERA),06-Nov-2025 07:34 PM,Rejected-AOC,Rejected,19-Feb-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3192724,BASANTA KUMAR MAHARANA,07-Nov-2025 11:39 AM,Rejected-AOC,Rejected,19-Feb-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3192727,BASUDEV NAYAK,07-Nov-2025 12:28 PM,Rejected-AOC,Rejected,19-Feb-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3188418,JADU SINGH,06-Nov-2025 12:48 PM,Rejected-AOC,Rejected,19-Feb-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3179658,KRUSNA CHANDRA SINGH,04-Nov-2025 10:53 AM,Rejected-AOC,Rejected,19-Feb-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3172455,MAHASWETA MALIK,01-Nov-2025 05:04 PM,Rejected-AOC,Rejected,19-Feb-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3187877,MALATI NAYAK,07-Nov-2025 01:59 PM,Rejected-AOC,Rejected,19-Feb-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3193009,MANOJ KUMAR SHAW,07-Nov-2025 12:36 PM,Rejected-AOC,Rejected,19-Feb-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3190385,MONALI PRAVA MUNDA,07-Nov-2025 04:40 PM,Rejected-AOC,Rejected,19-Feb-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
