Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"10,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Balangir",05/BGR/2025-26,2025_CEMIB_122431_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Valid RC, valid GST, Valid PAN, Affidavit, NRC, Tender Cost, EMD, any other documents as per DTCN","SE, M.I. Division,Balangir","O/o the SE, M.I. Division,Balangir",03-Dec-2025 10:00 AM,15-Dec-2025 10:00 AM,03-Dec-2025 10:00 AM,12-Dec-2025 05:00 PM,NA ,NA ,03-Dec-2025 10:00 AM,12-Dec-2025 05:00 PM,18-Dec-2025 06:05 PM,"69,900",Yes,fixed,,Nil,Nil,Construction of Umria Check Dam in Puintala Block of Balangir District under the scheme MATY 3.0 for the year 2025-26,Construction of Umria Check Dam in Puintala Block of Balangir District under the scheme MATY 3.0 for the year 2025-26,Please refer Tender documents. ,NA ,"69,82,707",Civil Works - Water Works,NA ,Tender,90.0,120.0,puintala,767071.0,NA ,NA ,NA ,"O/o the SE, M.I. Division,Balangir",No ,No,1.0,ICICI BANK,AOC,"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Balangir",2025_CEMIB_122431_7,05/BGR/2025-26,Construction of Umria Check Dam in Puintala Block of Balangir District under the scheme MATY 3.0 for the year 2025-26,Technical,RN SETHI,Rabindranath Sethi,18-Dec-2025 05:57 PM,technical_568858.pdf,RN SETHI,Internal,,Rabindranath Sethi,06-Feb-2026 12:30 PM,finsummary_568858.pdf (347.02 KB),1.0,3296812.0,Mahesh Kumar Agrawal,INR,"7,004,479",24-Feb-2026,"INR 7,004,479",120.0,Rabindranath Sethi,24-Feb-2026 03:13 PM,Umria.pdf (211.00 KB),1,3297530,ABHIJEET MANDAL,12-Dec-2025 04:16 PM,Rejected-Finance,Rejected,06-Feb-2026 12:30 PM,RN SETHI,Internal,,Rabindranath Sethi,18-Dec-2025 06:00 PM,18-Dec-2025 06:05 PM,techsummary_568858.pdf (327.92 KB),Finance,RN SETHI,Rabindranath Sethi,06-Feb-2026 12:25 PM,finance_568858.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3297956,ABHISEK PANIGRAHI,12-Dec-2025 03:32 PM,Rejected-Finance,Rejected,06-Feb-2026 12:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3294516,AKSHYA KUMAR TRIPATHY,11-Dec-2025 09:35 AM,Rejected-Finance,Rejected,06-Feb-2026 12:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3297824,ANANDA MISHRA,12-Dec-2025 02:43 PM,Rejected-Finance,Rejected,06-Feb-2026 12:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3297440,ASHISH SINGH,12-Dec-2025 01:15 PM,Rejected-Finance,Rejected,06-Feb-2026 12:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3287367,BASU AGRAWAL,07-Dec-2025 11:05 PM,Rejected-Finance,Rejected,06-Feb-2026 12:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3295396,Bhawani Sankar Harpal,11-Dec-2025 05:21 PM,Rejected-Finance,Rejected,06-Feb-2026 12:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3296300,BIJAYA KUMBHAR,12-Dec-2025 01:53 PM,Rejected-Finance,Rejected,06-Feb-2026 12:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3291544,CHANDA KUMAR PANDA,09-Dec-2025 02:07 PM,Rejected-Finance,Rejected,06-Feb-2026 12:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3295820,CH SUBASH CHANDRA PATRO,12-Dec-2025 03:57 PM,Rejected-Finance,Rejected,06-Feb-2026 12:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3293796,DEEPANJALI BEHERA,11-Dec-2025 05:58 PM,Rejected-Finance,Rejected,06-Feb-2026 12:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3283869,GHANASHYAM SAHU,06-Dec-2025 12:19 PM,Rejected-Finance,Rejected,06-Feb-2026 12:30 PM,,,,,,,,,,,,,,AOC
