Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Both are admitted,Lalit Kumar Naik,11-Feb-2026 11:55 AM,,BOQ Comparative Chart,ACF JHARSUGUDA FOREST DIVISION,Internal,"Kulamani Pradhan, Udayanta Sahu, Alok Kumar Naik, Birendra Kumar Patel, Suresh Tarei",Manu Ashok Bhat,05-Feb-2026 12:52 PM,05-Feb-2026 12:55 PM,techsummary_576114.pdf (1141.81 KB),1,3374262,Green Solutions Pvt Ltd,30-Jan-2026 02:50 PM,Rejected-Finance,Higher bidder,11-Feb-2026 12:02 PM,17-Feb-2026,"INR 15,527,140",120.0,Manu Ashok Bhat,21-Feb-2026 11:15 AM,AOC.pdf (7338.00 KB),Award of Contract to Maa Santoshi Enterprises for Construction of Training Hall and Digital Library at Jharsuguda Forest Division Office.,1.0,3373177.0,MAA SANTOSHI ENTERPRISES,INR,"15,527,140",ACF JHARSUGUDA FOREST DIVISION,Internal,"Kulamani Pradhan, Udayanta Sahu, Birendra Kumar Patel, Alok Kumar Naik, Suresh Kumar Tarai",Lalit Kumar Naik,11-Feb-2026 12:02 PM,finsummary_576114.pdf (715.69 KB),Forest Environment and Climate Change Department||RCCF Sambalpur||DFO Jharsuguda,2026_DFOJH_124664_1,BID ID NO 11DFO/JSG-09 OF 2025-26,Construction of Training Hall and Digital Library at Jharsuguda Forest Division Office,Technical,All are Admitted,Manu Ashok Bhat,05-Feb-2026 12:47 PM,,AOC,Construction of Training Hall and Digital Library at Jharsuguda Forest Division Office,Construction of Training Hall and Digital Library at Jharsuguda Forest Division Office during the year 2025-26,Please refer Tender documents. ,NA ,"1,63,78,840",Civil Works - Buildings,NA ,Tender,90.0,120.0,"BTM, Ekatali , Jharsuguda",768201.0,NA ,NA ,NA ,"Office of the DFO Jharsuguda at BTM, Jharsuguda",No ,No,Divisional Forest Officer,"Office Of the DFO, Jharsuguda Forest Division",16-Jan-2026 02:30 PM,31-Jan-2026 10:00 AM,16-Jan-2026 02:30 PM,30-Jan-2026 06:00 PM,NA ,NA ,16-Jan-2026 02:30 PM,30-Jan-2026 06:00 PM,05-Feb-2026 12:55 PM,"1,63,788",Yes,fixed,,Nil,Nil,Forest Environment and Climate Change Department||RCCF Sambalpur||DFO Jharsuguda,BID ID NO 11DFO/JSG-09 OF 2025-26,2026_DFOJH_124664_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, Technical Bid, Check list, Contractor Registration Certificate, Affidavit, EMD",1.0,ICICI BANK,"10,000",Nil,Nil,No,AOC
,,,,,,,,,,,,,2,3373177,MAA SANTOSHI ENTERPRISES,30-Jan-2026 11:12 AM,Accepted-AOC,L1 bidder,21-Feb-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GSTIN, PAN, Aadhaar Card, Experience, IT Retrurns, Turnover",2.0,ICICI NEFT/RTGS,,,,,AOC
,,,,,,,,,,,,,3,3373629,SANDIP SHARMA,30-Jan-2026 11:54 AM,Rejected-Technical,does not possess any experience in pre fabricated works,05-Feb-2026 12:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid BOQ,,,,,,,AOC
