S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
1.0,3342334.0,Sudhir Kumar Dadhichi,INR,"500,000",Municipal Bodies||Rajgangpur Municipality,2025_ORULB_123659_17,EO/RGP/05 of 2025-26,Construction of Paver Block Road Inside I.G. Park in Ward No.03,1,3346523,AMIT KUMAR RAY,06-Jan-2026 12:59 PM,Rejected-AOC,Rejected,04-Feb-2026 06:16 PM,04-Feb-2026,"INR 500,000",90.0,Gobinda Dansena,04-Feb-2026 06:16 PM,17.pdf (946.00 KB),Finance,Ok,Gobinda Dansena,04-Feb-2026 06:07 PM,finance_572913.pdf,BOQ Comparative Chart,Madhuri Lugun,Internal,,Gobinda Dansena,04-Feb-2026 06:13 PM,finsummary_572913.pdf (1038.47 KB),Madhuri Lugun,Internal,,Gobinda Dansena,04-Feb-2026 06:09 PM,techsummary_572913.pdf (1038.47 KB),AOC,"4,000",0.0,Nil,Nil,No,"Executive Officer, Rajgangpur Municipality","Executive Officer, Rajgangpur Municipality, Dist-Sundargarh",1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Construction of Paver Block Road Inside I.G. Park in Ward No.03,Construction of Paver Block Road Inside I.G. Park in Ward No.03,Please refer Tender documents ,NA ,"5,00,000",Civil Works - Others,NA ,Tender,90.0,90.0,Rajgangpur Municipality Area,770017.0,NA ,NA ,NA ,Rajgangpur Municipality Office,No ,No,1.0,ICICI BANK,Municipal Bodies||Rajgangpur Municipality,EO/RGP/05 of 2025-26,2025_ORULB_123659_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,000",Yes,fixed,,Nil,Nil,24-Dec-2025 11:00 AM,07-Jan-2026 11:00 AM,24-Dec-2025 11:00 AM,06-Jan-2026 04:00 PM,NA ,NA ,24-Dec-2025 11:00 AM,06-Jan-2026 04:00 PM,AOC
,,,,,,,,,2,3344015,AMIYA RANJAN DAS,04-Jan-2026 02:43 PM,Rejected-AOC,Rejected,04-Feb-2026 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,3345895,AMRUS BAXLA,05-Jan-2026 06:44 PM,Rejected-AOC,Rejected,04-Feb-2026 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,3346594,MITRABHANU DILLA,06-Jan-2026 01:28 PM,Rejected-AOC,Rejected,04-Feb-2026 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,3346671,SHIVAY CONSTRUCTIONS,06-Jan-2026 02:05 PM,Rejected-AOC,Rejected,04-Feb-2026 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,3342334,Sudhir Kumar Dadhichi,02-Jan-2026 12:38 PM,Accepted-AOC,Selected,04-Feb-2026 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,3346196,TUNI MAJHI,06-Jan-2026 01:08 PM,Rejected-AOC,Rejected,04-Feb-2026 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,8,3346242,VERPA AND CO,06-Jan-2026 03:59 PM,Rejected-AOC,Rejected,04-Feb-2026 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
