S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,Flood Protection work right bank of river Ichha near village Sargipali in Ujalpur G.P.,Flood Protection work right bank of river Ichha near village Sargipali in Ujalpur G.P.,Please refer Tender documents. ,NA ,"12,66,806",Civil Works - Water Works,NA ,Tender,90.0,90.0,SUNDARGARH,770020.0,NA ,NA ,NA ,"O/O THE SE, SID, SUNDARGARH",No ,No,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Sundargarh Irr.Divn,Sundargarh",SID-05/2025-26,2025_CEBBU_120342_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"O/O THE SE, SID, SUNDARGARH","O/O THE SE, SID, SUNDARGARH AT/PO-SANKARA DIST-SUNDARGARH PIN-770020",1.0,Fee/PreQual/Technical/Finance,.pdf,Receipt of Tender Paper Cost and EMD.,"12,668",Yes,fixed,,Nil,Nil,01-Nov-2025 10:00 AM,18-Nov-2025 11:00 AM,01-Nov-2025 10:00 AM,15-Nov-2025 05:30 PM,01-Nov-2025 10:00 AM ,15-Nov-2025 05:30 PM ,01-Nov-2025 10:00 AM,15-Nov-2025 05:30 PM,AOC,16-Feb-2026,"INR 1,076,912",90.0,Gobinda Chandra Majhi,16-Feb-2026 03:27 PM,26P1202526.pdf (4700.00 KB),WORK ORDER AND AGREEMENT COPY,1.0,3221040.0,ISWARI PRASAD NAIK,13-Nov-2025 01:18 PM,Accepted-AOC,1st Lowest Through Lottery,16-Feb-2026 03:27 PM,SEDAOAEEAE,Internal,SEDAOAEEAE,Gobinda Chandra Majhi,16-Feb-2026 03:21 PM,techsummary_560163.pdf (1137.12 KB),SEDAOAEEAE,Internal,SEDAOAEEAE,Gobinda Chandra Majhi,16-Feb-2026 03:24 PM,finsummary_560163.pdf (1137.12 KB),"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Sundargarh Irr.Divn,Sundargarh",2025_CEBBU_120342_7,SID-05/2025-26,Flood Protection work right bank of river Ichha near village Sargipali in Ujalpur G.P.,1.0,3221040.0,ISWARI PRASAD NAIK,INR,"1,076,912",Finance,Bid Opening Summary,Gobinda Chandra Majhi,26-Nov-2025 05:58 PM,finance_560163.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GSTIN, PAN Card, Contractor Regd. Certificate, No Relation Certificate, Other document as per DTCN",,,,,,,,,,,,,,,AOC,,,,,,,,2.0,3221923.0,SANJEETA PATEL,13-Nov-2025 04:11 PM,Rejected-AOC,2nd Lowest,16-Feb-2026 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
