Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Restoration to Brutanga Left Embankment near Rajigir village for the year 2025-26 (RD 8200 m to 9500 m),Restoration to Brutanga Left Embankment near Rajigir village for the year 2025-26 (RD 8200 m to 9500 m),Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,NA ,NAYAGARH,752069.0,NA ,NA ,NA ,"SE, NAYAGARH IRRIGATION DIVISION",No ,No,1.0,ICICI BANK,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE Nayagarh Irri.Divn. Nayagarh",BID IDENTIFICATION NO.SE_08_NGR_OF 2025-26,2025_CELBB_120793_10,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,S.E Nayagarh,"SE, NAYAGARH IRRIGATION DIVISION",1.0,Fee/PreQual/Technical/Finance,.pdf,"VALID CDMS,GST,PAN,REG CERTIFICATE, NO RELATION,AFFIDEFIT, OTHER DOCUMENT AS DTCN","18,100",Yes,fixed,,Nil,Nil,10-Nov-2025 11:00 AM,21-Nov-2025 11:00 AM,10-Nov-2025 11:00 AM,20-Nov-2025 05:00 PM,NA ,NA ,10-Nov-2025 11:00 AM,20-Nov-2025 05:00 PM,AOC,SE Nayagarh,Internal,"Er.Baikunthanath Dalei,Superintending Engineer,Pradip Kumar Sahoo(DAO), Er.Sudhansu Sekhar Sahoo Estimator,Er.Sanjeet Sahoo,JE Estimator",Baikuntha Dalai,10-Feb-2026 10:35 AM,techsummary_561894.pdf (207.39 KB),SE Nayagarh,Internal,"Er.Baikunthanath Dalei,Superintending Engineer,Pradip Kumar Sahoo(DAO), Er.Sudhansu Sekhar Sahoo Estimator,Er.Sanjeet Sahoo,JE Estimator",Baikuntha Dalai,10-Feb-2026 01:12 PM,finsummary_561894.pdf (207.39 KB),Finance,Out of total 15 nos of bidders 15 nos of bidders Technically qualified for opening of financial bid,Baikuntha Dalai,06-Feb-2026 04:37 PM,,BOQ Comparative Chart,16-Feb-2026,"INR 1,537,522.88",90.0,Baikuntha Dalai,23-Feb-2026 12:58 PM,(0.00 KB),AOC,1,3240034,ANADI DALEI,20-Nov-2025 09:33 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 12:58 PM,1.0,3239677.0,RABINDRA NATH SAHOO,INR,"1,537,522.88","CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE Nayagarh Irri.Divn. Nayagarh",2025_CELBB_120793_10,BID IDENTIFICATION NO.SE_08_NGR_OF 2025-26,Restoration to Brutanga Left Embankment near Rajigir village for the year 2025-26 (RD 8200 m to 9500 m),AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,3236672,ASWINI KUMAR BEHERA,19-Nov-2025 12:08 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 12:58 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,3236328,BIRANCHI NARAYAN PRADHAN,18-Nov-2025 11:52 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 12:58 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,3239841,BISWARANJAN ROUTRAY,19-Nov-2025 11:07 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 12:58 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,3240608,DEBASMITA MISHRA,20-Nov-2025 11:41 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 12:58 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,3236092,HARAPRIYA SAHOO,19-Nov-2025 01:45 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 12:58 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,3240746,LINGARAJ SWAIN,20-Nov-2025 11:46 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 12:58 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,3237509,PRAKASH MOHAPATRA,19-Nov-2025 01:07 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 12:58 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,3239677,RABINDRA NATH SAHOO,19-Nov-2025 10:46 PM,Accepted-AOC,successful during Transparent Lottery,23-Feb-2026 12:58 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,3236471,SANJEET KUMAR BEHERA,19-Nov-2025 05:29 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 12:58 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,11,3237741,SANTOSH KUMAR SWAIN,19-Nov-2025 05:57 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 12:58 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,12,3240905,SARAT KUMAR BEHERA,20-Nov-2025 01:12 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 12:58 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,13,3240379,SONALI GURU,20-Nov-2025 03:54 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 12:58 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,14,3216093,SUDARSHAN MAHARANA,13-Nov-2025 10:48 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 12:58 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,15,3236969,SUSHANTI RAUTARAY,19-Nov-2025 07:21 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 12:58 PM,,,,,,,,,,AOC
