Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
Finance,FOR TECHNICAL EVALUATION,Sudhir Ranjan Mallik,07-Feb-2026 01:38 PM,,BOQ Comparative Chart,1.0,3376432.0,Friendshiptime.com Private Limited,02-Feb-2026 09:41 AM,Accepted-AOC,L1,11-Feb-2026 04:57 PM,1.0,3376432.0,Friendshiptime.com Private Limited,INR,"15,840,000",Odisha State Co. Milk Producers Federation Ltd.,2026_OMFED_124512_11,07 /MM/CFP/55/ 2025-2026/16,Supply of DDGS (Rice) at Radhadamodarpur,11-Feb-2026,"INR 15,840,000",60.0,Sudhir Ranjan Mallik,11-Feb-2026 04:57 PM,RDDDGS.PDF (140.00 KB),DY. Manager MM,Internal,"Mgr DO,Dy MGR CSS, IC MKTG, IC HR",Sudhir Ranjan Mallik,11-Feb-2026 03:24 PM,techsummary_575574.pdf (97.22 KB),DY. Manager MM,Internal,"Mgr DO,Dy MGR CSS, IC MKTG, IC HR",Sudhir Ranjan Mallik,11-Feb-2026 04:49 PM,finsummary_575574.pdf (121.49 KB),AOC,Supply of DDGS (Rice) at Radhadamodarpur,Supply of DDGS (Rice) at Radhadamodarpur,Please refer Tender Document ,NA ,"12,60,00,000",Miscellaneous Goods,NA ,Tender,60.0,60.0,Radhadamodarpur,754029.0,NA ,NA ,NA ,"D2, Sahid Nagar, BBSR",No ,No,14-Jan-2026 10:00 AM,02-Feb-2026 11:30 AM,14-Jan-2026 10:00 AM,02-Feb-2026 11:00 AM,NA ,NA ,14-Jan-2026 10:00 AM,02-Feb-2026 11:00 AM,590.0,0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"The Tender Paper Cost, EMD, Copy of GST, PAN, GST RETURN,IT Return, Turnover Certificate",1.0,ICICI BANK,"2,00,000",Yes,fixed,,Nil,Nil,Odisha State Co. Milk Producers Federation Ltd.,07 /MM/CFP/55/ 2025-2026/16,2026_OMFED_124512_11,Yes,Open Tender,Item Rate,Goods,1.0,No,No,Online,No,No,No,Managing Director,"D2, Sahid Nagar, BBSR",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,AOC
