Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
EE,Internal,DAO Est,Raju Dhaunlia,14-Feb-2026 06:51 PM,techsummary_521361.pdf (29.35 KB),1,2712600,ANCHAL AGRAWAL,26-Dec-2024 04:38 PM,Accepted-AOC,Ok,14-Feb-2026 06:58 PM,14-Feb-2026,"INR 1,517,230",30.0,Raju Dhaunlia,14-Feb-2026 06:58 PM,Kus136.pdf (715.00 KB),136P-I,Finance,10 Bid found,Raju Dhaunlia,14-Feb-2026 06:46 PM,finance_521361.pdf,BOQ Comparative Chart,1.0,2712600.0,ANCHAL AGRAWAL,INR,"1,517,230",CE RW I||RWCIRCLE-ANGUL||RW-DIVISION-ANGUL,2024_CERWI_108581_3,Online AGL-11,PWD Road to Kusuni road,EE,Internal,DAO Est,Raju Dhaunlia,14-Feb-2026 06:56 PM,finsummary_521361.pdf (29.35 KB),AOC,CE RW I||RWCIRCLE-ANGUL||RW-DIVISION-ANGUL,Online AGL-11,2024_CERWI_108581_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"15,200",Yes,fixed,,Nil,Nil,"Executive Engineer, R.W. Division, Angul","Executive Engineer, R.W. Division, Angul","6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Cost EMD GST PAN RC Affidavit regarding correctness No relation Certificate,PWD Road to Kusuni road,PWD Road to Kusuni road,Please refer Tender documents. ,NA ,"15,13,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Angul,759143.0,NA ,NA ,NA ,"O/O Executive Engineer, R.W. Division, Angul",No ,No,1.0,ICICI BANK,20-Dec-2024 06:45 PM,27-Dec-2024 11:00 AM,20-Dec-2024 06:45 PM,26-Dec-2024 05:00 PM,20-Dec-2024 06:45 PM ,26-Dec-2024 01:00 PM ,20-Dec-2024 06:45 PM,26-Dec-2024 05:00 PM,AOC
,,,,,,2,2710492,ANIL KUMAR PRADHAN,24-Dec-2024 10:56 PM,Rejected-Finance,Not Won,14-Feb-2026 06:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC
,,,,,,3,2712281,ARABINDA SAHOO,26-Dec-2024 03:26 PM,Rejected-Finance,Not Won,14-Feb-2026 06:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2710513,DURYODHAN PRADHAN,25-Dec-2024 12:05 AM,Rejected-Finance,Not Won,14-Feb-2026 06:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2712544,PADMALOCHAN PRADHAN,26-Dec-2024 04:24 PM,Rejected-Finance,Not Won,14-Feb-2026 06:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2711666,PRADYUMNA PRADHAN,26-Dec-2024 12:31 PM,Rejected-Finance,Not Won,14-Feb-2026 06:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2711381,PRIYANKA PRIYADARSINI DHALA,25-Dec-2024 11:46 PM,Rejected-Finance,Not Won,14-Feb-2026 06:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2709067,RASMITA PRADHAN,23-Dec-2024 09:16 PM,Rejected-Finance,Not Won,14-Feb-2026 06:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2710523,RITA PRADHAN,25-Dec-2024 01:02 AM,Rejected-Finance,Not Won,14-Feb-2026 06:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2709866,SRI GANESH ENTERPRISES,24-Dec-2024 02:29 PM,Rejected-Finance,Not Won,14-Feb-2026 06:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
