EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3294625,Chinmaya Kumar Rana,11-Dec-2025 01:03 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3297754,CHINMAY PADHI,12-Dec-2025 02:37 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3297307,CHITTA RANJAN PARIDA,12-Dec-2025 01:02 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3296178,Debaraj Sethi,11-Dec-2025 07:37 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3298073,DEBASISH PRADHAN,12-Dec-2025 04:36 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3286230,GANESH SAHU,07-Dec-2025 04:19 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3277744,GOUTAM PRADHAN,04-Dec-2025 12:06 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3296046,G. Sravan Kumar Achari,11-Dec-2025 06:42 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3293047,Jitendra Pradhan,10-Dec-2025 01:21 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3297911,JITU SWAIN,12-Dec-2025 03:15 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3296184,KAILASH CHANDRA BISOYI,12-Dec-2025 10:55 AM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3294720,KAILASH KUMAR GOUDA,11-Dec-2025 12:11 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3297128,KESHAB CHANDRA NAYAK,12-Dec-2025 12:22 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3293632,KIRAN KUMAR PANDA,10-Dec-2025 05:21 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3294888,Krishna Chandra Panda,11-Dec-2025 12:47 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3292523,KRUSHNA CHANDRA SAHU,12-Dec-2025 01:39 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3294153,MAHENDRA PRADHAN,10-Dec-2025 08:50 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3293764,Manasa Ranjan Panda,10-Dec-2025 05:53 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3295246,MUKESH SAHU,11-Dec-2025 01:50 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3296149,NARAYAN NAYAK,12-Dec-2025 11:05 AM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3296129,NILANCHAL PANDA,11-Dec-2025 07:17 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3297934,Pabitra Gouda,12-Dec-2025 03:27 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3295456,Pramod Kumar Patro,12-Dec-2025 11:09 AM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3294596,Prasant Kumar Sethy,11-Dec-2025 10:49 AM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3297430,PRATAP CHANDRA SAHU,12-Dec-2025 01:21 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3295147,RITIK ROSHAN PATRA,11-Dec-2025 01:35 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3295604,Sachidananda Sahu,11-Dec-2025 03:33 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3296836,SAMBITA KUMAR PATRA,12-Dec-2025 10:43 AM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3295258,SANKAR PARIDA,11-Dec-2025 02:48 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3296536,Santosh Kumar Praharaj,11-Dec-2025 10:39 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3297531,SANTOSH KUMAR SABAT,12-Dec-2025 01:30 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3294661,SARATHI NAHAK,11-Dec-2025 01:51 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3298280,SHANKARA PRADHAN,12-Dec-2025 04:55 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3277583,SHARADA PRASAD RATH,04-Dec-2025 11:42 AM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3297957,SORAJ KUMAR MOHANTY,12-Dec-2025 03:44 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3298094,SRIKANT JENA,12-Dec-2025 04:07 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3297981,SRINIBAS PADHI,12-Dec-2025 03:36 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3290205,Sudhansu Sahu,08-Dec-2025 06:54 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3294654,Sunil Kumar Panda,11-Dec-2025 02:00 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3298187,SUSIL KUMAR PRADHAN,12-Dec-2025 04:31 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,04-Feb-2026 07:10 PM,,,,,,,,,,,,,AOC
