Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
18-Feb-2026,"INR 1,699,795",60.0,Debaprasad Bal,18-Feb-2026 11:36 AM,commite.pdf (56.00 KB),1,3210298,ASHIS PATTANAYAK,10-Nov-2025 11:53 PM,Rejected-Finance,k,18-Feb-2026 11:33 AM,Municipal Bodies||Anandapur Municipal Council,2025_ORULB_119926_76,AM-ANDP-03/2025-26,const of boundery wall of MPH at Fakirpur,1.0,3215033.0,BUDDHADEVA SAHU,INR,"1,699,795",Finance,k,Debaprasad Bal,19-Nov-2025 01:21 PM,finance_558845.pdf,BOQ Comparative Chart,cp,Internal,,Debaprasad Bal,18-Feb-2026 11:33 AM,finsummary_558845.pdf (56.14 KB),cp,Internal,,Chittaranjan Sethy,21-Jan-2026 01:29 PM,techsummary_558845.pdf (167.78 KB),AOC,Municipal Bodies||Anandapur Municipal Council,AM-ANDP-03/2025-26,2025_ORULB_119926_76,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"16,945",Yes,percentage,1.0%,Nil,Nil,EXECUTIVE OFFICER,ANANDAPUR MUNICIPALITY,1.0,Fee/PreQual/Technical/Finance,.xls,boq,30-Oct-2025 12:00 PM,14-Nov-2025 11:00 AM,30-Oct-2025 12:00 PM,13-Nov-2025 05:00 PM,NA ,NA ,30-Oct-2025 12:00 PM,13-Nov-2025 05:00 PM,1.0,ICICI BANK,const of boundery wall of MPH at Fakirpur,const of boundery wall of MPH at Fakirpur,Please refer Tender documents. ,NA ,"16,94,512",Civil Works - Others,NA ,Tender,180.0,60.0,ANANDAPUR MUNICIPALITY,758021.0,NA ,NA ,NA ,ANANDAPUR MUNICIPALITY,No ,No,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,2,3218436,BAILOCHANA BEHERA,12-Nov-2025 05:44 PM,Rejected-Finance,k,18-Feb-2026 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,refer dtcn,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3215033,BUDDHADEVA SAHU,12-Nov-2025 12:36 AM,Accepted-AOC,k,18-Feb-2026 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3221525,CHAKRADHAR DAS,13-Nov-2025 03:50 PM,Rejected-Finance,k,18-Feb-2026 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3203869,CHAMPABATI TARAI,11-Nov-2025 08:14 PM,Rejected-Finance,k,18-Feb-2026 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3214389,JHUMALATA MALIK,11-Nov-2025 05:32 PM,Rejected-Finance,k,18-Feb-2026 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3199875,KABIRANJAN SAHOO,08-Nov-2025 10:52 PM,Rejected-Finance,k,18-Feb-2026 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3204179,KAMALAKANTA BEHERA,11-Nov-2025 08:43 PM,Rejected-Finance,k,18-Feb-2026 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3210153,KAPILA CHARAN MALIK,10-Nov-2025 10:10 PM,Rejected-Finance,k,18-Feb-2026 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3219166,NILAMANI SAHOO,12-Nov-2025 08:34 PM,Rejected-Finance,k,18-Feb-2026 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
