Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"12,85,000",Yes,fixed,,Nil,Nil,Improvement of Meghadaspur-Kandarpur road from 0/000 km to 8/100 km and 9/860 km to 9/960 km in the district of Cuttack under State Plan,Improvement of Meghadaspur-Kandarpur road from 0/000 km to 8/100 km and 9/860 km to 9/960 km in the district of Cuttack under State Plan,Please refer Tender documents. ,NA ,"12,85,38,631",Civil Works - Roads,NA ,Tender,90.0,365.0,Charbatia Division,751001.0,NA ,NA ,NA ,"O/o the E.I.C (Civil-Cum-Roads), Odisha",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost and EMD, GSTIN, PAN, RC and Affidavit",20-Mar-2025 06:00 PM,30-Apr-2025 11:30 AM,20-Mar-2025 06:00 PM,29-Apr-2025 05:30 PM,NA ,NA ,20-Mar-2025 06:00 PM,29-Apr-2025 05:30 PM,12-Jun-2025 11:30 AM,1.0,2nd Corrigendum,Date,,EIC-CIVIL,CE-ROADS-II-25/2024-25,2025_EICCL_111820_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Chief Engineer, Roads-II, Odisha","O/o the E.I.C (Civil-Cum-Roads), Odisha, Nirman Soudha, New Building, Unit-V, Bhubaneswar",AOC,10-Feb-2026,"INR 109,270,690",365.0,Pradipta Kumar Nayak,10-Feb-2026 11:55 AM,Meghadaspur_Agrt.pdf (357.00 KB),317 P1 of 2025-26,1,2889630,AMLAN SAMAL,20-Apr-2025 09:01 PM,Rejected-AOC,L1 bidder,10-Feb-2026 11:55 AM,EIC Civil cum Roads,Internal,,Pradipta Kumar Nayak,10-Jun-2025 12:20 PM,12-Jun-2025 11:30 AM,techsummary_533893.pdf (343.37 KB),Finance,Opening,Pradipta Kumar Nayak,12-Jun-2025 12:22 PM,,BOQ Comparative Chart,Technical,Opening,Pradipta Kumar Nayak,30-Apr-2025 11:59 AM,,EIC-CIVIL,2025_EICCL_111820_1,CE-ROADS-II-25/2024-25,Improvement of Meghadaspur-Kandarpur road from 0/000 km to 8/100 km and 9/860 km to 9/960 km in the district of Cuttack under State Plan,CE Roads-I Odisha,Internal,,Pradipta Kumar Nayak,10-Feb-2026 11:47 AM,finsummary_533893.pdf (356.79 KB),1.0,2874110.0,Bhabani Construction,INR,"109,270,690",AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and work experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2890454,AUROBINDO MOHANTY,29-Apr-2025 01:55 PM,Rejected-Technical,Disqualified,10-Jun-2025 12:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2874110,Bhabani Construction,31-Mar-2025 07:29 PM,Accepted-AOC,Selected as L1 bidder,10-Feb-2026 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2889849,DEV DEV PATI,21-Apr-2025 03:21 PM,Rejected-AOC,L1 bidder,10-Feb-2026 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2900350,DPS CONSTRUCTION PRIVATE LIMITED,29-Apr-2025 05:19 PM,Rejected-AOC,L1 bidder,10-Feb-2026 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2875197,Haresh Kumar Agrawal,13-Apr-2025 07:15 PM,Rejected-AOC,L1 bidder,10-Feb-2026 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2872628,Manoj Kumar Nayak,20-Apr-2025 11:00 PM,Rejected-AOC,L1 bidder,10-Feb-2026 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2878740,MS GLOBAL CONSTRUCTION,08-Apr-2025 01:42 PM,Rejected-AOC,L1 bidder,10-Feb-2026 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2874230,OM MAA CONSTRUCTION,29-Apr-2025 03:37 PM,Rejected-Technical,Disqualified,10-Jun-2025 12:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,2878475,ROUT INFRASTRUCTURE PRIVATE LIMITED,25-Apr-2025 11:30 AM,Rejected-AOC,L1 bidder,10-Feb-2026 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
