Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
"Superintending Engineer,R.W.Division-II,Balasore",Internal,,Amir Kumar Sethy,09-Feb-2026 04:30 PM,techsummary_559376.pdf (180.29 KB),09-Feb-2026,"INR 1,717,122.66",180.0,Amir Kumar Sethy,09-Feb-2026 04:43 PM,1202125_5AOC_20260209_0001.pdf (974.00 KB),1,3190931,ARADHYA CONSTRUCTIONS (PROP.BIJAY KUMAR BEHERA),06-Nov-2025 07:48 PM,Accepted-AOC,Awarded through lottery winner vide Agrt No.171 P1 of 2025-26,09-Feb-2026 04:43 PM,Finance,All documents are download and go to next process,Sujata Behera,12-Dec-2025 12:08 PM,finance_559376.pdf,BOQ Comparative Chart,1.0,3190931.0,ARADHYA CONSTRUCTIONS (PROP.BIJAY KUMAR BEHERA),INR,"1,717,122.66",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2025_CERWI_120225_5,E-TCN No.07 of 2025-26,New Construction of 1 no F Type Qtr at Manipur PHC under Soro Block in the District of Balasore for the year 2025-26,"Superintending Engineer,R.W.Division-II,Balasore",Internal,,Amir Kumar Sethy,09-Feb-2026 04:37 PM,finsummary_559376.pdf (180.29 KB),AOC,"S.E,R.W.Division-II,Balasore","Office of the S.E,R.W.Division-II, Balasore",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,E-TCN No.07 of 2025-26,2025_CERWI_120225_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,28-Oct-2025 06:30 PM,10-Nov-2025 11:00 AM,28-Oct-2025 06:30 PM,07-Nov-2025 05:00 PM,28-Oct-2025 06:30 PM ,07-Nov-2025 03:00 PM ,28-Oct-2025 06:30 PM,07-Nov-2025 05:00 PM,New Construction of 1 no F Type Qtr at Manipur PHC under Soro Block in the District of Balasore for the year 2025-26,New Construction of 1 no F Type Qtr at Manipur PHC under Soro Block in the District of Balasore for the year 2025-26,Please refer Tender documents. ,NA ,"20,19,907",Civil Works - Buildings,NA ,Tender,90.0,180.0,Balasore,756001.0,NA ,NA ,NA ,"Office of the S.E,R.W.Division-II, Balasore",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"T.P Cost, EMD Online, RC, PAN, Valid GSTIN, Affidavit, No relation certificate and other as per DTCN","20,199",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,2,3192670,BASANTA KUMAR MAHARANA,07-Nov-2025 11:31 AM,Rejected-AOC,Rejected,09-Feb-2026 04:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3185021,HEMALATA BISWAL,05-Nov-2025 05:00 PM,Rejected-AOC,Rejected,09-Feb-2026 04:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3188296,JADU SINGH,06-Nov-2025 12:41 PM,Rejected-AOC,Rejected,09-Feb-2026 04:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3179653,KRUSNA CHANDRA SINGH,04-Nov-2025 10:51 AM,Rejected-AOC,Rejected,09-Feb-2026 04:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3172450,MAHASWETA MALIK,01-Nov-2025 04:59 PM,Rejected-AOC,Rejected,09-Feb-2026 04:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3187868,MALATI NAYAK,07-Nov-2025 01:54 PM,Rejected-AOC,Rejected,09-Feb-2026 04:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3190377,MONALI PRAVA MUNDA,07-Nov-2025 04:35 PM,Rejected-AOC,Rejected,09-Feb-2026 04:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3180830,SANJAY KUMAR JENA,06-Nov-2025 10:15 PM,Rejected-AOC,Rejected,09-Feb-2026 04:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3176881,Satyabrata Sahoo,03-Nov-2025 12:41 PM,Rejected-AOC,Rejected,09-Feb-2026 04:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,11,3192650,SATYANANDA MAHALIK,07-Nov-2025 02:28 PM,Rejected-AOC,Rejected,09-Feb-2026 04:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,12,3186484,SMITA SANDHYA MALLICK,05-Nov-2025 10:13 PM,Rejected-AOC,Rejected,09-Feb-2026 04:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,13,3170227,SUBRAT KUMAR PANDA,31-Oct-2025 06:00 PM,Rejected-AOC,Rejected,09-Feb-2026 04:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
