Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
Sibaram Sahoo,Internal,"Chairperson, EO, ME,JE",RANJAN KUMAR MARTHA,06-Feb-2026 05:04 PM,techsummary_571836.pdf (446.60 KB),1,3326788,AKHUJA NAIK,24-Dec-2025 06:43 PM,Rejected-Finance,As per Lottery,17-Feb-2026 04:45 PM,21-Feb-2026,"INR 168,842",30.0,RANJAN KUMAR MARTHA,24-Feb-2026 05:28 PM,681.pdf (594.00 KB),Finance,20 bidder participated and admitted for Technical Evaluation,RANJAN KUMAR MARTHA,30-Jan-2026 05:04 PM,,BOQ Comparative Chart,1.0,3334547.0,TIKUN PRADHAN,INR,"168,842",Municipal Bodies||Redhakhol NAC,2025_ORULB_123226_8,RDL NAC-4/2025-26,Construction of Paver Block road from Gokula House towards Narayan House at Bijepur in ward No 9,Sibaram Sahoo,Internal,"Chairperson, EO, ME,JE",RANJAN KUMAR MARTHA,17-Feb-2026 04:45 PM,finsummary_571836.pdf (1647.40 KB),AOC,17-Dec-2025 10:00 AM,29-Dec-2025 04:30 PM,17-Dec-2025 10:00 AM,29-Dec-2025 04:00 PM,NA ,NA ,17-Dec-2025 10:00 AM,29-Dec-2025 04:00 PM,"1,690",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Redhakhol NAC,RDL NAC-4/2025-26,2025_ORULB_123226_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Construction of Paver Block road from Gokula House towards Narayan House at Bijepur in ward No 9,Construction of Paver Block road from Gokula House towards Narayan House at Bijepur in ward No 9,Please refer Tender documents. ,NA ,"1,69,011",Civil Works - Roads,NA ,Tender,90.0,30.0,"NAC, Redhakhol",768106.0,NA ,NA ,NA ,"NAC, Redhakhol",No ,No,"Executive Officer, NAC, Redhakhol","Executive Officer, NAC, Redhakhol",600.0,0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC
,,,,,,2,3325603,Banamali Behera,24-Dec-2025 12:06 PM,Rejected-Finance,As per Lottery,17-Feb-2026 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,3,3333245,Birendra Kumar Sahoo,28-Dec-2025 09:54 AM,Rejected-Finance,As per Lottery,17-Feb-2026 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3336602,DUKHIRAM SAHU,29-Dec-2025 01:26 PM,Rejected-Finance,As per Lottery,17-Feb-2026 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3333342,HARISHCHANDRA SAHOO,28-Dec-2025 11:17 AM,Rejected-Finance,As per Lottery,17-Feb-2026 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3326533,KAUSTAVA MANI RAUL,24-Dec-2025 04:33 PM,Rejected-Finance,As per Lottery,17-Feb-2026 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3330984,KHELANIDHI PRADHAN,27-Dec-2025 07:46 AM,Rejected-Finance,As per Lottery,17-Feb-2026 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3332351,Lilabati Meher,27-Dec-2025 06:26 PM,Rejected-Finance,As per Lottery,17-Feb-2026 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3334703,lilima biswal,28-Dec-2025 08:06 PM,Rejected-Finance,As per Lottery,17-Feb-2026 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3335085,Narendra Kumar Sahoo,28-Dec-2025 10:38 PM,Rejected-Finance,As per Lottery,17-Feb-2026 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
