S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3185439,GOPESWARI PRADHAN,06-Nov-2025 09:22 AM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,3205662,GOPINATH HOTA,10-Nov-2025 02:54 PM,Rejected-Technical,Non responsive due to wrong affidavit,03-Jan-2026 07:07 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,3199433,GUDIA RANI AGRAWAL,08-Nov-2025 09:12 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,3208372,HIMANSU SHEKHAR SWAIN,10-Nov-2025 03:55 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,15,3202136,JANGYASENI SAHU,09-Nov-2025 04:08 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,16,3178112,JHARANA SAHU,07-Nov-2025 03:13 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,17,3182262,KRISHNA KUMAR AGRAWAL,05-Nov-2025 06:35 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,18,3189770,LAKSHAPATI MAHANANDA,07-Nov-2025 06:25 AM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,19,3192273,MAHENDRA KUMAR SAHU,07-Nov-2025 05:41 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,20,3203385,MANAS RANJAN MISHRA,10-Nov-2025 10:51 AM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,21,3204474,MD MUZAHID,10-Nov-2025 12:45 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,22,3197743,MD NOAMAN RAZA KHAN,09-Nov-2025 03:56 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,23,3196822,MOHAMMAD TAHIR KHAN,10-Nov-2025 11:48 AM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,24,3194613,MOHAMMAD TAYYAB KHAN,08-Nov-2025 05:14 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,25,3208827,NABIN SAHU,10-Nov-2025 04:40 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,26,3197286,NILA MADHAB SAHU,09-Nov-2025 12:44 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,27,3207987,PIYUSH GUPTA,10-Nov-2025 03:32 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,28,3197674,PRADEEP KUMAR SAHU,08-Nov-2025 03:19 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,29,3202549,Prakash Pradhan,10-Nov-2025 06:06 AM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,30,3195847,PRAMOD KUMAR SAHU,08-Nov-2025 09:50 AM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,31,3195473,PRITAM KUMAR SAHU,08-Nov-2025 07:02 AM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,32,3201167,RAFFIKA KHANAM,09-Nov-2025 03:32 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,33,3202820,RAHUL BOSE,09-Nov-2025 06:21 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,34,3187299,RAHUL KUMAR AGRAWAL,08-Nov-2025 11:32 AM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,35,3198845,SABITA CHHATRIA,09-Nov-2025 12:52 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,36,3192406,SANJAYA RANA,07-Nov-2025 11:29 AM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,37,3191609,SANJU SAHU,07-Nov-2025 06:26 AM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,38,3202109,SANTOSH AGRAWAL,10-Nov-2025 07:47 AM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,39,3174204,SANTOSH KUMAR SAHU,08-Nov-2025 01:44 AM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,40,3186872,SAURABH SAHU,06-Nov-2025 06:25 AM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,41,3199457,SK SAFIUL HOSSAIN,09-Nov-2025 10:42 AM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,42,3195323,Sreeyash Infra and Developer,07-Nov-2025 08:25 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,43,3208191,SUCHETA JOSHI,10-Nov-2025 03:44 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,44,3206818,SUSHANT KUMAR NAG,10-Nov-2025 03:54 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,45,3199281,TIKESWAR KHAMARI,09-Nov-2025 02:11 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,46,3207724,UGRESAN TANDI (S.C),10-Nov-2025 04:10 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,47,3204311,YUGESH SAHU,09-Nov-2025 10:56 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
