S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online Copy of Tender cost,EMD along with Affidavit,PAN,RC,GSTIN and other docs as per DTCN","29,800",Yes,fixed,,Nil,Nil,"Periodical maintenance of L057-SH3 at Dunguripali to Katangpali from ch. 0.000 to 1.241 , 1.241 to 3.711Km","Periodical maintenance of L057-SH3 at Dunguripali to Katangpali from ch. 0.000 to 1.241 , 1.241 to 3.711Km",Please refer Tender documents. ,NA ,"29,80,122",Civil Works - Roads,NA ,Tender,90.0,60.0,Padampur,768036.0,NA ,NA ,NA ,"O/o the E.E RURAL WORKS DIVISION, PADAMPUR",No ,No,"EE R.W Division,Padampur","At.Po-Padampur, Rajapada, Dist. Bargarh",30-Oct-2025 10:00 AM,11-Nov-2025 11:00 AM,30-Oct-2025 10:00 AM,10-Nov-2025 05:00 PM,30-Oct-2025 10:00 AM ,07-Nov-2025 05:00 PM ,30-Oct-2025 10:00 AM,10-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-PADMAPUR,ONLINE 11 OF 2025-26,2025_CERWI_120285_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"Er. Tapas Ranjan Lenka, EE",Internal,Amar Ch. Kumr DA Lalit Ku. Naik JE Estr. I/c,Amar Chandra Kumar,24-Jan-2026 12:39 PM,finsummary_559761.pdf (192.73 KB),"Er. Tapas Ranjan Lenka, EE",Internal,Amar Ch. Kumar DA Lalit Ku. Naik JE Estr. I/c,Tapas Ranjan Lenka,03-Jan-2026 07:07 PM,techsummary_559761.pdf (192.81 KB),1.0,3201287.0,BIJAYA KUMAR SAHU,INR,"2,533,402",CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-PADMAPUR,2025_CERWI_120285_14,ONLINE 11 OF 2025-26,"Periodical maintenance of L057-SH3 at Dunguripali to Katangpali from ch. 0.000 to 1.241 , 1.241 to 3.711Km",1,3197499,ARUN PRASAD SAHOO,09-Nov-2025 07:03 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,04-Feb-2026,"INR 2,533,402",60.0,Tapas Ranjan Lenka,28-Feb-2026 01:35 PM,aoc.pdf (193.00 KB),141/P1 of 2025-26,Finance,Forty seven bidders have participated,Amar Chandra Kumar,19-Nov-2025 05:44 PM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3196636,AVAS NIAL,08-Nov-2025 05:14 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3201287,BIJAYA KUMAR SAHU,09-Nov-2025 01:36 PM,Accepted-AOC,awarded,28-Feb-2026 01:35 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3185582,BINAY KUMAR SHARMA,09-Nov-2025 10:45 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3169976,CHANDINI BAI JAIN,04-Nov-2025 09:38 AM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3203504,DAMBARU DHAR MEHER,09-Nov-2025 08:09 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3197967,DEVENDRA PATEL,09-Nov-2025 12:43 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3192426,DEVRAJ RANA,07-Nov-2025 11:26 AM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3195640,DHIBAR DHARUA,08-Nov-2025 10:33 AM,Rejected-Technical,Non responsive due to non submission of EMD,03-Jan-2026 07:07 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3191252,DUBARAJ PRADHAN,07-Nov-2025 07:38 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:39 PM,,,,,,,,,,,,,,AOC
