S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir",ACENMIC SBP 02/2025-26,2025_CEMIB_121919_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"ScanCopyofLicence,GST,PAN,BidCost,EMD,Afidavit,NoRelationotherasperDTCN",Construction of Canal Lining of Garduan Branch Canal from RD 1753 m to 3260 m Tail End and Kuliposh Branch Canal - I from RD 280 m to 580 m of Kuliposh MIP DW in Lahunipara Block of Sundargarh District under CAPEX Lining Scheme 2025-26,Construction of Canal Lining of Garduan Branch Canal from RD 1753 m to 3260 m Tail End and Kuliposh Branch Canal - I from RD 280 m to 580 m of Kuliposh MIP DW in Lahunipara Block of Sundargarh District under CAPEX Lining Scheme 2025-26,"ScanCopyofLicence,GST,PAN,BidCost,EMD,Afidavit,NoRelationotherasperDTCN ",NA ,"1,26,14,148",Civil Works - Canal,NA ,Tender,90.0,90.0,"Lahunipara,Sundargarh",770040.0,NA ,NA ,NA ,"Additional Chief Engineer, N.M.I. Circle Sambalpur",No ,No,"Additional Chief Engineer, N.M.I. Circle Sambalpur","Additional Chief Engineer, N.M.I. Circle Sambalpur,At Brookhills, Po BSS Nagar Dist Sambalpur PIN 768001","1,26,141",Yes,percentage,1.0%,Nil,Nil,26-Nov-2025 10:00 AM,06-Dec-2025 11:00 AM,26-Nov-2025 10:00 AM,05-Dec-2025 05:00 PM,NA ,NA ,26-Nov-2025 10:00 AM,05-Dec-2025 05:00 PM,12-Dec-2025 11:00 AM,AOC,1,3280774,ABHISHEK KALIPRASANNA PUHAN,05-Dec-2025 12:05 PM,Rejected-AOC,Unsuccessful in Transparent Lottery,27-Feb-2026 06:05 PM,12-Jan-2026,"INR 10,723,286.94",90.0,KALINDI CHARAN SETHI,27-Feb-2026 06:05 PM,KULIPOSH.pdf (961.00 KB),"The work was awarded to Sri Biswanath Barik, B Class Engg. Contractor, amounting to Rs.10723286.94 vide Agreement No. 72 P1/2025-26 of Superintending Engineer, M.I. Division, Sundergarh",Finance,all 16 bidders are qualified,KALINDI CHARAN SETHI,16-Dec-2025 07:29 PM,finance_566761.pdf,BOQ Comparative Chart,Sri Sunit Mahipal Kujur,Internal,ACENMICSBP AACENMICSBP SEMIDSNG DAOMIDSNG AEENMICSBP AENMICSBP,KALINDI CHARAN SETHI,11-Dec-2025 06:34 PM,12-Dec-2025 11:00 AM,techsummary_566761.pdf (2490.74 KB),Sri Sunit Mahipal Kujur,Internal,ACENMICSBP AACENMICSBP SEMIDSNG DAOMIDSNG AEENMICSBP AENMICSBP,KALINDI CHARAN SETHI,16-Dec-2025 07:41 PM,finsummary_566761.pdf (1257.33 KB),Technical,All 16 bidders are qualified,KALINDI CHARAN SETHI,11-Dec-2025 06:29 PM,technical_566761.pdf,"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir",2025_CEMIB_121919_1,ACENMIC SBP 02/2025-26,Construction of Canal Lining of Garduan Branch Canal from RD 1753 m to 3260 m Tail End and Kuliposh Branch Canal - I from RD 280 m to 580 m of Kuliposh MIP DW in Lahunipara Block of Sundargarh District under CAPEX Lining Scheme 2025-26,1.0,3281646.0,BISWANATH BARIK,INR,"10,723,286.94",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3281047,AJAY TIWARI,05-Dec-2025 11:53 AM,Rejected-AOC,Unsuccessful in Transparent Lottery,27-Feb-2026 06:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3281406,BIJAY KETAN SAHU,05-Dec-2025 01:05 PM,Rejected-AOC,Unsuccessful in Transparent Lottery,27-Feb-2026 06:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3281646,BISWANATH BARIK,05-Dec-2025 01:42 PM,Accepted-AOC,Successful in Transparent Lottery,27-Feb-2026 06:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3282588,DHANLAXMI ESTABLISHMENT PRIVATE LIMITED,05-Dec-2025 04:49 PM,Rejected-AOC,Unsuccessful in Transparent Lottery,27-Feb-2026 06:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3279850,GOPAL TOPPO,05-Dec-2025 11:59 AM,Rejected-AOC,Unsuccessful in Transparent Lottery,27-Feb-2026 06:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3281714,Kamal Muduli,05-Dec-2025 01:47 PM,Rejected-AOC,Unsuccessful in Transparent Lottery,27-Feb-2026 06:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3280367,RAJESH PATNAIK,04-Dec-2025 11:34 PM,Rejected-AOC,Unsuccessful in Transparent Lottery,27-Feb-2026 06:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3279274,Rakesh Jadav,05-Dec-2025 12:24 PM,Rejected-AOC,Unsuccessful in Transparent Lottery,27-Feb-2026 06:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3281120,RANJIT BISWAL,05-Dec-2025 12:11 PM,Rejected-AOC,Unsuccessful in Transparent Lottery,27-Feb-2026 06:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
