Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"S.E., Drainage Division, Balasore","S.E., Drainage Division, Balasore, Odisha, Pin-756001","10,000",0.0,Nil,Nil,No,03-Nov-2025 10:00 AM,18-Nov-2025 11:30 AM,03-Nov-2025 10:00 AM,17-Nov-2025 05:00 PM,03-Nov-2025 10:00 AM ,10-Nov-2025 05:00 PM ,03-Nov-2025 10:00 AM,17-Nov-2025 05:00 PM,01-Dec-2025 11:30 AM,"78,972",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"PAN, GSTIN, Contractor RC, Affidavits, Undertakings and Other documents as per DTCN.",Improvement to link drains out falling to Chitei and Guasul Nallah with construction of structure in Bhograi Block of Balasore District,IMPROVEMENT WORKS TO DRAINAGE CHANNEL WITH STRUCTURE WORK,Please refer Tender documents. ,NA ,"78,97,207",Civil Works - Others,NA ,Tender,90.0,270.0,Bhograi Block,756038.0,NA ,NA ,NA ,"O/O the S.E., Drainage Division, Balasore",No ,No,"CE,Drainage,Cuttack||SE,Drainage,Balasore||EE, Drainage Divn,Balasore",SEDDBLS-05-04/2025-26,2025_CEDC_120665_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,Technical,The Technical bids of 28 nos. bidders have been downloadedesuccessfully.,Naba Kumar Mahalik,26-Nov-2025 06:43 PM,technical_561281.pdf,1,3209813,Anjan kumar Das,10-Nov-2025 07:52 PM,Rejected-Finance,defeated in transparent lottery,27-Feb-2026 10:53 AM,Finance,The Financial bids of 28 nos. bidders downloaded successfully.,Naba Kumar Mahalik,03-Dec-2025 11:54 AM,finance_561281.pdf,BOQ Comparative Chart,27-Feb-2026,"INR 6,713,416",270.0,Pallavi Dey,27-Feb-2026 04:29 PM,cheteiguasul.pdf (457.00 KB),awarded,Naba Kumar Mahalik SE DD BALASORE,Internal,SWATI ROY DAO DD BALASORE SUBASH SAA ESTIMATOR DD BALASORE,Pallavi Dey,27-Feb-2026 10:53 AM,finsummary_561281.pdf (636.03 KB),"NMAHALIK,SE,DD,BLS",Internal,"SUBASHSA,ESTIMATOR,SWATIROY,DAO",Naba Kumar Mahalik,28-Nov-2025 06:33 PM,01-Dec-2025 11:30 AM,techsummary_561281.pdf (1365.78 KB),1.0,3227997.0,SOURAV MINAKETAN,INR,"6,713,416","CE,Drainage,Cuttack||SE,Drainage,Balasore||EE, Drainage Divn,Balasore",2025_CEDC_120665_1,SEDDBLS-05-04/2025-26,Improvement to link drains out falling to Chitei and Guasul Nallah with construction of structure in Bhograi Block of Balasore District,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,2,3225359,ASHISH KUMAR BARMAN,16-Nov-2025 07:02 PM,Rejected-Finance,defeated in transparent lottery,27-Feb-2026 10:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,3,3229385,Bhaskar Karan,16-Nov-2025 07:50 PM,Rejected-Finance,defeated in transparent lottery,27-Feb-2026 10:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,4,3231220,BIKASH SAHU,17-Nov-2025 11:41 AM,Rejected-Finance,defeated in transparent lottery,27-Feb-2026 10:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,5,3230741,BISWAJIT DALAI,17-Nov-2025 09:37 AM,Rejected-Finance,defeated in transparent lottery,27-Feb-2026 10:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,6,3224871,CHANDRA HANSDA,17-Nov-2025 01:18 PM,Rejected-Finance,defeated in transparent lottery,27-Feb-2026 10:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,7,3227599,CHINMAY MOHAPATRA,15-Nov-2025 05:34 PM,Rejected-Finance,defeated in transparent lottery,27-Feb-2026 10:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,8,3222052,DHANANJAY MASANTA,13-Nov-2025 04:46 PM,Rejected-Finance,defeated in transparent lottery,27-Feb-2026 10:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,9,3232653,DILLIP KUMAR JENA,17-Nov-2025 04:18 PM,Rejected-Finance,defeated in transparent lottery,27-Feb-2026 10:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,10,3227189,GANESH CHANDRA SAHOO,15-Nov-2025 03:34 PM,Rejected-Finance,defeated in transparent lottery,27-Feb-2026 10:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
