Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
"Superintending Engineer Ganjam (R and B) Division No.I, Berhampur",Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,18-Feb-2026 10:40 AM,techsummary_555273.pdf (844.07 KB),18-Feb-2026,"INR 846,089",365.0,Somanath Tripathy,18-Feb-2026 10:48 AM,999.pdf (844.00 KB),Contract Awarded to Sri/Smt Instrument and Control,1,3130062,CHINMAYA KUMAR PRAHARAJ,15-Oct-2025 07:51 PM,Rejected-AOC,Reject in lottery,18-Feb-2026 10:48 AM,1.0,3130830.0,Instrument & Control,INR,"846,089",Finance,"12Nos Bidder are participate, Tender Under Scrutiny.",Somanath Tripathy,17-Oct-2025 05:05 PM,finance_555273.pdf,BOQ Comparative Chart,"Superintending Engineer Ganjam (R and B) Division No.I, Berhampur",Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,18-Feb-2026 10:44 AM,finsummary_555273.pdf (844.07 KB),EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2025_EICCL_119149_3,SE RandB Divn No.I-BAM-15/2025-26,"Comprehensive Electrical maintenance for wiring and Electrical Accessory at Orthopaedic, Old Cancer, Medicine Department MKCG, MC AND H Berhampur",AOC,"10,000",Yes,fixed,,Nil,Nil,1.0,Change in DTCN,Technical Bid,,1.0,ICICI BANK,SE R and B Division No I Berhampur,SE R and B Division No I Berhampur,"Comprehensive Electrical maintenance for wiring and Electrical Accessory at Orthopaedic, Old Cancer, Medicine Department MKCG, MC AND H Berhampur","Comprehensive Electrical maintenance for wiring and Electrical Accessory at Orthopaedic, Old Cancer, Medicine Department MKCG, MC AND H Berhampur",Please refer Tender documents. ,NA ,"9,95,282",Electrical Works,NA ,Tender,90.0,365.0,Berhampur,760005.0,NA ,NA ,NA ,SE R and B Division No I Berhampur,No ,No,10-Oct-2025 11:00 AM,17-Oct-2025 11:30 AM,10-Oct-2025 11:00 AM,16-Oct-2025 04:00 PM,10-Oct-2025 11:00 AM ,16-Oct-2025 04:00 PM ,10-Oct-2025 11:00 AM,16-Oct-2025 04:00 PM,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,SE RandB Divn No.I-BAM-15/2025-26,2025_EICCL_119149_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD(Online) RC,PAN, GSTIN, Affidavit Other Documents and Forms as per DTCN.","4,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,2,3131144,Debabrata Panda,16-Oct-2025 03:18 PM,Rejected-AOC,Reject in lottery,18-Feb-2026 10:48 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,AOC
,,,,,,,,,,,,,3,3130830,Instrument & Control,16-Oct-2025 01:20 PM,Accepted-AOC,Win in Lottery,18-Feb-2026 10:48 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3130204,MAA TARATARINI ELECTRICALS,15-Oct-2025 09:08 PM,Rejected-AOC,Reject in lottery,18-Feb-2026 10:48 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3128169,M/s BINAYAK AGENCY,14-Oct-2025 06:43 PM,Rejected-AOC,Reject in lottery,18-Feb-2026 10:48 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3130281,M/s MARUTI ASSOCIATES,15-Oct-2025 10:01 PM,Rejected-AOC,Reject in lottery,18-Feb-2026 10:48 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3129153,NIKHEL KUMAR SAHU,15-Oct-2025 12:59 PM,Rejected-AOC,Reject in lottery,18-Feb-2026 10:48 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3128490,SANJIT KUMAR PATTNAIK,14-Oct-2025 09:57 PM,Rejected-AOC,Reject in lottery,18-Feb-2026 10:48 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3126646,SHIBASHIS PANIGRAHI,14-Oct-2025 06:39 PM,Rejected-AOC,Reject in lottery,18-Feb-2026 10:48 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3130019,Sidhesh Prasad Sahu,16-Oct-2025 01:39 PM,Rejected-AOC,Reject in lottery,18-Feb-2026 10:48 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
