Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Construction of (R and B ) Section office at Thakurmunda Section in the District of Mayurbhanj for the year 2025-26 as per letter no.40330 dt.23.10.2025 (Buildings work),Construction of (R and B ) Section office at Thakurmunda Section in the District of Mayurbhanj for the year 2025-26 as per letter no.40330 dt.23.10.2025 (Buildings work),NA ,NA ,"45,75,875",Civil Works - Buildings,NA ,Tender,90.0,120.0,Mayurbhanj,757043.0,NA ,NA ,NA ,"ROADSAND BUILDINGS DIVISION, RAIRANGPUR",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"RC, PAN,GSTIN,VAILD LICENSE, MACHINERIES, AFFIDAVIT AND OTHER DOCUMENTS as per DTCN",Divisional Officer,"ROADS AND BUILDINGS DIVISION, RAIRANGPUR","6,000",0.0,Nil,Nil,No,16-Dec-2025 12:00 PM,23-Dec-2025 11:00 AM,16-Dec-2025 12:00 PM,22-Dec-2025 04:00 PM,16-Dec-2025 12:00 PM ,22-Dec-2025 04:00 PM ,16-Dec-2025 12:00 PM,22-Dec-2025 04:00 PM,12-Feb-2026 11:00 AM,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-RAIRANGPUR,40.0,2025_EICCL_123253_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"45,759",Yes,percentage,1.0%,Nil,Nil,AOC,SUMIT SOURAV SAHU,Internal,samiran nandy s. amarnath subudhi,S. AMARNATH SUBUDHI,26-Feb-2026 11:50 AM,finsummary_571778.pdf (1181.36 KB),Technical,5 nos of bidders are participated in Technical evalution,S. AMARNATH SUBUDHI,23-Dec-2025 12:58 PM,,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-RAIRANGPUR,2025_EICCL_123253_1,40.0,Construction of (R and B ) Section office at Thakurmunda Section in the District of Mayurbhanj for the year 2025-26 as per letter no.40330 dt.23.10.2025 (Buildings work),1.0,3322892.0,RAJESH KUMAR BARIK,INR,"3,889,951.311",1,3318274,DEBASMITA PRIYADARSHINI,19-Dec-2025 08:09 PM,Rejected-AOC,Lottery,26-Feb-2026 12:02 PM,26-Feb-2026,"INR 3,889,951.311",120.0,S. AMARNATH SUBUDHI,26-Feb-2026 12:02 PM,683.pdf (1181.00 KB),Finance,OPENED,Sumit Saurav Sahu,12-Feb-2026 12:18 PM,,BOQ Comparative Chart,SUMIT SOURAV SAHU,Internal,SAMIRAN NANDY S AMARNATH SUBUDHI,S. AMARNATH SUBUDHI,09-Feb-2026 02:12 PM,12-Feb-2026 11:00 AM,techsummary_571778.pdf (2956.29 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3322564,MAHAMMAD MASUD ALAM,22-Dec-2025 02:14 PM,Rejected-Technical,DISQUALIFIED,09-Feb-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3321042,PRITAM KHILLAR,21-Dec-2025 08:13 PM,Rejected-Technical,DISQUALIFIED,09-Feb-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3322892,RAJESH KUMAR BARIK,22-Dec-2025 03:28 PM,Accepted-AOC,Lottery Winner,26-Feb-2026 12:02 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3322989,RAKESH KUMAR TUDU,22-Dec-2025 03:48 PM,Rejected-Finance,Due to Less quoted rate,26-Feb-2026 11:50 AM,,,,,,,,,,,,,,,,,,,,AOC
