Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,Total 8nos bidders are opened.6 nos are admitted out of 8.,Rabindra Kumar Behera,05-Feb-2026 01:07 PM,finance_553439.pdf,BOQ Comparative Chart,1.0,3120028.0,BASUDEV RAO,INR,"3,480,868",EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-MALKANGIRI,2025_EICCL_118398_1,SE (R and B)-MLK-15/2025-26,"Renovation of the office of the District Education Office, Malkangiri such as fitting, fixing of M.S grill, UPVC, sliding window, flush door, gypsum ceiling and grading concrete etc. for the year 2025-26.",Er. Rabindra Kumar Behera,Internal,Saktikant mohanty,Rabindra Kumar Behera,05-Feb-2026 01:38 PM,finsummary_553439.pdf (1060.22 KB),Er. Rabindra Kumar Behera,Internal,Saktikant Mohanty,Rabindra Kumar Behera,05-Feb-2026 01:11 PM,techsummary_553439.pdf (1060.22 KB),1,3112144,AJIT KUMAR MALLICK,06-Oct-2025 01:07 PM,Rejected-AOC,Disqualified through transparent lottery,05-Feb-2026 01:49 PM,05-Feb-2026,"INR 3,480,868",90.0,Rabindra Kumar Behera,05-Feb-2026 01:48 PM,AOC.pdf (1408.00 KB),AOC,"SE (R and B) Division, Malkangiri","SE (R and B) Division, Malkangiri","6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-MALKANGIRI,SE (R and B)-MLK-15/2025-26,2025_EICCL_118398_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,23-Sep-2025 11:00 AM,10-Oct-2025 11:00 AM,23-Sep-2025 11:00 AM,09-Oct-2025 04:00 PM,NA ,NA ,23-Sep-2025 11:00 AM,09-Oct-2025 04:00 PM,"Renovation of the office of the District Education Office, Malkangiri such as fitting, fixing of M.S grill, UPVC, sliding window, flush door, gypsum ceiling and grading concrete etc. for the year 2025-26.",Civil Work,Please Refer tender document ,NA ,,Civil Works - Buildings,NA ,Tender,90.0,90.0,Malkangiri,764045.0,NA ,NA ,NA ,"SE (R and B) Division, Malkangiri",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, RC, VAT, GSTN, PAN, LABOUR LICENSE AND OTHER DOCUMENTS AS PER DTCN","41,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3120220,ASHIS SARKAR,09-Oct-2025 03:49 PM,Not Admitted-Fee/PreQual/Technical/Finance,"Others-The executed works were not done in the preceding 3 financial years, hence experience certificate not valid.",05-Feb-2026 01:07 PM,,,,,,,AOC,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3117945,B. Arun Patra,08-Oct-2025 08:35 PM,Rejected-AOC,Disqualified through transparent lottery,05-Feb-2026 01:49 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3120028,BASUDEV RAO,09-Oct-2025 03:29 PM,Accepted-AOC,Selected through transparent lottery,05-Feb-2026 01:49 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3100735,CHITTA RANJAN SARKAR,26-Sep-2025 01:25 PM,Rejected-AOC,Disqualified through transparent lottery,05-Feb-2026 01:49 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3100553,NARASINGH NAYAK,25-Sep-2025 10:12 PM,Rejected-AOC,Disqualified through transparent lottery,05-Feb-2026 01:49 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3119285,Pradeepta Kumar Panda,09-Oct-2025 12:49 PM,Rejected-AOC,Disqualified through transparent lottery,05-Feb-2026 01:49 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3117747,Smt. Anjali Behera,08-Oct-2025 07:36 PM,Not Admitted-Fee/PreQual/Technical/Finance,"Others-The executed works were not done in the preceding 3 financial years, hence experience certificate not valid.",05-Feb-2026 01:07 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
