Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Tender Stage
22-Feb-2026,"INR 1,700,001",60.0,Raju Dhaunlia,22-Feb-2026 07:13 PM,Hanu151.pdf (665.00 KB),151P-I,1,3164575,BIJAY KUMAR BEHERA,28-Oct-2025 07:33 PM,Rejected-Finance,Not won,22-Feb-2026 07:10 PM,1.0,3167358.0,SNIGDHA SAHOO,INR,"1,700,001",CE RW I||RWCIRCLE-ANGUL||RW-DIVISION-ANGUL,2025_CERWI_119974_18,Online AGL-06,Hanumanpur to Kaniha Via Patakhaman,Finance,10 Bid found,Raju Dhaunlia,22-Feb-2026 07:05 PM,finance_557981.pdf,BOQ Comparative Chart,EE,Internal,DAO Est,Raju Dhaunlia,22-Feb-2026 07:10 PM,finsummary_557981.pdf (29.35 KB),EE,Internal,DAO Est,Raju Dhaunlia,22-Feb-2026 07:07 PM,techsummary_557981.pdf (29.35 KB),AOC,CE RW I||RWCIRCLE-ANGUL||RW-DIVISION-ANGUL,Online AGL-06,2025_CERWI_119974_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"16,950",Yes,fixed,,Nil,Nil,Hanumanpur to Kaniha Via Patakhaman,Hanumanpur to Kaniha Via Patakhaman,Please refer Tender documents. ,NA ,"16,95,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Angul,759143.0,NA ,NA ,NA ,"O/O Executive Engineer, R.W.Division, Angul",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD Online, RC PAN GST Affidavit regarding correctness No relation Certificate",24-Oct-2025 02:45 PM,30-Oct-2025 06:00 PM,24-Oct-2025 02:45 PM,30-Oct-2025 05:00 PM,24-Oct-2025 02:45 PM ,29-Oct-2025 05:00 PM ,24-Oct-2025 02:45 PM,30-Oct-2025 05:00 PM,1.0,ICICI BANK,"Executive Engineer, R.W.Division, Angul","Executive Engineer, R.W.Division, Angul",AOC
,,,,,,,2,3166904,DILLIP KUMAR BEHERA,30-Oct-2025 04:17 PM,Rejected-Finance,Not won,22-Feb-2026 07:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC
,,,,,,,3,3166883,M/S NANDA KISHORE NATH,30-Oct-2025 09:57 AM,Rejected-Finance,Not won,22-Feb-2026 07:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,AOC
,,,,,,,4,3162393,MURALIDHAR SAMAL,28-Oct-2025 11:22 AM,Rejected-Finance,Not won,22-Feb-2026 07:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3165503,PREMALATA SAMAL,29-Oct-2025 11:43 AM,Rejected-Finance,Not won,22-Feb-2026 07:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3163688,PUSPALATA SAHOO,28-Oct-2025 03:12 PM,Rejected-Finance,Not won,22-Feb-2026 07:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3164320,SARASWATI PRADHAN,29-Oct-2025 07:05 AM,Rejected-Finance,Not won,22-Feb-2026 07:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3164355,Saroj Kumar Pradhan,29-Oct-2025 07:29 AM,Rejected-Finance,Not won,22-Feb-2026 07:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3167358,SNIGDHA SAHOO,30-Oct-2025 01:39 PM,Accepted-AOC,Ok,22-Feb-2026 07:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3162287,TUSARKANTA PRADHAN,28-Oct-2025 10:58 AM,Rejected-Finance,Not won,22-Feb-2026 07:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
