S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,15-Nov-2025 10:00 AM,21-Nov-2025 11:00 AM,15-Nov-2025 10:00 AM,20-Nov-2025 05:00 PM,NA ,NA ,15-Nov-2025 10:00 AM,20-Nov-2025 05:00 PM,"2,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,Tender Online Divn. BBSR - 23/2025-26,2025_CERWI_121224_36,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Cost EMD GSTIN PAN Contractor RC Affidavits undertakings and any other document as per DTCN,"2,540",Yes,percentage,1.0%,Nil,Nil,RI Office at Brahmnasadangi for the year 2025-26,RI Office at Brahmnasadangi for the year 2025-26,Please refer Tender documents. ,NA ,"2,54,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,S.E. R.W. Divn. BBSR,751013.0,NA ,NA ,NA ,O/o S.E. R.W. Divn. BBSR,No ,No,S.E. R.W. Divn. BBSR,O/o S.E. R.W. Divn. BBSR,AOC,"SE RW, Bhubaneswar",Internal,DAO and Estimator,Shrabani Routray,30-Jan-2026 12:20 PM,techsummary_564406.pdf (618.34 KB),"SE RW, Bhubaneswar",Internal,DAO and Estimator,Shrabani Routray,30-Jan-2026 12:23 PM,finsummary_564406.pdf (618.34 KB),Finance,13 nos of bidder are participated,Shrabani Routray,24-Nov-2025 01:02 PM,,BOQ Comparative Chart,1,3236099,ALOK RANJAN MOHAPATRA,18-Nov-2025 05:58 PM,Rejected-Technical,Technically not Qualified,30-Jan-2026 12:20 PM,1.0,3241428.0,RAJKISHORE MALLICK,INR,"254,187.81",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2025_CERWI_121224_36,Tender Online Divn. BBSR - 23/2025-26,RI Office at Brahmnasadangi for the year 2025-26,09-Feb-2026,"INR 254,187.81",60.0,Nirmal Chandra Jena,09-Feb-2026 04:21 PM,Brahmansadangi3.pdf (292.00 KB),AOC,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3239998,CHINMAYI PARIDA,20-Nov-2025 04:30 AM,Rejected-Technical,Technically not Qualified,30-Jan-2026 12:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3240488,JYOTIRANJAN CHHOTARAY,20-Nov-2025 10:49 AM,Rejected-Technical,Technically Not Qualified,30-Jan-2026 12:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3235575,KISHORE CHANDRA PRADHAN,18-Nov-2025 03:26 PM,Rejected-Technical,Technically Not Qualified,30-Jan-2026 12:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3227969,LAXMIPRIYA PRADHAN,15-Nov-2025 04:31 PM,Rejected-Technical,Technically Not Qualified,30-Jan-2026 12:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3241755,MANGARAJ BARIK,20-Nov-2025 02:43 PM,Rejected-Technical,Technically Not Qualified,30-Jan-2026 12:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3241463,NIBEDITA MANGARAJ,20-Nov-2025 01:49 PM,Rejected-Technical,Technically not Qualified,30-Jan-2026 12:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3242015,PRAFULLA PARIDA,20-Nov-2025 03:34 PM,Rejected-Technical,Technically Not Qualified,30-Jan-2026 12:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3241428,RAJKISHORE MALLICK,20-Nov-2025 01:46 PM,Accepted-AOC,L1 Bidder,09-Feb-2026 04:22 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3241672,RANJAN KUMAR JENA,20-Nov-2025 02:22 PM,Rejected-Technical,Technically Not Qualified,30-Jan-2026 12:20 PM,,,,,,,,,,,,,,,,,AOC
