S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,3252287.0,Nihar Ranjan Behera,INR,"6,352,770.27",SUMIT SOURAV SAHU,Internal,SAMIRAN NANDY S AMARNATH SUBUDHI,Sumit Saurav Sahu,07-Feb-2026 11:44 AM,finsummary_565071.pdf (1247.22 KB),Technical,7 nos of bidder are participated for Technical Evalution.,S. AMARNATH SUBUDHI,29-Nov-2025 05:49 PM,,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-RAIRANGPUR,2025_EICCL_121449_1,35.0,Construction of Need Based Infrastructure of Paddy Procurement Building Centre at Kulughutu under Badadalima Lampcs Tiring Block in the District ofMayrubhanj for the year 2025-26,Finance,Opened,S. AMARNATH SUBUDHI,12-Dec-2025 11:39 AM,,BOQ Comparative Chart,SUMIT SOURAV SAHU,Internal,SAMIRAN NANDY AMARNATH SUBUDHI,Sumit Saurav Sahu,09-Dec-2025 04:14 PM,12-Dec-2025 11:00 AM,techsummary_565071.pdf (6347.66 KB),07-Feb-2026,"INR 6,352,770.27",120.0,Sumit Saurav Sahu,07-Feb-2026 11:48 AM,325.pdf (1247.00 KB),1,3254509,BARENDRA KRISHNA MATAGAJSINGH,25-Nov-2025 03:31 PM,Rejected-Technical,DISQUALIFIED,09-Dec-2025 04:14 PM,AOC,Divisional Officer,"ROADS and BUILDINGS DIVISION, RAIRANGPUR","74,730",Yes,percentage,1.0%,Nil,Nil,Construction of Need Based Infrastructure of Paddy Procurement Building Centre at Kulughutu under Badadalima Lampcs Tiring Block in the District ofMayrubhanj for the year 2025-26,Construction of Need Based Infrastructure of Paddy Procurement Building Centre at Kulughutu under Badadalima Lampcs Tiring Block in the District ofMayrubhanj for the year 2025-26,NA ,NA ,"74,72,968",Civil Works - Buildings,NA ,Tender,90.0,120.0,Rairangpur,757043.0,NA ,NA ,NA ,"ROADS and BUILDINGS DIVISION, RAIRANGPUR",No ,No,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-RAIRANGPUR,35.0,2025_EICCL_121449_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"RC, PAN,GSTIN,VAILD LICENSE, MACHINERIES, AFFIDAVIT AND OTHER DOCUMENTS as per DTCN",19-Nov-2025 10:00 AM,26-Nov-2025 11:00 AM,19-Nov-2025 10:00 AM,25-Nov-2025 04:00 PM,19-Nov-2025 10:00 AM ,25-Nov-2025 04:00 PM ,19-Nov-2025 10:00 AM,25-Nov-2025 04:00 PM,12-Dec-2025 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3253763,BASANTA KUMAR MOHANTY,25-Nov-2025 01:31 PM,Rejected-AOC,Lottery,07-Feb-2026 11:48 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3251370,MANARANJAN MANDAL,24-Nov-2025 04:15 PM,Rejected-Technical,DISQUALIFIED,09-Dec-2025 04:14 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3252287,Nihar Ranjan Behera,25-Nov-2025 01:56 PM,Accepted-AOC,Lottery Winner,07-Feb-2026 11:48 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3254456,RAMESH KUMAR PURTY,25-Nov-2025 03:01 PM,Rejected-Technical,DISQUALIFIED,09-Dec-2025 04:14 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3253982,SAROJ KUMAR PARIDA,25-Nov-2025 01:07 PM,Rejected-AOC,Lottery,07-Feb-2026 11:48 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3253367,SRI SAPAN KUMAR MOHANTA,25-Nov-2025 11:35 AM,Rejected-Technical,DISQUALIFIED,09-Dec-2025 04:14 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
