Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits as per DTCN",15-Oct-2025 11:00 AM,13-Nov-2025 12:30 PM,15-Oct-2025 11:00 AM,11-Nov-2025 05:00 PM,15-Oct-2025 11:00 AM ,22-Oct-2025 05:00 PM ,15-Oct-2025 11:00 AM,11-Nov-2025 05:00 PM,17-Nov-2025 11:30 AM,1.0,ICICI BANK,Improvement of Water Supply System with Ancillary Works to Pipili Town (24x7 water supply to Pipili NAC) including O and M period of 5 years,Improvement of Water Supply System with Ancillary Works to Pipili Town (24x7 water supply to Pipili NAC) including O and M period of 5 years,Please refer Tender documents. ,NA ,"16,05,32,000",Civil Works - Water Works,NA ,Tender,120.0,365.0,Pipili NAC,752104.0,NA ,NA ,NA ,Bhubaneswar,No ,No,"16,05,000",Yes,fixed,,Nil,Nil,WATCO Bhubaneswar,WATCO (W)-20/2025-26 Dtd.09.10.2025,2025_WATCO_119451_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,1st Corrigendum,Date,,Managing Director,"The Managing Director, WATCO Ground Floor, Unnati Bhawan, Satyanagar, Bhubaneswar-751007, Odisha, India (0674) 2571444","11,800",Nil,Nil,No,AOC,09-Feb-2026,"INR 136,468,533",365.0,JAYALAXMI BISWAL,09-Feb-2026 03:10 PM,AOC.pdf (724.00 KB),1,3176551,BALAJI SOLAR SYSTEMS,05-Nov-2025 05:52 PM,Rejected-AOC,Not a lowest bidder,09-Feb-2026 03:11 PM,Finance,Two no financial bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Debabrata Mohanty,17-Nov-2025 12:26 PM,,BOQ Comparative Chart,Managing Director,Internal,,JAYALAXMI BISWAL,14-Nov-2025 06:07 PM,17-Nov-2025 11:30 AM,techsummary_555835.pdf (3067.76 KB),Managing Director,Internal,,JAYALAXMI BISWAL,09-Feb-2026 03:08 PM,finsummary_555835.pdf (417.68 KB),WATCO Bhubaneswar,2025_WATCO_119451_1,WATCO (W)-20/2025-26 Dtd.09.10.2025,Improvement of Water Supply System with Ancillary Works to Pipili Town (24x7 water supply to Pipili NAC) including O and M period of 5 years,Technical,Three no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Debabrata Mohanty,13-Nov-2025 12:39 PM,,1.0,3207652.0,RAMAKANTA PANDA,INR,"136,468,533",AOC
,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3207652,RAMAKANTA PANDA,10-Nov-2025 02:32 PM,Accepted-AOC,Lowest bidder,09-Feb-2026 03:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3212587,SUSHREE SASMITA PRADHAN,11-Nov-2025 03:59 PM,Rejected-Technical,Technically disqualified,14-Nov-2025 06:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
