Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
EXECUTIVE OFFICER,ANANDAPUR MUNICIPALITY,"16,775",Yes,percentage,1.0%,Nil,Nil,Const. Of Road from NH service road to Mandakini Madam house in Ward-13,Const. Of Road from NH service road to Mandakini Madam house in Ward-13,Please refer Tender documents. ,NA ,"16,77,531",Civil Works - Others,NA ,Tender,180.0,60.0,ANANDAPUR MUNICIPALITY,758021.0,NA ,NA ,NA ,ANANDAPUR MUNICIPALITY,No ,No,1.0,Fee/PreQual/Technical/Finance,.xls,boq,1.0,ICICI BANK,Municipal Bodies||Anandapur Municipal Council,AM-ANDP-03/2025-26,2025_ORULB_119926_52,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,30-Oct-2025 12:00 PM,14-Nov-2025 11:00 AM,30-Oct-2025 12:00 PM,13-Nov-2025 05:00 PM,NA ,NA ,30-Oct-2025 12:00 PM,13-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,AOC,cp,Internal,,Debaprasad Bal,02-Feb-2026 04:25 PM,techsummary_558141.pdf (168.07 KB),cp,Internal,,Chittaranjan Sethy,17-Feb-2026 07:52 PM,finsummary_558141.pdf (55.85 KB),Finance,k,Debaprasad Bal,20-Nov-2025 11:17 AM,,BOQ Comparative Chart,1,3210312,ASHIS PATTANAYAK,10-Nov-2025 11:45 PM,Rejected-Finance,k,17-Feb-2026 07:52 PM,Municipal Bodies||Anandapur Municipal Council,2025_ORULB_119926_52,AM-ANDP-03/2025-26,Const. Of Road from NH service road to Mandakini Madam house in Ward-13,1.0,3210425.0,LIMA MANGAL,INR,"1,682,762",17-Feb-2026,"INR 1,682,762",60.0,Chittaranjan Sethy,17-Feb-2026 07:55 PM,commite.pdf (56.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,refer dtcn,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3203677,CHAMPABATI TARAI,10-Nov-2025 09:29 PM,Rejected-Finance,k,17-Feb-2026 07:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3221936,GITA RANI SAHOO,13-Nov-2025 04:07 PM,Rejected-Finance,k,17-Feb-2026 07:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3184822,KAMALAKANTA BEHERA,05-Nov-2025 04:03 PM,Rejected-Finance,k,17-Feb-2026 07:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3210425,LIMA MANGAL,10-Nov-2025 11:03 PM,Accepted-AOC,k,17-Feb-2026 07:55 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3182386,SANJAYA KUMAR JENA,04-Nov-2025 08:28 PM,Rejected-Finance,k,17-Feb-2026 07:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3217213,Sri Jagannath Agency and Consultancy Service,12-Nov-2025 01:52 PM,Rejected-Finance,k,17-Feb-2026 07:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3186154,SURENDRA KUMAR SAHOO,05-Nov-2025 08:20 PM,Rejected-Finance,k,17-Feb-2026 07:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3218556,Swarna Prava Mahakud,12-Nov-2025 06:19 PM,Rejected-Finance,k,17-Feb-2026 07:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3221165,YUDHISTHIR PRADHAN,13-Nov-2025 03:32 PM,Rejected-Finance,k,17-Feb-2026 07:52 PM,,,,,,,,,,,,,,,,AOC
