Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
25-Nov-2025 12:55 PM,03-Dec-2025 10:00 AM,25-Nov-2025 12:55 PM,02-Dec-2025 05:00 PM,NA ,NA ,25-Nov-2025 12:55 PM,02-Dec-2025 05:00 PM,"SE RW Division, Sambalpur","SE RW Division, Sambalpur",CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-SAMBALPUR,Tenderonline SBPR-09 of 25-26,2025_CERWI_121270_38,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"3,360",Yes,percentage,1.0%,Nil,Nil,Repair to Government Ayurvedic Dispensary Building at Chhachanpali for the year 25-26,Repair to Government Ayurvedic Dispensary Building at Chhachanpali for the year 25-26,Please refer Tender documents. ,NA ,"3,36,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,Sambalpur,768001.0,NA ,NA ,NA ,"SE RW Division, Sambalpur",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online proof copy of Tender cost, EMD, GSTIN, PAN, RC, Affidavit","2,000",0.0,Nil,Nil,No,AOC,SE,Internal,,Ashirbad Panda,06-Feb-2026 04:34 PM,finsummary_566756.pdf (193.30 KB),SE,Internal,,Ashirbad Panda,06-Feb-2026 04:25 PM,techsummary_566756.pdf (193.30 KB),06-Feb-2026,"INR 285,759",60.0,Ashirbad Panda,06-Feb-2026 04:41 PM,111.pdf (193.00 KB),aoc,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-SAMBALPUR,2025_CERWI_121270_38,Tenderonline SBPR-09 of 25-26,Repair to Government Ayurvedic Dispensary Building at Chhachanpali for the year 25-26,1.0,3270015.0,BIBHUTIBHUSHAN PANDA,INR,"285,759",1,3262295,BHAGABAN PRADHAN,28-Nov-2025 09:27 AM,Rejected-Technical,ok,06-Feb-2026 04:25 PM,Finance,All 14nos.,Ashirbad Panda,08-Dec-2025 10:51 AM,finance_566756.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3270015,BIBHUTIBHUSHAN PANDA,02-Dec-2025 11:42 AM,Accepted-AOC,ok,06-Feb-2026 04:41 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3267362,GANESH PRADHAN,30-Nov-2025 09:56 AM,Rejected-Technical,ok,06-Feb-2026 04:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3268264,KAUSHTUB KUMAR AGARWAL,30-Nov-2025 07:22 PM,Rejected-Technical,ok,06-Feb-2026 04:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3261591,KISHOR KUMAR SARANGI,29-Nov-2025 08:23 PM,Rejected-Technical,ok,06-Feb-2026 04:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3267852,MANASH RANJAN MAHAPATRA,30-Nov-2025 03:39 PM,Rejected-Technical,ok,06-Feb-2026 04:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3271313,MANOJ KUMAR MAHAPATRA,02-Dec-2025 01:32 AM,Rejected-Technical,ok,06-Feb-2026 04:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3271323,Nalini Meher,02-Dec-2025 12:58 PM,Rejected-Technical,ok,06-Feb-2026 04:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3268032,PADMINI SINGH,30-Nov-2025 05:45 PM,Rejected-Technical,ok,06-Feb-2026 04:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3262119,PUSPANJALI DEHURI,28-Nov-2025 06:38 AM,Rejected-Technical,ok,06-Feb-2026 04:25 PM,,,,,,,AOC
