Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,11SERW BLS 2025-26,2026_CERWI_124439_22,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"10,169",Yes,percentage,1.0%,Nil,Nil,"SE RW Division, Balasore","O/o the SE RURAL WORKS DIVISION, BALASORE",1.0,Fee/PreQual/Technical/Finance,.pdf,"P. cost, EMD, RC, PAN, valid GSTIN, Affidavit, No relation certificate and other as per DTCN","6,000",0.0,Nil,Nil,No,12-Jan-2026 11:00 AM,20-Jan-2026 11:00 AM,12-Jan-2026 11:00 AM,19-Jan-2026 05:00 PM,12-Jan-2026 11:00 AM ,19-Jan-2026 01:00 PM ,12-Jan-2026 11:00 AM,19-Jan-2026 05:00 PM,PWD road to Dwarika Road,PWD road to Dwarika Road,Please refer tender documents ,NA ,"10,16,937",Civil Works - Roads,NA ,Tender,90.0,60.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, BALASORE",No ,No,AOC,Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,19-Feb-2026 12:56 PM,techsummary_575214.pdf (463.94 KB),Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,19-Feb-2026 01:00 PM,finsummary_575214.pdf (463.93 KB),Finance,Document downloaded,Soubhagya Kumar Das,20-Jan-2026 06:01 PM,,BOQ Comparative Chart,19-Feb-2026,"INR 864,498",60.0,Soubhagya Kumar Das,19-Feb-2026 01:04 PM,Tcn11SL22.pdf (464.00 KB),1,3359858,BASANTA KUMAR PATRA,19-Jan-2026 03:34 PM,Rejected-AOC,Not Qualified,19-Feb-2026 01:04 PM,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2026_CERWI_124439_22,11SERW BLS 2025-26,PWD road to Dwarika Road,1.0,3352922.0,MADHURI BHOL,INR,"864,498",AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3355729,BHASKAR CHANDRA DASH,19-Jan-2026 12:11 PM,Rejected-AOC,Not Qualified,19-Feb-2026 01:04 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3356355,KAMALESH KUMAR DASH,17-Jan-2026 06:12 PM,Rejected-AOC,Not Qualified,19-Feb-2026 01:04 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3355755,LAXMANA SINGHA,17-Jan-2026 06:52 PM,Rejected-AOC,Not Qualified,19-Feb-2026 01:04 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3358852,MAA JAGADHATRI LCCS LTD,18-Jan-2026 08:38 PM,Rejected-AOC,Not Qualified,19-Feb-2026 01:04 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,3352922,MADHURI BHOL,16-Jan-2026 09:18 AM,Accepted-AOC,Qualified,19-Feb-2026 01:04 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,3353084,MAHADEBI PARTIHARI,17-Jan-2026 05:44 PM,Rejected-AOC,Not Qualified,19-Feb-2026 01:04 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,3358745,MAUSUMI BEHERA,18-Jan-2026 08:25 PM,Rejected-AOC,Not Qualified,19-Feb-2026 01:04 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,3360193,PRADEEPTI CHAND,19-Jan-2026 04:59 PM,Rejected-AOC,Not Qualified,19-Feb-2026 01:04 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,3358393,RABINDRA NATH PARIDA,19-Jan-2026 03:59 PM,Rejected-AOC,Not Qualified,19-Feb-2026 01:04 PM,,,,,,,,,,AOC
