Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
Oupada Ramachandrapur Road,Oupada Ramachandrapur Road,Please refer tender documents ,NA ,"8,47,384",Civil Works - Roads,NA ,Tender,90.0,60.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, BALASORE",No ,No,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,11SERW BLS 2025-26,2026_CERWI_124439_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"P. cost, EMD, RC, PAN, valid GSTIN, Affidavit, No relation certificate and other as per DTCN","4,000",0.0,Nil,Nil,No,"8,474",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,12-Jan-2026 11:00 AM,20-Jan-2026 11:00 AM,12-Jan-2026 11:00 AM,19-Jan-2026 05:00 PM,12-Jan-2026 11:00 AM ,19-Jan-2026 01:00 PM ,12-Jan-2026 11:00 AM,19-Jan-2026 05:00 PM,"SE RW Division, Balasore","O/o the SE RURAL WORKS DIVISION, BALASORE",AOC,Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,19-Feb-2026 12:25 PM,techsummary_575212.pdf (507.50 KB),Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,19-Feb-2026 12:28 PM,finsummary_575212.pdf (507.50 KB),Finance,Document downloaded,Soubhagya Kumar Das,20-Jan-2026 05:48 PM,finance_575212.pdf,BOQ Comparative Chart,1.0,3357337.0,RAMAKRUSHNA MOHAPATRA,INR,"720,361",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2026_CERWI_124439_20,11SERW BLS 2025-26,Oupada Ramachandrapur Road,1,3358980,BIKRAM KESHARI PATRA,18-Jan-2026 11:14 PM,Rejected-AOC,Not Qualified,19-Feb-2026 12:33 PM,19-Feb-2026,"INR 720,361",60.0,Soubhagya Kumar Das,19-Feb-2026 12:33 PM,Tcn11SL20.pdf (508.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3359240,DEEPAK KUMAR NAYAK,19-Jan-2026 12:37 PM,Rejected-AOC,Not Qualified,19-Feb-2026 12:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3359372,GOBINDA CHANDRA SWAIN,19-Jan-2026 12:13 PM,Rejected-AOC,Not Qualified,19-Feb-2026 12:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3359515,KHIRODA KUMAR NAYAK,19-Jan-2026 02:06 PM,Rejected-AOC,Not Qualified,19-Feb-2026 12:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3352919,MADHURI BHOL,16-Jan-2026 09:12 AM,Rejected-AOC,Not Qualified,19-Feb-2026 12:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3355205,MAHENDRA SETHI,17-Jan-2026 03:16 PM,Rejected-AOC,Not Qualified,19-Feb-2026 12:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3358644,MILAN KUMAR DAS,18-Jan-2026 08:45 PM,Rejected-AOC,Not Qualified,19-Feb-2026 12:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3357036,MUKTIKANTA BEHERA,17-Jan-2026 07:04 PM,Rejected-AOC,Not Qualified,19-Feb-2026 12:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3360091,PRADEEPTI CHAND,19-Jan-2026 04:45 PM,Rejected-AOC,Not Qualified,19-Feb-2026 12:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3357337,RAMAKRUSHNA MOHAPATRA,17-Jan-2026 04:00 PM,Accepted-AOC,Qualified,19-Feb-2026 12:33 PM,,,,,,,AOC
