Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"10,000",0.0,Nil,Nil,No,Construction of 1 No E type quarters at Tumudibandha in the District of Kandhamal for the year 2025-26 (Ltr no.27081 dt.11.07.2025) (Building Work),Construction of 1 No E type quarters at Tumudibandha in the District of Kandhamal for the year 2025-26 (Ltr no.27081 dt.11.07.2025) (Building Work),NA ,NA ,"55,30,828",Civil Works - Buildings,NA ,Tender,90.0,180.0,Kandhamal,762103.0,NA ,NA ,NA ,"ROADS and BUILDINGS DIVISION, BALLIGUDA",No ,No,EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB DIVN BALIGUDA,S.E. BLG-10/2025-26,2025_EICCL_118318_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Divisional Officer,"ROADS and BUILDINGS DIVISION, BALLIGUDA",1,ICICI BANK,22-Sep-2025 11:00 AM,08-Oct-2025 11:30 AM,22-Sep-2025 11:00 AM,07-Oct-2025 05:00 PM,22-Sep-2025 11:00 AM ,07-Oct-2025 05:00 PM ,22-Sep-2025 11:00 AM,07-Oct-2025 05:00 PM,20-Nov-2025 11:30 AM,"56,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,"TPC, EMD, GSTIN, PAN, RC and other required documents as per DTCN.",AOC,SE,Internal,DAO,Lopamudra Nanda,02-Feb-2026 05:28 PM,finsummary_553198.pdf (1612.47 KB),EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB DIVN BALIGUDA,2025_EICCL_118318_1,S.E. BLG-10/2025-26,Construction of 1 No E type quarters at Tumudibandha in the District of Kandhamal for the year 2025-26 (Ltr no.27081 dt.11.07.2025) (Building Work),Technical,notesheet,Lopamudra Nanda,20-Nov-2025 11:16 AM,technical_553198.pdf,1.0,3113933.0,SUDIPTA KUMAR RATHA,INR,"4,701,757",1,3113583,SUBASHIS SAHOO,07-Oct-2025 11:34 AM,Rejected-Finance,Not Winner in lottery system,02-Feb-2026 05:28 PM,02-Feb-2026,"INR 4,701,757",180.0,Dinesh Kumar Sahu,02-Feb-2026 06:03 PM,AGRTETYPETUMUDIBANDHA.pdf (2240.00 KB),The work is awarded to Sudipta Kumar Ratha being 14.99% less than the estimated cost.,Finance,Notesheet,Lopamudra Nanda,02-Feb-2026 05:25 PM,finance_553198.pdf,BOQ Comparative Chart,DAO,Internal,DAO,Lopamudra Nanda,20-Nov-2025 11:19 AM,20-Nov-2025 11:30 AM,techsummary_553198.pdf (889.88 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,2,3113933,SUDIPTA KUMAR RATHA,07-Oct-2025 01:53 PM,Accepted-AOC,The work is awarded to Sudipta Kumar Ratha,02-Feb-2026 06:03 PM,,,,,,,,,,,,,,,,,,,,,AOC
