Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Dhenkanal||DHENKANAL (SADAR) Block,DSB-02/2025-26,2025_PRBDN_122867_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of Dermitory with Bathroom and Toilet at Sansailo Ashram School, Bhaliabolkateni of Sadar Block","Construction of Dermitory with Bathroom and Toilet at Sansailo Ashram School, Bhaliabolkateni of Sadar Block",Please refer Tender documents. ,NA ,"26,53,468",Civil Works - Buildings,NA ,Tender,90.0,180.0,Dhenkanal,759001.0,NA ,NA ,NA ,"Panchayat Samiti, Sadar, Dhenkanal",No ,No,"26,535",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"6,000",Nil,Nil,No,"BDO, Panchayat Samiti, Sadar, Dhenkanal","Panchayat Samiti, Sadar, Dhenkanal",10-Dec-2025 09:00 AM,23-Dec-2025 12:00 PM,10-Dec-2025 09:00 AM,22-Dec-2025 05:00 PM,NA ,NA ,10-Dec-2025 09:00 AM,22-Dec-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of tender paper and EMD in online, RC, PAN, GST, Affidavit and others as per DTCN",AOC,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Dhenkanal||DHENKANAL (SADAR) Block,2025_PRBDN_122867_7,DSB-02/2025-26,"Construction of Dermitory with Bathroom and Toilet at Sansailo Ashram School, Bhaliabolkateni of Sadar Block",BDO,Internal,AEE AEE BFO SO,RAHUL MANDAL,04-Feb-2026 05:20 PM,finsummary_570800.pdf (799.81 KB),Finance,All bids admitted,RAHUL MANDAL,23-Dec-2025 04:45 PM,,BOQ Comparative Chart,1.0,3316434.0,Tapaswini Mohapatra,INR,"2,255,712.82",1,3322759,AKRURA SAHOO,22-Dec-2025 02:54 PM,Rejected-AOC,Through Transparent Lottery System,04-Feb-2026 05:28 PM,04-Feb-2026,"INR 2,255,712.82",180.0,RAHUL MANDAL,04-Feb-2026 05:28 PM,workordersansailo.pdf (513.00 KB),Lowest Bidder Through Transparent Lottery System,BDO,Internal,AEE AEE BFO SO,RAHUL MANDAL,04-Feb-2026 04:21 PM,techsummary_570800.pdf (661.22 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,2,3322401,DHIREN KUMAR ROUT,22-Dec-2025 01:44 PM,Rejected-AOC,Through Transparent Lottery System,04-Feb-2026 05:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3320446,JITENDRA SAHOO,21-Dec-2025 01:33 PM,Rejected-AOC,Through Transparent Lottery System,04-Feb-2026 05:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3314355,K M CONSTRUCTION PROPRIETOR DIBYA RANJAN MALIK,18-Dec-2025 03:14 PM,Rejected-AOC,Through Transparent Lottery System,04-Feb-2026 05:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3319961,M/S. RAJ RIYANSH CONSTRUCTIONS,20-Dec-2025 08:22 PM,Rejected-AOC,Through Transparent Lottery System,04-Feb-2026 05:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3319117,"M/S SAI SHREE CONSTRUCTIONS, PROP. SANGYASENI ROUT",20-Dec-2025 01:15 PM,Rejected-AOC,Through Transparent Lottery System,04-Feb-2026 05:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3321039,RATIKANTA SWAIN,21-Dec-2025 08:12 PM,Rejected-AOC,Through Transparent Lottery System,04-Feb-2026 05:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3323010,Sasmita Sahoo,22-Dec-2025 03:53 PM,Rejected-AOC,Through Transparent Lottery System,04-Feb-2026 05:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3319225,SRUTIRANJAN BEHERA,20-Dec-2025 01:48 PM,Rejected-AOC,Through Transparent Lottery System,04-Feb-2026 05:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3320317,SUJIT KUMAR MAHAMANSINGH,21-Dec-2025 12:23 PM,Rejected-AOC,Through Transparent Lottery System,04-Feb-2026 05:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3316434,Tapaswini Mohapatra,19-Dec-2025 06:35 PM,Accepted-AOC,Lowest Bidder Through Transparent Lottery System,04-Feb-2026 05:28 PM,,,,,,,,,,,,,,AOC
