Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,Nine bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Sanjukta Sa,29-Oct-2024 12:20 PM,finance_509849.pdf,BOQ Comparative Chart,1.0,2587274.0,LALITENDU PARIDA,INR,"3,536,509",Municipal Bodies||Cuttack Municipal Corporation,2024_ORULB_104854_9,MCCMCCTC_Div-III_No15/2024-25,Construction of RCC drain with cover slab from Gosala Level Crossing to Sani Mandir in Ward No.51.,Deputy Executive Engineer,Internal,Executive Engineer,Sanjukta Sa,14-Feb-2026 12:55 PM,finsummary_509849.pdf (85.23 KB),Deputy Executive Engineer,Internal,Executive Engineer,Sanjukta Sa,14-Feb-2026 12:52 PM,techsummary_509849.pdf (85.23 KB),14-Feb-2026,"INR 3,536,509",90.0,Sanjukta Sa,14-Feb-2026 03:16 PM,chat.pdf (85.00 KB),wo,1,2589635,ABHIJIT DAS,22-Oct-2024 03:19 PM,Rejected-AOC,Rejected,14-Feb-2026 03:16 PM,AOC,1.0,1ST Corrigendum Notice,Technical Bid,,"41,700",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Municipal Bodies||Cuttack Municipal Corporation,MCCMCCTC_Div-III_No15/2024-25,2024_ORULB_104854_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,080",0.0,Nil,Nil,No,"Executive Engineer,Div-III","Bikash Bhawan,Jagannath Lane,Badambadi-753012",1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",Construction of RCC drain with cover slab from Gosala Level Crossing to Sani Mandir in Ward No.51.,Construction of RCC drain with cover slab from Gosala Level Crossing to Sani Mandir in Ward No.51.,Please refer Tender documents. ,NA ,"41,60,110",Civil Works - Others,NA ,Tender,105.0,90.0,CMC,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,15-Oct-2024 01:20 PM,25-Oct-2024 10:00 AM,15-Oct-2024 01:20 PM,22-Oct-2024 05:00 PM,NA ,NA ,15-Oct-2024 01:20 PM,22-Oct-2024 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2584869,ASIS PARIDA,19-Oct-2024 08:35 PM,Rejected-AOC,Rejected,14-Feb-2026 03:16 PM,AOC,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2589348,BISWAJIT SAMAL,22-Oct-2024 02:25 PM,Rejected-AOC,Rejected,14-Feb-2026 03:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2583841,CHIRANJIBI KAR,18-Oct-2024 07:53 PM,Rejected-AOC,Rejected,14-Feb-2026 03:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2587274,LALITENDU PARIDA,21-Oct-2024 03:51 PM,Accepted-AOC,Accepted,14-Feb-2026 03:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2587871,MANAS RANJAN BEHERA,22-Oct-2024 02:53 PM,Rejected-AOC,Rejected,14-Feb-2026 03:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2583138,Saroj Kumar Mallick,18-Oct-2024 12:49 PM,Rejected-AOC,Rejected,14-Feb-2026 03:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2582722,SATYA PRAKASH SUNDARAY,17-Oct-2024 09:05 PM,Rejected-AOC,Rejected,14-Feb-2026 03:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2583043,Sri Sisir Mallick,18-Oct-2024 12:06 PM,Rejected-AOC,Rejected,14-Feb-2026 03:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
