Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"S.E., Berhampur Irr. Division, Berhampur","S.E., Berhampur Irr. Division, Courtpeta, Berhampur",Renovation of VRB at RD 72580m of Rushikulya Main Canal near village Hugulapata of Rushikulya Irrigation System.,Renovation of VRB,Please refer Tender documents. ,NA ,"16,80,000",Civil Works - Canal,NA ,Tender,90.0,90.0,Berhampur,760004.0,NA ,NA ,NA ,"O/o S.E., Berhampur Irr. Division, Berhampur",No ,No,"16,800",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost, EMD, Registration Certificate, GSTIN, PAN, Other documents as per DTCN",12-Dec-2025 10:00 AM,23-Dec-2025 11:00 AM,12-Dec-2025 10:00 AM,22-Dec-2025 05:30 PM,12-Dec-2025 10:00 AM ,18-Dec-2025 03:30 PM ,12-Dec-2025 10:00 AM,22-Dec-2025 05:30 PM,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Chikiti Irrigation Divn Berhampur",e-BEID-02/2025-26,2025_CEBMB_122990_30,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,AOC,Subrat Kumar Patnaik,Internal,,Nandini Devi,17-Jan-2026 12:01 PM,finsummary_571464.pdf (226.25 KB),Subrat Kumar Patnaik,Internal,,Nandini Devi,09-Jan-2026 12:27 PM,techsummary_571464.pdf (226.25 KB),14-Feb-2026,"INR 1,428,415",90.0,SUBRAT PATNAIK,17-Feb-2026 03:04 PM,AOC_30.pdf (169.00 KB),Award to the Lottery Winner,1.0,3320601.0,SUVENDU KUMAR PRADHAN,INR,"1,428,415","CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Chikiti Irrigation Divn Berhampur",2025_CEBMB_122990_30,e-BEID-02/2025-26,Renovation of VRB at RD 72580m of Rushikulya Main Canal near village Hugulapata of Rushikulya Irrigation System.,1,3316796,ABHIMANYU SAHU,19-Dec-2025 01:03 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 03:04 PM,Finance,Twentyone bids downloaded successfully,CHANDINI KUMARI BASANTY,23-Dec-2025 03:01 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3320736,ASUTOSH PANIGRAHY,21-Dec-2025 05:42 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 03:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3319355,Aswini Kumar Dalai,22-Dec-2025 12:09 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 03:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3319159,BIPLAB KUMAR PRADHAN,20-Dec-2025 01:24 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 03:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3321925,B RAKESH PATRA,22-Dec-2025 12:20 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 03:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3322490,CHAKRAPANI BARADA,22-Dec-2025 02:00 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 03:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3300876,DEBADUTTA BISOYI,18-Dec-2025 08:27 AM,Rejected-AOC,Lottery Looser,17-Feb-2026 03:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3319300,DEEPAK KUMAR MOHAPATRA,20-Dec-2025 02:13 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 03:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3300385,G Kamaraju Reddy,18-Dec-2025 08:15 AM,Rejected-AOC,Lottery Looser,17-Feb-2026 03:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3319337,JOGENDRA SETHY,20-Dec-2025 04:31 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 03:04 PM,,,,,,,AOC
