S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,3083804.0,SMRUTI SOURABHA NAYAK,INR,"9,511,598.9",OFFICE OF THE CCE RAYAGADA,Internal,"CCE Rayagada, Executive Engineer RW Division Mohana, DAO Mohana, PA to CCE and AE Esitmator RW Circle Rayagada",Binod Behari Das,29-Jan-2026 06:59 PM,finsummary_551812.pdf (401.73 KB),CE RW I||RWCIRCLE-RAYAGADA,2025_CERWI_117771_1,NCB-14/RWCRDA/2025-26,Construction of Day Care PHC New Building at Deraba under R.Udayagiri Block stationed under 15th Finance Grant for the year 2024-25,Technical,VERIFIED,Arjuna Muduli,17-Sep-2025 04:41 PM,,Finance,Verified,Arjuna Muduli,12-Nov-2025 06:54 PM,finance_551812.pdf,BOQ Comparative Chart,OFFICE OF THE CCE RAYAGADA,Internal,"CCE Rayagada, Executive Engineer RW Division Mohana, DAO Mohana, PA to CCE and AE Esitmator RW Circle Rayagada",Binod Behari Das,05-Nov-2025 01:41 PM,11-Nov-2025 11:00 AM,techsummary_551812.pdf (358.57 KB),25-Feb-2026,"INR 9,511,598.9",270.0,Binod Behari Das,25-Feb-2026 01:41 PM,Deraba.pdf (262.00 KB),Work Awarded to Smruti Sourabha Nayak,1,3084040,ANIT KUMAR NAIK,16-Sep-2025 04:45 PM,Rejected-Finance,Awarded to SMRUTI SOURABHA NAYAK,29-Jan-2026 06:59 PM,AOC,"1,12,000",Yes,fixed,,Nil,Nil,08-Sep-2025 09:00 AM,17-Sep-2025 11:00 AM,08-Sep-2025 09:00 AM,16-Sep-2025 05:00 PM,08-Sep-2025 09:00 AM ,15-Sep-2025 05:00 PM ,08-Sep-2025 09:00 AM,16-Sep-2025 05:00 PM,11-Nov-2025 11:00 AM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Affidavit GSTIN PAN RC Annual Turn Over Electrical Joint Venture and other papers as per DTCN,CE RW I||RWCIRCLE-RAYAGADA,NCB-14/RWCRDA/2025-26,2025_CERWI_117771_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Chief Construction Engineer,"Office of the Chief Construction Engineer Rural Works Circle, Rayagada at Raniguda near Hatipathara road","10,000",0.0,Nil,Nil,No,Construction of Day Care PHC New Building at Deraba under R.Udayagiri Block stationed under 15th Finance Grant for the year 2024-25,Construction of Day Care PHC New Building at Deraba under R.Udayagiri Block stationed under 15th Finance Grant for the year 2024-25,NA ,NA ,"1,11,88,800",Civil Works - Buildings,NA ,Tender,90.0,270.0,Gajapati,761015.0,NA ,NA ,NA ,"Rural Works Circle, Rayagada",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3077316,DEEPAK KUMAR PANDA,12-Sep-2025 01:01 PM,Rejected-AOC,Work Awarded to Smruti Sourabha Nayak,25-Feb-2026 01:41 PM,AOC,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3080815,DIPTI RANJAN NAYAK,15-Sep-2025 12:35 PM,Rejected-Finance,Awarded to SMRUTI SOURABHA NAYAK,29-Jan-2026 06:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3082181,KEDARA NATHA SAHU,15-Sep-2025 06:45 PM,Rejected-Finance,Awarded to SMRUTI SOURABHA NAYAK,29-Jan-2026 06:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3083391,MANGALA PRASAD PARIDA,16-Sep-2025 01:03 PM,Rejected-Technical,DISQUALIFIED due to not furnishing Similar nature of work vide Clause No.1 f ii of DTCN,05-Nov-2025 01:41 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3083804,SMRUTI SOURABHA NAYAK,16-Sep-2025 03:32 PM,Accepted-AOC,Work Awarded to Smruti Sourabha Nayak,25-Feb-2026 01:41 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
