Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,"SE, M.I.DIVISION, SAMBALPUR",At Motijharan PO B.S.S.Nagar Dist Sambalpur PIN 768001,Improvement to Podabalanda MIP in Rairakhol Block of Sambalpur District under Improvement to Tanks and MIPs 2025-26.,Improvement to Podabalanda MIP in Rairakhol Block of Sambalpur District under Improvement to Tanks and MIPs 2025-26.,"ScanCopy of Licence,GST PAN,BidCost,EMD,Afidavit,NoRelation other as per DTCN ",NA ,"24,84,143",Civil Works - Others,NA ,Tender,90.0,90.0,Sambalpur,768001.0,NA ,NA ,NA ,"SE, M.I.DIVISION, SAMBALPUR",No ,No,"24,841",Yes,percentage,1.0%,Nil,Nil,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SAMBALPUR","SE,MID,SBP/11/2025-26",2025_CEMIB_122221_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"ScanCopy of Licence,GST PAN,BidCost,EMD,Afidavit,NoRelation other as per DTCN",29-Nov-2025 11:00 AM,09-Dec-2025 11:00 AM,29-Nov-2025 11:00 AM,08-Dec-2025 05:30 PM,NA ,NA ,29-Nov-2025 11:00 AM,08-Dec-2025 05:30 PM,AOC,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SAMBALPUR",2025_CEMIB_122221_1,"SE,MID,SBP/11/2025-26",Improvement to Podabalanda MIP in Rairakhol Block of Sambalpur District under Improvement to Tanks and MIPs 2025-26.,SE KS NAIK,Internal,AEE DAO AE,Kundan Singh Naik,19-Dec-2025 07:31 PM,finsummary_568003.pdf (725.75 KB),Finance,Admitted,Kundan Singh Naik,11-Dec-2025 06:12 PM,,BOQ Comparative Chart,1.0,3284689.0,BINAYA PRADHAN,INR,"2,111,769.49",1,3287705,ABHILAS PRADHAN,08-Dec-2025 09:12 AM,Rejected-AOC,Not Selected vide transparent lottery,03-Feb-2026 06:02 PM,06-Jan-2026,"INR 2,111,769.49",90.0,Kundan Singh Naik,03-Feb-2026 06:02 PM,1.pdf (461.00 KB),Work awarded to Sri Binaya Pradhan B Class Contractor,SE KS NAIK,Internal,AEE DAO AE,Kundan Singh Naik,19-Dec-2025 06:05 PM,techsummary_568003.pdf (222.81 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BILL OF QUANTITY,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3287933,AMAR KUMAR SINGH,08-Dec-2025 11:04 AM,Rejected-AOC,Not Selected vide transparent lottery,03-Feb-2026 06:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3288941,ARIN PRADHAN,08-Dec-2025 02:01 PM,Rejected-AOC,Not Selected vide transparent lottery,03-Feb-2026 06:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3287902,ASHUTOSH BADAMALI,08-Dec-2025 10:51 AM,Rejected-AOC,Not Selected vide transparent lottery,03-Feb-2026 06:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3285734,BADRINATH BHOI,07-Dec-2025 02:27 PM,Rejected-AOC,Not Selected vide transparent lottery,03-Feb-2026 06:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3288461,Banamali Behera,08-Dec-2025 12:57 PM,Rejected-AOC,Not Selected vide transparent lottery,03-Feb-2026 06:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3284689,BINAYA PRADHAN,06-Dec-2025 04:53 PM,Accepted-AOC,Selected vide transparent lottery,03-Feb-2026 06:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3289752,BISWAJIT SAHOO,08-Dec-2025 04:00 PM,Rejected-AOC,Not Selected vide transparent lottery,03-Feb-2026 06:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3288154,Biswambhar karna,08-Dec-2025 11:59 AM,Rejected-AOC,Not Selected vide transparent lottery,03-Feb-2026 06:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3288808,Biswanath Patra,08-Dec-2025 01:52 PM,Rejected-AOC,Not Selected vide transparent lottery,03-Feb-2026 06:02 PM,,,,,,,,,,,,,,AOC
