Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"8,400",Yes,fixed,,Nil,Nil,08-Jan-2026 05:45 PM,17-Jan-2026 11:00 AM,08-Jan-2026 05:45 PM,16-Jan-2026 05:00 PM,08-Jan-2026 05:45 PM ,15-Jan-2026 05:00 PM ,08-Jan-2026 05:45 PM,16-Jan-2026 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration certificate,PAN,GSTIN towards paper cost EMD, Affidavit other documents as per DTCN",CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-BOUDH,Online Tender12/SERW Division Boudh 2025-26,2026_CERWI_124362_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EERW Division Boudh,O/o SERW Division Boudh,RD Road to Hatagaon from Ch 0/00 to 0/870 Km for the year 2025-26,RD Road to Hatagaon from Ch 0/00 to 0/870 Km for the year 2025-26,Please refer DTCN ,NA ,"8,40,318",Civil Works - Roads,NA ,Tender,90.0,60.0,O/o SERWDivision Boudh,762014.0,NA ,NA ,NA ,O/o SERWDivision Boudh,No ,No,AOC,EE,Internal,EE DAO estimator,Madhusmita Dalei,24-Feb-2026 11:11 AM,finsummary_575000.pdf (600.55 KB),CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-BOUDH,2026_CERWI_124362_3,Online Tender12/SERW Division Boudh 2025-26,RD Road to Hatagaon from Ch 0/00 to 0/870 Km for the year 2025-26,1.0,3357405.0,DEBASIS PRADHAN,INR,"839,478",Finance,All bidders are accepted,Madhusmita Dalei,24-Feb-2026 11:06 AM,finance_575000.pdf,BOQ Comparative Chart,24-Feb-2026,"INR 839,478",60.0,Madhusmita Dalei,24-Feb-2026 11:13 AM,2017.pdf (601.00 KB),He is submitted EMD at the time o f agreement,1,3356639,AJIT RAJAHANSA,16-Jan-2026 12:41 PM,Rejected-Technical,Disqulified,24-Feb-2026 11:08 AM,EE,Internal,EE DAO estimator,Madhusmita Dalei,24-Feb-2026 11:08 AM,techsummary_575000.pdf (600.55 KB),AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3357399,BASANTA PRADHAN,16-Jan-2026 02:23 PM,Rejected-Technical,Disqulified,24-Feb-2026 11:08 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3357405,DEBASIS PRADHAN,16-Jan-2026 02:24 PM,Accepted-AOC,He is submitted EMD at the time o f agreement,24-Feb-2026 11:13 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3357473,SASMITA DANTA,16-Jan-2026 02:46 PM,Rejected-Technical,Disqulified,24-Feb-2026 11:08 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3356526,Sunil Kumar Panda,15-Jan-2026 07:47 PM,Rejected-Technical,Disqualified,24-Feb-2026 11:08 AM,,,,,,,AOC
