Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,Tenders to be opened,Bijna Bibhudatta Sahoo,25-Feb-2026 11:22 AM,finance_572838.pdf,BOQ Comparative Chart,1.0,3342370.0,ANIL KUMAR MEHER,INR,"716,404",Municipal Bodies||Bijepur NAC,2025_ORULB_123589_5,EO/BIJEPUR/03/2025-26,Creation of Parking Place in front of Veterinary Office at W.N-02 under MSBY for the year 2025-26,Smt. Sita Barik,Internal,,Bijna Bibhudatta Sahoo,25-Feb-2026 11:33 AM,finsummary_572838.pdf (5643.34 KB),Smt. Sita Barik,Internal,,Bijna Bibhudatta Sahoo,25-Feb-2026 11:26 AM,techsummary_572838.pdf (5643.34 KB),1,3332731,AMIT AGRAWAL,02-Jan-2026 11:36 AM,Rejected-AOC,Disqualified,25-Feb-2026 12:07 PM,25-Feb-2026,"INR 716,404",60.0,Bijna Bibhudatta Sahoo,25-Feb-2026 12:07 PM,Vetenaryparking.pdf (2196.00 KB),AOC,EO NAC BIJEPUR,EO NAC BIJEPUR AT/PO- BIJEPUR DIST- BARGARH PIN - 768032,Municipal Bodies||Bijepur NAC,EO/BIJEPUR/03/2025-26,2025_ORULB_123589_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"8,427",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,Creation of Parking Place in front of Veterinary Office at W.N-02 under MSBY for the year 2025-26,Creation of Parking Place in front of Veterinary Office at W.N-02 under MSBY for the year 2025-26,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,60.0,NA ,BIJEPUR,768032.0,NA ,NA ,NA ,NAC BIJEPUR,No ,No,"4,000",0.0,Nil,Nil,No,24-Dec-2025 09:00 AM,03-Jan-2026 11:00 AM,24-Dec-2025 09:00 AM,02-Jan-2026 05:00 PM,24-Dec-2025 09:00 AM ,02-Jan-2026 05:00 PM ,24-Dec-2025 09:00 AM,02-Jan-2026 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3342370,ANIL KUMAR MEHER,02-Jan-2026 01:33 PM,Accepted-AOC,L1,25-Feb-2026 12:07 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3342184,CHANDRAMA PANIGRAHI,02-Jan-2026 11:01 AM,Rejected-AOC,L2,25-Feb-2026 12:07 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3342373,CHINMAYA KUMAR LENKA,02-Jan-2026 01:11 PM,Rejected-AOC,Disqualified,25-Feb-2026 12:07 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3341638,DILLIP KUMAR PANDA,01-Jan-2026 11:26 AM,Rejected-AOC,Disqualified,25-Feb-2026 12:07 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3341760,"M/S SITAM TRADING, PROP. CHINMAYA SAHU",01-Jan-2026 01:49 PM,Rejected-AOC,Disqualified,25-Feb-2026 12:07 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3339518,PRATIMA SAHU,30-Dec-2025 12:24 PM,Rejected-AOC,Disqualified,25-Feb-2026 12:07 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
