S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,EEOLICSBP-03/2025-26,2025_OLIC_121603_67,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender cost, Registration Certificate, PAN, Affidavits, Undertaking, Other documents","E.E. L.I. Division, Sambalpur","E.E. L.I. Division, Sambalpur, Binakhandi","Installation of Banjagola-II, Banjagola-III and Nutan Ganjabahal L.I. Project under Naktideull block in Sambalpur District","Installation of Banjagola-II, Banjagola-III and Nutan Ganjabahal L.I. Project under Naktideull block in Sambalpur District",Please refer Tender documents. ,NA ,"1,56,41,879",Civil Works - Lift Irrigation Schemes,NA ,Tender,120.0,120.0,Naktideul,768118.0,NA ,NA ,NA ,"O/o E.E. L.I. Division, Sambalpur",No ,No,"11,800",0.0,Nil,Nil,No,"1,56,419",Yes,percentage,1.0%,Nil,Nil,21-Nov-2025 10:00 AM,02-Dec-2025 10:00 AM,21-Nov-2025 10:00 AM,01-Dec-2025 05:00 PM,21-Nov-2025 10:00 AM ,30-Nov-2025 05:00 PM ,21-Nov-2025 10:00 AM,01-Dec-2025 05:00 PM,22-Dec-2025 10:00 AM,AOC,Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,2025_OLIC_121603_67,EEOLICSBP-03/2025-26,"Installation of Banjagola-II, Banjagola-III and Nutan Ganjabahal L.I. Project under Naktideull block in Sambalpur District",Technical,Tender Open,CHITARANJAN PRADHAN,02-Dec-2025 12:00 PM,technical_566052.pdf,Chitaranjan Pradhan,Internal,"Satyanarayan Nahak, Sanjib Kumar Bag, Ratucharan Besra",CHITARANJAN PRADHAN,11-Feb-2026 05:32 PM,finsummary_566052.pdf (485.35 KB),1.0,3266257.0,Tapas Kumar Sahoo,INR,"13,297,161.41",11-Feb-2026,"INR 13,297,161.41",120.0,CHITARANJAN PRADHAN,12-Feb-2026 08:39 AM,67.pdf (951.00 KB),Agreement Done,1,3269274,BISWARANJAN SATAPATHY,01-Dec-2025 02:26 PM,Rejected-Technical,He has uploaded wrong data in affidavit,21-Dec-2025 06:15 PM,Chitaranjan Pradhan,Internal,"Satyanarayan Nahak, Sanjib Bag, Ratucharan Besra",CHITARANJAN PRADHAN,21-Dec-2025 06:15 PM,22-Dec-2025 10:00 AM,techsummary_566052.pdf (443.89 KB),Finance,Financial Open,CHITARANJAN PRADHAN,22-Dec-2025 06:00 PM,finance_566052.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3267129,KISANPRAKASH DAS,30-Nov-2025 04:20 PM,Rejected-Technical,"He has no mention of work, DTCN in JV",21-Dec-2025 06:15 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3268318,MAHIMA CONSTRUCTION PROPRIETOR SRI SRIKANTA DEHURY,30-Nov-2025 08:10 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 08:39 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3264075,MANDAKINI ENGINEERING,28-Nov-2025 04:21 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 08:39 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3266663,M/S DILIP KUMAR SAHOO,01-Dec-2025 01:01 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 08:39 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3268428,MS Shree Shyam and Co,01-Dec-2025 01:04 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 08:39 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3268846,"OJAS CIVCON, PROPRIETOR-BIJAN MOHANTY",01-Dec-2025 09:32 AM,Rejected-Technical,He has uploaded wrong data in affidavit,21-Dec-2025 06:15 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3261114,PRADEEP KUMAR AGRAWALLA,01-Dec-2025 03:11 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 08:39 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3263315,PRAKASH KUMAR SWAIN,30-Nov-2025 07:31 AM,Rejected-AOC,Not Award of Contract,12-Feb-2026 08:39 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3268232,RAKESH RANJAN SAHU,30-Nov-2025 11:39 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 08:39 AM,,,,,,,,,,,,,,AOC
