Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2714836,BASUBHAGNI PRADHAN,28-Dec-2024 03:21 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2718561,BASUDEB SAHU,31-Dec-2024 01:56 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2717090,Beda Prakash Biswal,31-Dec-2024 11:46 AM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2756810,BISWAJIT CHOUDHURY,16-Jan-2025 07:45 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2722732,BISWA RANJAN PATRA,02-Jan-2025 04:04 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2710351,B.K. SAURAV,26-Dec-2024 11:11 AM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2708944,BRAJA GOPAL PRADHAN,15-Jan-2025 07:32 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2713276,CHANDAN KUMAR NATH,29-Dec-2024 10:06 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2702670,DEBANANDA BEHERA,23-Dec-2024 11:54 AM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2757016,DEBAPRIYA MOHAPATRA,16-Jan-2025 08:21 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2718344,DEEPAK INFRATECH PRIVATE LIMITED,02-Jan-2025 11:54 AM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2752922,DEEPANKAR BERA,15-Jan-2025 07:32 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2710227,DIVYA DEVI PATRA,02-Jan-2025 05:13 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2757398,EKATA PRIYADARSINI BARIK,17-Jan-2025 11:14 AM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2759471,GAGAN KUMAR SINGH,17-Jan-2025 03:06 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2722111,HIMANSU SEKHAR PRADHAN,02-Jan-2025 12:55 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2711856,JEETESH RANJAN BEHERA,26-Dec-2024 12:55 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2751600,Jyoti Ranjan Sahoo,15-Jan-2025 02:20 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2747970,KIRAN KUMAR DAS,14-Jan-2025 11:19 AM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2746951,KRUSHNA KUMAR KHANDELWAL,14-Jan-2025 09:16 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2745357,Kshitish Kumar Choudhury,14-Jan-2025 08:04 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2717758,LALIT KUMAR MOHANTY,17-Jan-2025 11:44 AM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2750758,LAXMI KANTA MOHAKUD,17-Jan-2025 12:12 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2701278,LOKESH SHARMA,20-Dec-2024 03:05 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,2710881,MANOJ KUMAR JENA,09-Jan-2025 12:24 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,2758316,m/s Anand Kumar Agrawal,17-Jan-2025 11:33 AM,Rejected-Technical,As per approval of Technical bid,20-Feb-2025 04:56 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,2744937,M/S BIG BUILD INFRASTRUCTURE & CO,17-Jan-2025 12:21 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2708654,MS MISRA CONSTRUCTION PVT LTD,31-Dec-2024 12:25 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,2746234,M/S SANTOSH KUMAR KHANDELWAL,14-Jan-2025 08:56 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,2754040,Ms SHREE RADHA KRISHNA INFRASTRUCTURE,17-Jan-2025 01:09 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,2755860,PRIYARANJAN DAS,17-Jan-2025 04:09 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2710938,PROJOLITA DASH,26-Dec-2024 02:20 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2708885,RAJAN KUMAR GUPTA,23-Dec-2024 07:03 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,2759615,RAJESH KUMAR MOHAPATRA,17-Jan-2025 02:21 PM,Rejected-Technical,As per approval of Technical bid,20-Feb-2025 04:56 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2695237,RAJESH PANIGRAHI,26-Dec-2024 04:35 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,2759517,RAJESH SETHI,17-Jan-2025 02:01 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2716287,Rakesh Agarwalla,30-Dec-2024 05:20 AM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2748672,RAKESH KUMAR SAHU,14-Jan-2025 02:31 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,2756840,RASMIRANJAN DAS,16-Jan-2025 07:46 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
