Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"CE-BM,BSB Basin,Laxmiposi","04/ 24-25 of CEBM, SBB, Laxmiposi",2024_CEBML_108169_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Corrigendum No.1,Date,,"B. Renovation of Jambhirapal Minor from RD 00m to RD 4510m, Andhari SubMinor from RD 00m to RD 710m and Kathsirsi SubMinor from RD 00m to RD 1390m along with Strengthening of the canal bank for the year 2024 25.","B. Renovation of Jambhirapal Minor from RD 00m to RD 4510m, Andhari SubMinor from RD 00m to RD 710m and Kathsirsi SubMinor from RD 00m to RD 1390m along with Strengthening of the canal bank for the year 2024 25.",As per Technical Bid. ,Nil ,"6,91,75,616",Civil Works - Canal,Nil ,Tender,90.0,548.0,Kuliana Block,757030.0,NA ,NA ,NA ,"Office of the CE and BM, S and B Basin, Laxmiposi",No ,No,"CE and BM, S and B Basin, Laxmiposi","CE and BM, S and B Basin, Laxmiposi",1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"EMD,Valid GST,PAN,Contractor R.C,Affidavit,No relationship Certificate etc.","10,000",0.0,Nil,Nil,No,12-Dec-2024 10:00 AM,18-Jan-2025 11:00 AM,12-Dec-2024 10:00 AM,17-Jan-2025 05:00 PM,12-Dec-2024 10:00 AM ,01-Jan-2025 05:00 PM ,12-Dec-2024 10:00 AM,17-Jan-2025 05:00 PM,21-Feb-2025 11:00 AM,"6,91,800",Yes,fixed,,Nil,Nil,AOC,Er Sanjib Kumar Nayak,Internal,Er G C Padhi Er Pratap Kumar Das Er Manas Ranjan Mandal Er Suresh Behera Er Santosh Kumar Das Mr Alok Kumar Behera,Ramakanta Mohapatra,18-Mar-2025 05:19 PM,finsummary_520219.pdf (9434.08 KB),Technical,The Technical bid of above Bidders have been downloaded Successfully.,Ramakanta Mohapatra,30-Jan-2025 06:58 PM,technical_520219.pdf,"CE-BM,BSB Basin,Laxmiposi",2024_CEBML_108169_2,"04/ 24-25 of CEBM, SBB, Laxmiposi","B. Renovation of Jambhirapal Minor from RD 00m to RD 4510m, Andhari SubMinor from RD 00m to RD 710m and Kathsirsi SubMinor from RD 00m to RD 1390m along with Strengthening of the canal bank for the year 2024 25.",1.0,2717360.0,SUMAN KUMAR SAHU,INR,"58,806,191",10-Apr-2025,"INR 58,806,191",548.0,Sanjib Kumar Nayak,25-Feb-2026 11:25 AM,AocJambhirapal.pdf (1078.00 KB),"The work is awarded to Suman Kumar Sahuvide Memo No.1047/WE dt.29.03.25 of SE, BCD, Laxmiposi",1,2755469,ABHIJIT PANIGRAHI,16-Jan-2025 02:35 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,Finance,The Financial Bid Document of above Bidders have been Downloaded Successfully.,Ramakanta Mohapatra,24-Feb-2025 12:38 PM,finance_520219.pdf,BOQ Comparative Chart,Er Sanjib Kumar Nayak,Internal,Er G C Padhi Er Manas Ranjan Mandal Er Pratap Kumar Das Er Suresh Behera Er Santosh Kumar Das Mr Alok Kumar Behera,Ramakanta Mohapatra,20-Feb-2025 04:56 PM,21-Feb-2025 11:00 AM,techsummary_520219.pdf (4425.48 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2716684,ABINASH DHINDA,30-Dec-2024 12:38 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2718298,ABINASH PANI,01-Jan-2025 10:42 AM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2759188,AB INFRAPROJECTS PVT LTD,17-Jan-2025 01:23 PM,Rejected-Technical,As per approval of Technical bid,20-Feb-2025 04:56 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2752764,ADITYA KUMAR MOHAPATRA,15-Jan-2025 06:22 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2744034,AKASH KUMAR PAIDA,11-Jan-2025 08:27 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2721914,AMIT KUMAR BARIK,02-Jan-2025 12:07 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2759761,AMIT KUMAR DAS,17-Jan-2025 03:04 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2757008,AMIT NAYAK,16-Jan-2025 08:18 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2710787,AMIYA KUMAR BEHURIA,25-Dec-2024 01:38 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2715235,AMRIT PRADHAN,28-Dec-2024 08:19 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2738852,ANANTA SWAIN,09-Jan-2025 12:41 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2708342,ANIRUDDHA BHOWMIK,24-Dec-2024 12:31 AM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2758603,ANUP KUMAR RAJ,17-Jan-2025 11:32 AM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2751462,ASIM KUMAR MOULIK,15-Jan-2025 01:22 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2757608,AUROPRASAD PATRA,16-Jan-2025 11:01 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2758353,bachaspati ghosh,17-Jan-2025 10:37 AM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
