S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"Executive Engineer, Drainage Division, Berhampur","O/o the Executive Engineer, Drainage Division, BAM",02-Dec-2025 10:00 AM,15-Dec-2025 11:00 AM,02-Dec-2025 10:00 AM,12-Dec-2025 05:30 PM,02-Dec-2025 10:00 AM ,06-Dec-2025 05:30 PM ,02-Dec-2025 10:00 AM,12-Dec-2025 05:30 PM,17-Dec-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Tender cost,EMD,GST,PAN,RC, Affidavit undertaking and other documents as per DTCN","72,000",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,"CE,Drainage,Cuttack||SE Drainage Circle Bhubaneswar||EE Drainage Divn. Berhampur",EE-DD-BER NO-04/2025-26,2025_CEDC_122395_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Improvement to Surangi Nalla near Tokaganda village in Bhanjanagar Block,CIVIL WORKS,Please refer Tender documents. ,NA ,"71,02,892",Civil Works - Others,NA ,Tender,90.0,180.0,BHANJANAGAR,760004.0,NA ,NA ,NA ,"O/o the Executive Engineer, Drainage Division, BAM",No ,No,AOC,"CE,Drainage,Cuttack||SE Drainage Circle Bhubaneswar||EE Drainage Divn. Berhampur",2025_CEDC_122395_1,EE-DD-BER NO-04/2025-26,Improvement to Surangi Nalla near Tokaganda village in Bhanjanagar Block,1.0,3297486.0,SANTOSH KUMAR SABAT,INR,"6,038,169",EXECUTIVE ENGINEER,Internal,,Bishnu Prasad Panigrahi,16-Dec-2025 06:30 PM,17-Dec-2025 11:00 AM,techsummary_568700.pdf (1122.82 KB),EXECUTIVE ENGINEER,Internal,,Bishnu Prasad Panigrahi,05-Feb-2026 01:10 PM,finsummary_568700.pdf (87.95 KB),05-Feb-2026,"INR 6,038,169",180.0,Bishnu Prasad Panigrahi,05-Feb-2026 01:13 PM,WO4.pdf (714.00 KB),Technical,TECHNICALSUMMERY4,Bishnu Prasad Panigrahi,16-Dec-2025 06:27 PM,technical_568700.pdf,1,3297302,Ashok Kumar Behera,12-Dec-2025 12:56 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,05-Feb-2026 01:10 PM,Finance,SUMMERY,Benugopal Behera,18-Dec-2025 06:25 PM,finance_568700.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,.pdf,Tender Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3295929,Ashok Kumar Nayak,11-Dec-2025 05:39 PM,Rejected-Finance,BEING L2 BIDDER,05-Feb-2026 01:10 PM,,,,,,,AOC
,,,,,,,,,,,,,2.0,Finance,.xls,Bill Of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3297486,SANTOSH KUMAR SABAT,12-Dec-2025 01:23 PM,Accepted-AOC,WINNER IN THE LOTTERY,05-Feb-2026 01:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3295962,Sudam Gouda,11-Dec-2025 06:00 PM,Rejected-Finance,BEING L3 BIDDER,05-Feb-2026 01:10 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3276442,SURESH CHANDRA NAYAK,03-Dec-2025 08:41 PM,Rejected-Finance,UNSUCCESSFUL IN THE LOTTERY,05-Feb-2026 01:10 PM,,,,,,,AOC
