S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,01-Aug-2025 05:00 PM,18-Aug-2025 11:00 AM,01-Aug-2025 05:00 PM,16-Aug-2025 05:00 PM,01-Aug-2025 05:00 PM ,14-Aug-2025 05:00 PM ,01-Aug-2025 05:00 PM,16-Aug-2025 05:00 PM,"6,322",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Pattamundai Municipality,PM_01/2025-26,2025_ORULB_116329_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,"EO, Pattamundai Municipality",Pattamundai,Construction of Paver Block Road at Santanu Barik to Culvert In Ward No 16,Construction of Paver Block Road at Santanu Barik to Culvert In Ward No 16,Please refer Tender documents. ,NA ,"6,32,202",Civil Works - Others,NA ,Tender,90.0,90.0,"Executive Officer, Pattamundai Municipality",754215.0,NA ,NA ,NA ,Office of the Executive Officer,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender document as per DTCN,AOC,1,3038249,ABHAYA KUMAR DAS,16-Aug-2025 01:54 PM,Rejected-AOC,L10,05-Feb-2026 04:55 PM,05-Feb-2026,"INR 634,173",90.0,Ranjan Kumar Das,05-Feb-2026 04:55 PM,AOC.pdf (586.00 KB),HEMANT KUMAR SAHOO,Internal,,Ranjan Kumar Das,05-Feb-2026 04:41 PM,techsummary_548001.pdf (565.85 KB),HEMANT KUMAR SAHOO,Internal,,Ranjan Kumar Das,05-Feb-2026 04:48 PM,finsummary_548001.pdf (620.83 KB),Municipal Bodies||Pattamundai Municipality,2025_ORULB_116329_5,PM_01/2025-26,Construction of Paver Block Road at Santanu Barik to Culvert In Ward No 16,1.0,3035037.0,BISWARANJAN LENKA,INR,"634,173",Finance,ok,Samir Kumar Thakur,18-Aug-2025 02:50 PM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bills of Quantity,AOC,2,3035035,BHOLIBABA CONSTRUCTION,15-Aug-2025 03:28 PM,Rejected-AOC,L5,05-Feb-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3034001,BISWA BHUSAN SAMAL,13-Aug-2025 10:29 PM,Rejected-Technical,The Bidder is Disqualified because The Bidder not Submitted the GST Clearance Certificate,05-Feb-2026 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3035037,BISWARANJAN LENKA,15-Aug-2025 12:35 PM,Accepted-AOC,The Bidder Was Selected As L1 Bidder Through Transparency Lottery Process,05-Feb-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3038614,DEBASIS MALIK,16-Aug-2025 04:35 PM,Rejected-AOC,L11,05-Feb-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3037844,DHRUBA CHARAN SAHOO,16-Aug-2025 11:00 AM,Rejected-AOC,L9,05-Feb-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3034040,GAMAN KUMAR BEHERA,13-Aug-2025 10:03 PM,Rejected-AOC,L4,05-Feb-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3036351,Lokanath Behera,14-Aug-2025 06:13 PM,Rejected-Technical,The Bidder is Disqualified because The Bidder not Submitted the GST Clearance Certificate,05-Feb-2026 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3029926,Rajiv Ratan Mishra,10-Aug-2025 05:09 PM,Rejected-AOC,L6,05-Feb-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3036720,RANJAN KUMAR BEHERA,15-Aug-2025 11:56 AM,Rejected-AOC,L8,05-Feb-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3030404,"SAHOO ASSOCIATES & SMART SOLUTION, Prop - Sachala Sahoo",10-Aug-2025 09:47 PM,Rejected-AOC,L2,05-Feb-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3034028,SHAKUNTALA BEHERA,13-Aug-2025 10:18 PM,Rejected-AOC,L3,05-Feb-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
