Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,Twentyone bids downloaded successfully.,CHANDINI KUMARI BASANTY,23-Dec-2025 02:48 PM,,BOQ Comparative Chart,14-Feb-2026,"INR 1,443,364",90.0,SUBRAT PATNAIK,14-Feb-2026 01:02 PM,AOC_10.pdf (165.00 KB),Award to the Lottery Winner,1,3316540,ABHIMANYU SAHU,19-Dec-2025 12:14 PM,Rejected-AOC,Lottery Looser,14-Feb-2026 01:02 PM,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Chikiti Irrigation Divn Berhampur",2025_CEBMB_122990_10,e-BEID-02/2025-26,Protection to Hiradharabati main canal in between RD 0.90 km to 2.10 km on U/S and D/S of VRB near village hanumanpalli.,1.0,3321561.0,ANIL KUMAR SAHU,INR,"1,443,364",Subrat Kumar Patnaik,Internal,,Nandini Devi,06-Jan-2026 12:54 PM,techsummary_571203.pdf (225.06 KB),Subrat Kumar Patnaik,Internal,,Nandini Devi,30-Jan-2026 11:53 AM,finsummary_571203.pdf (225.06 KB),AOC,"17,000",Yes,fixed,,Nil,Nil,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Chikiti Irrigation Divn Berhampur",e-BEID-02/2025-26,2025_CEBMB_122990_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Protection to Hiradharabati main canal in between RD 0.90 km to 2.10 km on U/S and D/S of VRB near village hanumanpalli.,Protection to canal,Please refer Tender documents. ,NA ,"16,98,000",Civil Works - Canal,NA ,Tender,90.0,90.0,Berhampur,760004.0,NA ,NA ,NA ,"O/o S.E., Berhampur Irr. Division, Berhampur",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost, EMD, Registration Certificate, GSTIN, PAN, Other documents as per DTCN","6,000",0.0,Nil,Nil,No,"S.E., Berhampur Irr. Division, Berhampur","S.E., Berhampur Irr. Division, Courtpeta, Berhampur",12-Dec-2025 10:00 AM,23-Dec-2025 11:00 AM,12-Dec-2025 10:00 AM,22-Dec-2025 05:30 PM,12-Dec-2025 10:00 AM ,18-Dec-2025 03:30 PM ,12-Dec-2025 10:00 AM,22-Dec-2025 05:30 PM,AOC
,,,,,,,,,,,,,2,3321561,ANIL KUMAR SAHU,22-Dec-2025 04:32 PM,Accepted-AOC,Lottery Winner,14-Feb-2026 01:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3308372,ASUTOSH PANIGRAHY,16-Dec-2025 05:27 PM,Rejected-AOC,Lottery Looser,14-Feb-2026 01:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3311123,Bhagaban Parida,19-Dec-2025 01:52 PM,Rejected-AOC,Lottery Looser,14-Feb-2026 01:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3308016,Debaraj Gouda,19-Dec-2025 01:11 PM,Rejected-AOC,Lottery Looser,14-Feb-2026 01:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3313816,G.Mohan Dora,18-Dec-2025 01:16 PM,Rejected-AOC,Lottery Looser,14-Feb-2026 01:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3320542,Gouri Sankar Acharya,21-Dec-2025 02:47 PM,Rejected-AOC,Lottery Looser,14-Feb-2026 01:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3320394,KSHIROD KUMAR NAHAK,21-Dec-2025 01:11 PM,Rejected-AOC,Lottery Looser,14-Feb-2026 01:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3318807,M/S NARAHARI PRADHAN,20-Dec-2025 11:18 AM,Rejected-AOC,Lottery Looser,14-Feb-2026 01:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3322057,NARENDRA KUMAR SAMAL,22-Dec-2025 01:17 PM,Rejected-AOC,Lottery Looser,14-Feb-2026 01:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
