Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Chairman,Internal,"Secretary, Accountant, JE, AE",Bhubaneswar Behera,06-Feb-2026 09:29 AM,techsummary_554888.pdf (928.75 KB),06-Feb-2026,"INR 2,553,669.8",90.0,Bhubaneswar Behera,06-Feb-2026 09:51 AM,Work_Order_13.pdf (478.00 KB),As per Transparency Lottery System and selected as L-1 and work order issued,1,3146858,ABHIJEET MANDAL,24-Oct-2025 02:11 PM,Rejected-Finance,As per Transparency Lottery System,06-Feb-2026 09:39 AM,1.0,3149856.0,ABHISHEK AGRAWAL,INR,"2,553,669.8",Finance,OK,Bhubaneswar Behera,01-Nov-2025 01:05 PM,,BOQ Comparative Chart,Chairman,Internal,"Secretary, JE, AE, Accoutanta",Bhubaneswar Behera,06-Feb-2026 09:39 AM,finsummary_554888.pdf (460.08 KB),Odisha State Agricultural Marketing Board||RMC Mukhiguda,2025_OSAMB_119022_1,RMCMUKHIGUDA-13/2025-26,"Construction of Infrastructure and Repair and Renovation of existing infrastructure at Dhansara and Moter Market Yards under HIRMC, Mukhiguda",AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Odisha State Agricultural Marketing Board||RMC Mukhiguda,RMCMUKHIGUDA-13/2025-26,2025_OSAMB_119022_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",Nil,Nil,Yes,"Sub-Collector, Dharamgarh",Dharamgarh,1.0,ICICI BANK,10-Oct-2025 11:00 AM,28-Oct-2025 11:00 AM,10-Oct-2025 11:00 AM,25-Oct-2025 05:00 PM,10-Oct-2025 11:00 AM ,24-Oct-2025 05:00 PM ,10-Oct-2025 11:00 AM,25-Oct-2025 05:00 PM,"Construction of Infrastructure and Repair and Renovation of existing infrastructure at Dhansara and Moter Market Yards under HIRMC, Mukhiguda","Construction of Infrastructure and Repair and Renovation of existing infrastructure at Dhansara and Moter Market Yards under HIRMC, Mukhiguda",AS PER DTCN ,NA ,"30,03,964",Civil Works - Others,NA ,Rate Contract,90.0,90.0,Koksara Block,766019.0,NA ,NA ,NA ,"O/O the Sub-Collector, Dharamgarh",No ,No,"30,040",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,2,3149856,ABHISHEK AGRAWAL,25-Oct-2025 04:29 PM,Accepted-AOC,As per Transparency Lottery System and selected as L-1 and work order issued,06-Feb-2026 09:51 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3149444,AMILAL NAIK,24-Oct-2025 06:44 PM,Rejected-Finance,As per Transparency Lottery System,06-Feb-2026 09:39 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3144941,ANJAN KUMAR BEHERA,25-Oct-2025 11:09 AM,Rejected-Finance,As per Transparency Lottery System,06-Feb-2026 09:39 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3149499,ANVI CONSTRUCTION,25-Oct-2025 02:15 PM,Rejected-Finance,As per Transparency Lottery System,06-Feb-2026 09:39 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3150636,ASHISH KUMAR AGRAWAL,25-Oct-2025 03:18 PM,Rejected-Finance,As per Transparency Lottery System,06-Feb-2026 09:39 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3149550,ASHOK KUMAR PADHAN,25-Oct-2025 12:14 AM,Rejected-Finance,As per Transparency Lottery System,06-Feb-2026 09:39 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3148969,Bhawani Sankar Harpal,24-Oct-2025 06:26 PM,Rejected-Finance,As per Transparency Lottery System,06-Feb-2026 09:39 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3151084,Bhojraj Rana,25-Oct-2025 03:32 PM,Rejected-Finance,As per Transparency Lottery System,06-Feb-2026 09:39 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3150823,CHAITANYA MAJHI,25-Oct-2025 01:57 PM,Rejected-Finance,As per Transparency Lottery System,06-Feb-2026 09:39 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
