Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"6,000",0.0,Nil,Nil,No,"O/o EE R.W.DIVISION-II,BHADRAK","O/o EE R.W.DIVISION-II,BHADRAK",1.0,ICICI BANK,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,SE/BDK-II/TCN-10/2025-26,2025_CERWI_120110_48,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"49,990",Yes,percentage,1.0%,Nil,Nil,27-Oct-2025 06:00 PM,11-Nov-2025 11:00 AM,27-Oct-2025 06:00 PM,10-Nov-2025 05:00 PM,27-Oct-2025 06:00 PM ,10-Nov-2025 03:00 PM ,27-Oct-2025 06:00 PM,10-Nov-2025 05:00 PM,1.0,Corrigendum,Technical Bid,,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST, EMD ,CONTRACTOR REGISTRATION CERTIFICATE,PAN,GSTIN,AFFIDAVIT,ETC",S/R to Kasia to Gadi Mahara S/R to via Tinisha gheri Maity Pada Budhichhak road for the year 2025-26 in the District of Bhadrak,S/R to Kasia to Gadi Mahara S/R to via Tinisha gheri Maity Pada Budhichhak road for the year 2025-26 in the District of Bhadrak,Please refer Tender documents. ,NA ,"49,99,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o The EE R.W.DIVISION-II,BHADRAK",No ,No,AOC,Executive Engineer,Internal,,Lambodar Naik,02-Feb-2026 04:32 PM,finsummary_558997.pdf (413.30 KB),Executive Engineer,Internal,,Lambodar Naik,02-Feb-2026 04:28 PM,techsummary_558997.pdf (284.84 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,2025_CERWI_120110_48,SE/BDK-II/TCN-10/2025-26,S/R to Kasia to Gadi Mahara S/R to via Tinisha gheri Maity Pada Budhichhak road for the year 2025-26 in the District of Bhadrak,1.0,3191006.0,SACHIDA NANDA MALICK,INR,"4,249,786",1,3191391,Abhijit Patra,07-Nov-2025 09:31 AM,Rejected-AOC,rejected,02-Feb-2026 04:36 PM,02-Feb-2026,"INR 4,249,786",60.0,Lambodar Naik,02-Feb-2026 04:36 PM,6345.pdf (393.00 KB),Finance,total 27 bidders,Lambodar Naik,02-Feb-2026 04:23 PM,,BOQ Comparative Chart,AOC
,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3193934,AJAY KUMAR PALITA,07-Nov-2025 02:33 PM,Rejected-AOC,rejected,02-Feb-2026 04:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3204162,BISHNU CHARAN BARICK,09-Nov-2025 10:25 PM,Rejected-AOC,rejected,02-Feb-2026 04:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3203709,CHANDAN KUMAR BEHERA,10-Nov-2025 03:26 PM,Rejected-AOC,rejected,02-Feb-2026 04:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3196486,Deepak Kumar Das,08-Nov-2025 11:53 AM,Rejected-AOC,rejected,02-Feb-2026 04:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3202934,DIBYAJYOTI NAYAK,10-Nov-2025 12:59 PM,Rejected-AOC,rejected,02-Feb-2026 04:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3201469,DIBYARANJAN CHAND,09-Nov-2025 01:37 PM,Rejected-AOC,rejected,02-Feb-2026 04:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3198639,Dibyasingha Majhi,09-Nov-2025 11:37 AM,Rejected-AOC,rejected,02-Feb-2026 04:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3190964,GIRIJA SANKAR MALLICK,06-Nov-2025 08:05 PM,Rejected-AOC,rejected,02-Feb-2026 04:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3195812,GOUTAM KUMAR SWAIN,07-Nov-2025 11:00 PM,Rejected-AOC,rejected,02-Feb-2026 04:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3207263,HRUDAYA BALLAV MOHANTY,10-Nov-2025 01:57 PM,Rejected-AOC,rejected,02-Feb-2026 04:36 PM,,,,,,,,,,,,,AOC
