Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
14-Oct-2025,"INR 136,615,554.74",180.0,Sudarsan Sadangi,27-Feb-2026 12:02 PM,OrderGanjam06.pdf (533.00 KB),ORDER,MD OLIC LTD,Internal,"FA-CUM-CAO DOWR, FA AND CAO OLIC, ED (TECH) OLIC, ADDL. CHIEF ENGINEER RWSS, REP. OF DIRECTOR GWD, EE (MP) OLIC",Sudarsan Sadangi,14-Oct-2025 09:53 PM,finsummary_529548.pdf (17372.14 KB),1,2847362,"m s mahabir borewell and equipments, prop.padmalava mallick",10-Mar-2025 11:47 AM,Accepted-AOC,L-1 Bidder,27-Feb-2026 12:02 PM,Technical,Two nos of bidders have participated,Sudarsan Sadangi,12-Mar-2025 01:17 PM,,Finance,Two nos of bidders have participated,Sudarsan Sadangi,07-Jul-2025 08:19 PM,,BOQ Comparative Chart,Orissa Lift Irrigation Corporation,2025_OLIC_110422_5,1118 DT-10.02.2025,"Installatin, Electrification, Energisation and Commissioning of Borewells in GANJAM District Pkg-06 BID ID-60",1.0,2847362.0,"m s mahabir borewell and equipments, prop.padmalava mallick",INR,"136,615,554.74",CE MECH DOWR,External,"FA AND CAO OLIC, ED (TECH) OLIC, ADDL. CHIEF ENGINEER RWSS, ADDL. DIRECTOR GWD, EE (ELECT.) OLIC, EE (MP) OLIC",Sudarsan Sadangi,02-Jul-2025 06:49 PM,07-Jul-2025 11:00 AM,techsummary_529548.pdf (12490.21 KB),AOC,1,Fee/PreQual/Technical,.pdf,"TENDER COST, EMD, GST, PAN AND ALL OTHER DOCUMENTS AS PER DTCN",1,ICICI BANK,"Installatin, Electrification, Energisation and Commissioning of Borewells in GANJAM District Pkg-06 BID ID-60","Installatin, Electrification, Energisation and Commissioning of Borewells in GANJAM District Pkg-06 BID ID-60",Please refer Tender Document DTCN ,NA ,"12,64,96,000",Civil Works - Lift Irrigation Schemes,NA ,Tender,730.0,180.0,GANJAM,761026.0,NA ,NA ,NA ,OFFICE OF MD OLIC PLOT NO-N-17/2 NAYAPALLI BBSR,No ,No,MD OLIC,OFFICE OF MD OLIC PLOT NO-N-17/2 NAYAPALLI BBSR,"12,65,000",Yes,fixed,,Nil,Nil,"11,800",0.0,Nil,Nil,Yes,12-Feb-2025 10:00 AM,11-Mar-2025 11:00 AM,12-Feb-2025 10:00 AM,10-Mar-2025 05:00 PM,12-Feb-2025 10:00 AM ,25-Feb-2025 05:00 PM ,12-Feb-2025 10:00 AM,10-Mar-2025 05:00 PM,07-Jul-2025 11:00 AM,Orissa Lift Irrigation Corporation,1118 DT-10.02.2025,2025_OLIC_110422_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,2,2847062,TIRUPATI DRILLING AND MINING SERVICES PVT. LTD,10-Mar-2025 02:49 PM,Rejected-Finance,Rejected by Tender Committee,14-Oct-2025 09:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
