Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage
Kanupur Irrigation Project||CCE-Kanupur||Kanupur R C AND B,2023_KPRIP_85080_6,SE KRC AND BD-09/2022-23,Construction of Bridge (Vented Causeway) of Right Periphery Road across Purunapani Nalla of KIP,1.0,2052136.0,DAMODAR BEHERA,INR,"2,199,062",Superintending Engineer,Internal,,Ajay Kumar Nayak,24-Feb-2026 04:34 PM,techsummary_424339.pdf (1256.77 KB),Finance,All the documents of 7 nos of bidder downloaded successfully and taken into further evaluation.,Abinash Jena,21-Jan-2023 12:14 PM,,BOQ Comparative Chart,Superintending Engineer,Internal,,Ajay Kumar Nayak,24-Feb-2026 04:53 PM,finsummary_424339.pdf (942.10 KB),24-Feb-2026,"INR 2,199,062",270.0,Ajay Kumar Nayak,24-Feb-2026 06:22 PM,aocbridge.pdf (1157.00 KB),1,2052136,DAMODAR BEHERA,15-Jan-2023 04:29 PM,Accepted-AOC,winner of the lottery,24-Feb-2026 06:22 PM,AOC,0.0,No,fixed,,Nil,Nil,Construction of Bridge (Vented Causeway) of Right Periphery Road across Purunapani Nalla of KIP,Construction of Bridge (Vented Causeway) of Right Periphery Road across Purunapani Nalla of KIP,please refer tender document ,NA ,"25,86,828",Civil Works - Bridges,NA ,Tender,90.0,270.0,SE Kanupur Reh. C and B Division Basudevpur,758047.0,NA ,NA ,NA ,O/o the SE Kanupur RC and B Division Basudevpur,No ,No,SE Kanupur Reh. C and B Division Basudevpur,O/o the Superintending Engineer Kanupur Rehabilitation Camps and Building Division Basudevpur Dist-Keonjhar,Kanupur Irrigation Project||CCE-Kanupur||Kanupur R C AND B,SE KRC AND BD-09/2022-23,2023_KPRIP_85080_6,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,10-Jan-2023 10:00 AM,21-Jan-2023 11:00 AM,10-Jan-2023 10:00 AM,20-Jan-2023 05:00 PM,NA ,NA ,10-Jan-2023 10:00 AM,20-Jan-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GSTIN,PAN,BSD,NRC,LABOUR UNDERTAKING FOR MINIMUM WAGES, RECEIPT AND OTHER DOCUMENTS AS PER DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2057659,DAYANIDHI PATRA,20-Jan-2023 04:35 PM,Rejected-AOC,looser of the lottery,24-Feb-2026 06:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BILL OF QUANTITY,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2056562,JANMEJAY DAS,19-Jan-2023 01:23 PM,Rejected-AOC,looser of the lottery,24-Feb-2026 06:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2051919,PRADIPTA KUMAR KAR,19-Jan-2023 11:28 AM,Rejected-AOC,looser of the lottery,24-Feb-2026 06:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2057639,PRIYATAMA LIKI SETHI,20-Jan-2023 02:39 PM,Rejected-AOC,looser of the lottery,24-Feb-2026 06:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2055670,SANGHAMITRA SWAIN,18-Jan-2023 04:59 PM,Rejected-AOC,looser of the lottery,24-Feb-2026 06:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2057740,SUSANTA KUMAR ROUT,20-Jan-2023 04:41 PM,Rejected-AOC,looser of the lottery,24-Feb-2026 06:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
