Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Chief Construction Engineer,"Rural Works Circle, Rayagada Raniguda Farm Hathipathar Road",1.0,Fee/PreQual/Technical,.pdf,"Affidavit,GSTIN,PAN,RC,Annual Turnover,experience,machinery and other papers as per DTCN",CE RW I||RWCIRCLE-RAYAGADA,NCB30RWCRGDA202526,2026_CERWI_124415_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,10-Jan-2026 10:00 AM,22-Jan-2026 11:00 AM,10-Jan-2026 10:00 AM,21-Jan-2026 05:00 PM,10-Jan-2026 10:00 AM ,20-Jan-2026 05:00 PM ,10-Jan-2026 10:00 AM,21-Jan-2026 05:00 PM,06-Feb-2026 11:00 AM,Periodical maintenance of 5 years completed PMGSY roads - (i) Badapur to Bastriguda Road (OR-10-125) (II) PWD Road to Anukumpa Road (OR-10-104) (iii) RD Road to N.Rogeising Road (OR-10-110B) under Package No - OD/MOH/03/2025-26,Periodical maintenance of 5 years completed PMGSY roads - (i) Badapur to Bastriguda Road (OR-10-125) (II) PWD Road to Anukumpa Road (OR-10-104) (iii) RD Road to N.Rogeising Road (OR-10-110B) under Package No - OD/MOH/03/2025-26,NA ,NA ,"2,34,75,408",Civil Works - Roads,NA ,Tender,90.0,30.0,MOHANA,761015.0,NA ,NA ,NA ,"Rural Works Circle, Rayagada",No ,No,1.0,ICICI BANK,"2,34,754",Yes,percentage,1.0%,Nil,Nil,"10,000",0.0,Nil,Nil,No,AOC,Technical,Verified,Santoshi Mahapatra,22-Jan-2026 04:41 PM,technical_575130.pdf,CE RW I||RWCIRCLE-RAYAGADA,2026_CERWI_124415_1,NCB30RWCRGDA202526,Periodical maintenance of 5 years completed PMGSY roads - (i) Badapur to Bastriguda Road (OR-10-125) (II) PWD Road to Anukumpa Road (OR-10-104) (iii) RD Road to N.Rogeising Road (OR-10-110B) under Package No - OD/MOH/03/2025-26,OFFICE OF THE CCE RAYAGADA,Internal,"CCE Rayagada, Executive Engineer RW Division Mohana, DAO Mohana, PA to CCE and AE Esitmator RW Circle Rayagada",Binod Behari Das,25-Feb-2026 12:40 PM,finsummary_575130.pdf (490.96 KB),1.0,3362960.0,Santosh Kumar Panda,INR,"19,956,444.569",1,3363031,ALLAPA AKHIL KUMAR,21-Jan-2026 03:37 PM,Rejected-AOC,Work Awarded to Santosh Kumar Panda,25-Feb-2026 12:54 PM,25-Feb-2026,"INR 19,956,444.569",30.0,Binod Behari Das,25-Feb-2026 12:53 PM,san.PDF (2102.00 KB),Work Awarded to Santosh Kumar Panda,OFFICE OF THE CCE RAYAGADA,Internal,"CCE Rayagada, Executive Engineer RW Division Mohana, DAO Mohana, PA to CCE and AE Esitmator RW Circle Rayagada",Binod Behari Das,02-Feb-2026 06:15 PM,06-Feb-2026 11:00 AM,techsummary_575130.pdf (880.34 KB),Finance,Verified,Santoshi Mahapatra,06-Feb-2026 12:25 PM,finance_575130.pdf,BOQ Comparative Chart,AOC
,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3359500,Bijaya Kumar Jena,21-Jan-2026 07:51 AM,Rejected-AOC,Work Awarded to Santosh Kumar Panda,25-Feb-2026 12:54 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3363033,Manoj Kumar Anduru,21-Jan-2026 04:29 PM,Rejected-Technical,DISQUALIFIED due to inadequate Financial Turn over vide Clause No 12 ii of DTCN,02-Feb-2026 06:15 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3361852,M/s GHANASHYAM CONSTRUCTIONS,20-Jan-2026 06:37 PM,Rejected-AOC,Work Awarded to Santosh Kumar Panda,25-Feb-2026 12:54 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3363159,M/s SHREE INFRA AND CO,21-Jan-2026 04:19 PM,Rejected-Technical,DISQUALIFIED due to inadequate Similar Nature of work experience vide Clause No 12 I of DTCN,02-Feb-2026 06:15 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3362279,ROUTHU SUNIL KUMAR,21-Jan-2026 02:46 PM,Rejected-AOC,Work Awarded to Santosh Kumar Panda,25-Feb-2026 12:54 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3360673,SAMIR KUMAR MEHER,21-Jan-2026 11:09 AM,Rejected-AOC,Work Awarded to Santosh Kumar Panda,25-Feb-2026 12:54 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3362960,Santosh Kumar Panda,21-Jan-2026 03:01 PM,Accepted-AOC,Work Awarded to Santosh Kumar Panda,25-Feb-2026 12:54 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3361795,Sunil Kumar Panigrahy,21-Jan-2026 04:50 PM,Rejected-AOC,Work Awarded to Santosh Kumar Panda,25-Feb-2026 12:54 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3362499,SURENDRA KUMAR JETHY,21-Jan-2026 12:19 PM,Rejected-AOC,Work Awarded to Santosh Kumar Panda,25-Feb-2026 12:54 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,11,3363039,Upendra Bhanja Panda,21-Jan-2026 03:54 PM,Rejected-AOC,Work Awarded to Santosh Kumar Panda,25-Feb-2026 12:54 PM,,,,,,,,,,,,,,,,,,,,,AOC
